
Search for “%s”,Recherche de « %s »,Nach »%s« suchen,"ابحث عن ""%s"""
Search results for “%s”,Résultats de la recherche pour « %s »,Suchergebnisse für »%s«,نتائج البحث عن “%s”
Send email to %s,Envoyer un courriel à %s,E-Mail senden an %s,أرسل البريد إلى %s
Show Text Cursor,,,اعرض مؤشر النص
Show the text cursor or caret for accessible navigation,,,عرض مؤشر النص لتسهيل التنقّل
Smaller Text,Réduire le texte,Kleinerer Text,نص أصغر
The ID of the root page of the page being viewed,,,معرِّف جذر الصفحة للصفحة التي تعرض
The URI does not point to a valid page.,L’URI ne se réfère pas à une page valide.,Die Adresse verweist nicht auf eine gültige Seite.,المسار لا يصل إلى صفحة سليمة.
The URI which identifies the document,,,المسار الذي يُميّز المستند
The URI ‘%s’ could not be parsed.,Impossible d’analyser l’URI « %s ».,Die Adresse »%s« konnte nicht verarbeitet werden.,تعذر تحليل المسار ‘%s’.
The URI ‘%s’ does not point to a valid page.,L’URI « %s » ne se réfère pas à une page valide.,Die Adresse »%s« verweist nicht auf eine gültige Seite.,المسار ‘%s’ لا يصل إلى صفحة سليمة.
The XSLT stylesheet ‘%s’ is either missing or not valid.,La feuille de style « %s » est manquante ou n’est pas valide.,"Entweder existiert die XSLT-Stilvorlage »%s« nicht, oder es ist keine gültige XSLT-Stilvorlage.",ملف نسق XSLT‏ ’%s‘ غير موجود أو غير سليم.
The description of the page being viewed,,,وصف الصفحة التي تعرض
The directory ‘%s’ does not exist.,Le répertoire « %s » n’existe pas.,Der Ordner »%s« existiert nicht.,الدليل ‘%s’ غير موجود.
The file does not exist.,Le fichier n’existe pas.,Die Datei existiert nicht.,الملف غير موجود.
The file ‘%s’ could not be parsed because it is not a well-formed XML document.,"Le fichier « %s » n’a pas pu être analysé, car ce n’est pas un document XML correctement formé.","Die Datei »%s« konnte nicht analysiert werden, da der Inhalt kein gültiges XML-Dokument ist.",تعذّر فهم الملف ‘%s’. لأنه ملف XML غير سليم.
The file ‘%s’ could not be parsed because it is not a well-formed info page.,"Le fichier « %s » n’a pas pu être analysé, car ce n’est pas une page info correctement formée.","Die Datei »%s« konnte nicht analysiert werden, da sie keine gültige Texinfo-Seite ist.",تعذّر فهم الملف ‘%s’ لأنه ملف info غير سليم.
The file ‘%s’ could not be parsed because one or more of its included files is not a well-formed XML document.,"Le fichier « %s » n’a pas pu être analysé, car un ou plus de ses fichiers inclus n’est pas un document XML correctement formé.","Die Datei »%s« konnte nicht analysiert werden, da eine oder mehrere der enthaltenen Dateien keine gültigen XML-Dokumente sind.",تعذّر فهم الملف ‘%s’. لأنه بعض الملفات التي يُضمّنها غير سليمة.
The file ‘%s’ does not exist.,Le fichier « %s » n’existe pas.,Die Datei »%s« existiert nicht.,الملف ‘%s’ غير موجود.
The filename of the sqlite database,,,اسم ملف قاعدة بيانات sqlite
The icon of the page being viewed,,,أيقونة الصفحة التي تعرض
The loading state of the view,,,حالة التحميل للمنظور
The location of the XSLT stylesheet,,,مكان ورق أنماط XSLT
The page ‘%s’ was not found in the document ‘%s’.,La page « %s » n’a pas été trouvée dans le document « %s ».,Die Seite »%s« konnte im Dokument »%s« nicht gefunden werden.,تعذّر إيجاد الصفحة ’%s‘ في المستند ’%s‘.
The requested page was not found in the document ‘%s’.,La page demandée n’a pas été trouvée dans le document « %s ».,Die angeforderte Seite konnte nicht im Dokument »%s« gefunden werden.,تعذّر إيجاد الصفحة المطلوبة في المستند ’%s‘
The title of the page being viewed,,,عنوان الصفحة التي تعرض
The title of the root page of the page being viewed,,,عنوان جذر الصفحة للصفحة التي تعرض
Turn on editor mode,Basculer en mode édition,In den Editor-Modus wechseln,شغّل نمط المُحرّر
Unknown,Inconnu,Unbekannt,مجهول
Unknown Error,Erreur inconnue,Unbekannter Fehler,خطأ مجهول
Unknown Error.,Erreur inconnue.,Unbekannter Fehler.,خطأ مجهول.
View,,,عرض
Whether the document content has been indexed,,,ما إذا كان محتوى المستند مفهرسا أم لا
XSLT Stylesheet,,,ورقة أنماط XSLT
Yelp URI,,,مسار يِلب
You do not have PackageKit. Package install links require PackageKit.,PackageKit n’est pas installé. Les liens d’installation de paquets nécessitent PackageKit.,PackageKit ist nicht installiert. Die Verweise der Paketinstallation verlangen PackageKit.,ليس لديك PackageKit. وصلات تثبيت الحزمة تتطلب PackageKit.
Copy Link Location,Copier l’emplacement du lien,Ort kopieren,انسخ مكان الوصلة
Copy Text,Copier le texte,Text kopieren,انسخ النص
Install Packages,Installer les paquets,Pakete installieren,ثبّت الحزم
Open Link,Ouvrir le lien,Verweis öffnen,افتح الوصلة
Save Image As…,Enregistrer l’image sous…,Bild speichern unter …,احفظ الصورة باسم…
Save Video As…,Enregistrer la vidéo sous…,Video speichern unter …,احفظ الفديو باسم…
documentation;information;manual;,,,توثيق;معلومات;كتيب;
