English,French,German,Arabic
"This application comes from ""%1"" (hosted at %2). Other software in this repository will also be made be available in Discover when the application is installed.",Cette application provient de « %1 » (hébergé sur %2). Les autres logiciels de ce dépôt seront également mis à disposition dans Discover lorsque l'application sera installée.,"Diese Anwendung stammt von „%1“ (bereitgestellt unter %2). Andere Software aus dieser Paketquelle wird ebenfalls in Discover verfügbar, wenn die Anwendung installiert wird.","يأتي هذا التطبيق من ""%1"" (مستضاف في %2 ). سيتم أيضًا توفير برامج أخرى من هذا المستودع في المستكشف عند تثبيت التطبيق."
<resource>%1</resource> is no longer receiving updates.Replace it with the supported version provided by <resource>%2</resource>?,<resource>%1</resource> ne reçoit plus de mises à jour. Veuillez le remplacer par la version prise en charge fournie par <resource>%2</resource> ?,<resource>%1</resource> erhält keine Aktualisierungen mehr.Möchten Sie es durch die unterstützte Version von <resource>%2</resource> ersetzen?,<resource>%1</resource> لم يعد يتلقى التحديثات.هل تريد تبديله إلى الإصدار المدعوم المقدم من <resource>%2</resource>؟
<resource>%1</resource> is no longer receiving updates. The reason given is: <message>%2</message> Automatically remove it?,<resource>%1</resource> ne reçoit plus de mises à jour.  La raison fournie est : <message>%2</message> Voulez-vous la supprimer automatiquement ?,<resource>%1</resource> erhält keine Aktualisierungen mehr. Begründung: <message>%2</message> Möchten Sie es automatisch entfernen?,<resource>%1</resource> لم يعد يتلقى التحديثات. السبب الموضح هو: <message>%2</message> هل تريد إزالته تلقائيًا؟
A change by '%1' suggests your session to be restarted.,Un changement par « %1 » suggère de redémarrer votre session.,Eine Änderung durch „%1“ empfiehlt den neuen Start der Sitzung.,يقترح تغيير لِـ'%1' إعادة تشغيل الجلسة.
A change by '%1' suggests your system to be restarted.,Un changement par « %1 » suggère de redémarrer le système.,Eine Änderung durch „%1“ empfiehlt den neuen Start des Rechners.,يقترح تغيير لِـ'%1' إعادة تشغيل النّظام.
A media change is required,Un changement de média est nécessaire,Ein Wechsel des Mediums ist erforderlich,تغيير الوسيط مطلوب
A more stable version of %1 is available.,Une nouvelle version plus stable de %1 est disponible.,Eine stabilere Version von %1 ist verfügbar.,يتوفّر إصدارة أكثر استقراراً من %1
Accept EULA,Accepter l'accord de licence,EULA (Endbenutzer-Lizenzvereinbarung) akzeptieren,اقبل اتّفاقيّة المستخدم النّهائي
Accessibility,Accessibilité,Zugangshilfen,الإتاحة
Action,Action,Aktion,حركي
Add Flathub,Ajouter Flathub,Flathub hinzufügen,أضف فلات‌هَب
Adding remote '%1' in %2 from %3,Ajoute le distant « %1 » dans %2 depuis %3,Paketquelle „%1“ in %2 von %3 wird hinzugefügt,يضيف '%1' البعيد في %2 من %3
Additional modules:,Modules additionnels :,Zusätzliche Module:,الوحدات الإضافيّة:
Additional packages:,Paquets additionnels :,Zusätzliche Pakete:,الحزم الإضافيّة:
Addons,Modules complémentaires,Erweiterungen,الإضافات
All Applications,Toutes les applications,Alle Anwendungen,كلّ التّطبيقات
All Files,Tous les fichiers,Alle Dateien,كلّ الملفّات
All packages already installed,Tous les paquets sont déjà installés,Alle Pakete sind bereits installiert,كلّ الحزم مثبّتة بالفعل
"Allows access to the GPG cryptography service, generally used for signing and reading signed documents","Permet d'accéder au service de cryptographie « GPG », généralement utilisé pour la signature et la lecture de documents signés","Ermöglicht den Zugriff auf den GPG-Verschlüsselungsdienst, welcher in erster Linie für das Signieren und Lesen signierter Dokumente verwendet wird",يسمح بالوصول إلى خدمة تشفير GPG ، وتستخدم عمومًا لتوقيع المستندات وقراءة الموقع منها.
Allows running other operating systems as guests in virtual machines,Permet l'exécution d'autres systèmes d'exploitation comme invité dans des machines virtuelles,Erlaubt es anderen Betriebssystemen als Gast in virtuellen Maschinen zu laufen,يسمح بتشغيل أنظمة تشغيل أخرى كضيوف في الآلات الافتراضية
Alpine APK,Alpine APK,Alpine-APK,حزم ألبية
Alpine Linux packages,Paquets pour la distribution Alpine Linux,Alpine Linux Pakete,حزم ألبية لينكس
An internal error occurred. Please file a report at https://bugs.kde.org/enter_bug.cgi?product=Discover,Une erreur interne s'est produite. Veuillez ouvrir un rapport de bogue sur la pagehttps://bugs.kde.org/enter_bug.cgi?product=Discover,Ein interner Fehler ist aufgetreten. Bitte senden Sie einen ausführlichen Problembericht an https://bugs.kde.org/enter_bug.cgi?product=Discover,خطأ داخلي، الرجاء الإبلاغ عنها في  https://bugs.kde.org/enter_bug.cgi?product=Discover
App Verified on %1 as shipped by its author %2,Application vérifiée le %1 telle que publiée par son auteur %2,Die Übereinstimmung der Anwendung mit der Version des Autors %2 wurde von %1 festgestellt.,تُحُقّق من التطبيق في %1 مثلما شُحن بواسطة مؤلفه %2
Application Addons,Modules d'applications,Erweiterungen für Anwendungen,إضافات التّطبيقات
Application Support,Prise en charge d'applications,Programmunterstützung,دعم التطبيق
Applications,Applications,Anwendungen,التّطبيقات
Apply Changes,Appliquer les changements,Änderungen anwenden,طبّق التغييرات
Arcade,Jeux d'arcade,Arcade,الممرّات
Astronomy,Astronomie,Astronomie,الفلك
Audio Players,Lecteurs audio,Audiospieler,مشغلات الصوتيات
Audio and Video Editors,Éditeurs audio et vidéo,Audio- und Video-Editoren,محررات الصوت والفيديو
Authorization denied,Autorisation refusée,Die Autorisierung wurde abgelehnt,رفض التخويل
Automatic Removal,Suppression automatique,Automatisches Entfernen,إزالة آلية
Available,Disponible(s),Verfügbar,متوفّرة
Backend %1 took too long to initialize,Le moteur %1 prends trop de temps à s'initialiser,Das Backend %1 braucht zu lange zur Initialisierung,أخذت الخلفية %1 وقت طويل للبدء
Bad GPG signature found,Une mauvaise signature GPG a été trouvée,Ungültige GPG-Signatur gefunden,عُثر على توقيع GPG سيّئ
Begin Upgrade…,Démarrer la mise à niveau...,Aktualisierung starten …,ابدأ الترقية…
Biology,Biologie,Biologie,الأحياء
Blocked,Bloqué,Blockiert,حظر
Bluetooth Access,Accès au périphérique Bluetooth,Bluetooth-Zugriff,الوصول إلى بلوتوث
Board Games,Jeux de plateau,Brettspiele,ألعاب الألواح
Broken,Cassé(s),Defekt,معطوبة
Bugfix,Correction de bogues,Fehlerkorrektur,إصلاح علل
CD and DVD,CD et DVD,CD und DVD,سي دي و دي في دي
Can access everything on the system,Peut accéder à la totalité du système,Kann auf das gesamte System zugreifen,يمكنه الوصول لكامل النظام
Can access files in the following locations in your home folder without asking permission first: %1,Peut accéder aux fichiers aux emplacements suivants de votre dossier personnel sans demander tout d'abord de permissions :%1,Kann auf Dateien an den folgenden Orten in Ihrem persönlichen Ordner zugreifen ohne zuerst um Berechtigung zu bitten: %1,يمكنه الوصول إلى الملفات في المواقع التالية في مجلد المنزل دون طلب الإذن أولاً: %1
Can access system files in the following locations without asking permission first: %1,Peut accéder aux fichiers du système aux emplacements suivants sans demander tout d'abord de permissions :%1,Kann auf Systemdateien an den folgenden Orten zugreifen ohne zuerst um Berechtigung zu bitten: %1,يمكنه الوصول إلى ملفات النظام في المواقع التالية دون طلب الإذن أولاً: %1
Can access the internet,Peut accéder à l'Internet,Hat Zugriff auf das Internet,يمكنه الوصول إلى الشابكة
Can communicate with all applications and system services using the following communication protocols: %1,Peut communiquer avec toutes les applications et services du système en utilisant les protocoles suivants de communication : %1,Kann mit allen Anwendungen und Systemdiensten über die folgenden Protokolle kommunizieren: %1,يمكنه التواصل مع كل التطبيقات وخدمات النظام باستخدام ميافيق الاتصال التالية: %1
Can communicate with all other applications and processes on the system,Peut communiquer avec tous les autres applications et processus s'exécutant sur le système,Kann mit allen anderen Anwendungen und Prozessen auf diesem System kommunizieren,يمكنه التواصل مع التطبيقات والعمليات الأخرى في النظام
Can communicate with all other applications and processes run in this user account,Peut communiquer avec d'autres applications et processus s'exécutant avec ce compte utilisateur,Kann mit allen anderen Anwendungen und laufenden Prozessen in diesem Benutzerkonto kommunizieren,يمكنه التواصل مع كل التطبيقات والعمليات الأخرى التي تعمل في هذا حساب المستخدم هذا
Can communicate with and control built-in or connected hardware devices,Peut communiquer avec des périphériques matériels connectés ou intégrés et les contrôler,Kann mit eingebauter oder verbundener Hardware kommunizieren und diese steuern,يمكنه التواصل والتحكم بالعتاد الموصل أو المضمن
Can communicate with other applications and processes in the same desktop session using the following communication protocols: %1,Peut communiquer avec d'autres applications et processus au sein de la même session de bureau en utilisant les protocoles suivants de communication : %1,Kann mit anderen Anwendungen und Prozessen in der selben Arbeitsflächensitzung über die folgenden Protokolle kommunizieren: %1,يمكنه التواصل مع التطبيقات والعمليات الأخرى في نفس جلسة سطح المكتب باستخدام ميافيق الاتصال التالية: %1
Can initiate remote login requests using the SSH protocol,Peut initialiser des demandes de connexion à distance en utilisant le protocole « SSH »,Kann Anfragen zur Fernanmeldung über das SSH-Protokoll initiieren,يمكنه بدء طلبات الولوج البعيد باستخدام ميفاق SSH
Can integrate and communicate with Bluetooth devices,Peut intégrer et communiquer avec des périphériques Bluetooth.,Kann Bluetooth-Geräte integrieren und mit ihnen kommunizieren,يمكنه التكامل والتواصل مع أجهزة بلوتوث
Can integrate and communicate with printers,Peut intégrer et communiquer avec des périphériques d'impression.,Kann Drucker integrieren und mit ihnen kommunizieren,يمكنه التكامل والتواصل مع الطابعات
Can integrate and communicate with smart cards,Peut intégrer et communiquer avec des cartes de mémoire.,Kann Smartcards integrieren und mit ihnen kommunizieren,يمكنه التكامل والتواصل مع البطاقات الذكية
Can make low-level system calls (e.g. ptrace),"Pouvoir réaliser des appels de bas niveau au système (Par exemple, ptrace)",Kann Low-Level-System-Aufrufe (wie ptrace) durchführen,يمكنه أن ينادى وظائف النظام الدُنيا (مثل ptrace)
Can play and record audio,Peut jouer et enregistrer de l'audio,Kann Audio wiedergeben,يمكنه تشغيل الصوت وتسجيله
Can read and write files in the following locations in your home folder without asking permission first: %1,Peut lire et écrire des fichiers aux emplacements suivants de votre dossier personnel sans demander tout d'abord de permissions :%1,Kann Dateien an den folgenden Orten in Ihrem persönlichen Ordner lesen und schreiben ohne zuerst um Berechtigung zu bitten: %1,يمكنه قراءة الملفات والكتابة فيها في المواقع التالية في مجلد المنزل دون طلب الإذن أولاً: %1
Can read and write system files in the following locations without asking permission first: %1,Peut lire et écrire des fichiers du système aux emplacements suivants sans demander tout d'abord de permissions :%1,Kann Systemdateien an den folgenden Orten lesen und schreiben ohne zuerst um Berechtigung zu bitten: %1,يمكنه قراءة ملفات النظام والكتابة فيها في المواقع التالية دون طلب الإذن أولاً: %1
Can read files in the following locations in your home folder without asking permission first: %1,Peut lire des fichiers aux emplacements suivants de votre dossier personnel sans demander tout d'abord de permissions :%1,Kann Dateien an den folgenden Orten in Ihrem persönlichen Ordner lesen ohne zuerst um Berechtigung zu bitten: %1,يمكنه قراءة الملفات في المواقع التالية في مجلد المنزل دون طلب الإذن أولاً: %1
Can read system files in the following locations without asking permission first: %1,Peut lire des fichiers du système aux emplacements suivants sans demander tout d'abord de permissions :%1,Kann Systemdateien an den folgenden Orten lesen ohne zuerst um Berechtigung zu bitten: %1,يمكنه قراءة ملفات النظام في المواقع التالية دون طلب الإذن أولاً: %1
"Can read, write, and create files in the following locations in your home folder without asking permission first: %1","Peut lire, écrire et créer des fichiers aux emplacements suivants de votre dossier personnel sans demander tout d'abord de permissions :%1","Kann Dateien an den folgenden Orten in Ihrem persönlichen Ordner lesen, schreiben und erstellen ohne zuerst um Berechtigung zu bitten: %1",يمكنه قراءة الملفات والكتابة فيها وإنشاؤها في المواقع التالية في مجلد المنزل دون طلب الإذن أولاً: %1
"Can read, write, and create system files in the following locations without asking permission first: %1","Peut lire, écrire et créer des fichiers du système aux emplacements suivants sans demander tout d'abord de permissions :%1","Kann Systemdateien an den folgenden Orten lesen, schreiben und erstellen ohne zuerst um Berechtigung zu bitten: %1",يمكنه قراءة ملفات النظام والكتابة فيها وإنشاؤها في المواقع التالية دون طلب الإذن أولاً: %1
Canceled,Annulé,Abgebrochen,أُلغي
Canceled priority,Priorité annulée,Priorität abgebrochen,أُلغيت الأولويّة
Cancelled,Annulé,Abgebrochen,أُلغيت
Cancelling rpm-ostree transaction. This may take some time. Please wait.,Annulation de la transaction « rpm-ostree » n cours. Cela pourrait prendre un certain temps. Veuillez patienter.,Die rpm-ostree-Transaktion wird abgebrochen. Dies kann eine Weile dauern. Bitte warten.,إلغاء عملية rpm-ostree. سيأخذ هذا بعض الوقت. الرجاء الانتظار.
Cannot cancel transaction,Impossible d'annuler la transaction,Abbruch des Vorgangs ist nicht möglich,تعذّر إلغاء العمليّة
Cannot disable repository,Impossible de désactiver le dépôt,Die Paketquelle kann nicht deaktiviert werden,تعذّر تعطيل المستودع
Cannot fetch sources,Impossible d'atteindre les sources,Abholen der Paketquellen nicht möglich,تعذّر جلب المصادر
Cannot find repository,Impossible de trouver le dépôt,Die Paketquelle wurde nicht gefunden,تعذّر العثور على المستودع
Cannot get file list,Impossible d'obtenir la liste des fichiers,Die Dateiliste kann nicht bezogen werden,تعذّر الحصول على قائمة الملفّات
Cannot get requires,Impossible d'obtenir les éléments requis,Die Abhängigkeiten können nicht bezogen werden,تعذّر الحصول على المطلوبات
Cannot install from unsigned repo,Impossible d'installer depuis un dépôt non signé,Die Installation aus einer nicht signierten Paketquelle ist nicht möglich,لا يمكن التّثبيت من مستودع غير موقّع
Cannot install source package,Impossible d'installer le paquet source,Das Quelltextpaket kann nicht installiert werden.,تعذّر تثبيت الحزمة المصدر
Cannot launch %1,Impossible de lancer %1,%1 kann nicht gestartet werden,تعذر بدء %1
Cannot obtain lock,Impossible d'obtenir le verrou,Sperrung nicht möglich,تعذّر الحصول على القفل
Cannot remove '%1',Impossible de supprimer « %1 »,„%1“ kann nicht entfernt werden,لا يمكن إزالة '%1'
Cannot remove system package,Impossible de supprimer un paquet système,Systempaket kann nicht entfernt werden,لا يمكن إزالة حزمة نظام
Cannot update from unsigned repo,Impossible de mettre à jour depuis un dépôt non signé,Die Aktualisierung aus einer nicht signierten Paketquelle ist nicht möglich,لا يمكن التّحديث من مستودع غير موقّع
Cannot write repo config,Impossible d'écrire la configuration du dépôt,Die Einstellungen für die Paketquelle können nicht geschrieben werden,تعذّرت كتابة ضبط المستودع
Card Games,Jeux de cartes,Kartenspiele,ألعاب الورق
Changes to the priority of Flatpak sources must be applied before they will take effect.,Les modifications de priorité pour les sources « Flatpak » doivent être appliquées avant d'être prises en compte.,"Änderungen an der Priorität von Flatpak-Paketquellen müssen angewendet werden, bevor sie aktiv werden.",يجب تطبيق التغييرات على أولوية مصادر فلاتباك قبل أن تصبح سارية المفعول.
Changing Addons,Changement des modules en cours,Erweiterungen werden geändert,يغيّر الإضافات
Channel: %1,Canal : %1,Kanal: %1,القناة: %1
Channels for %1,Canaux pour %1,Kanäle für %1,القنوات لـ%1
Chat,Discussion,Chat,المحادثة
Checking for a system update,Vérification d'une mise à jour du système,Auf Systemaktualisierungen prüfen,يلتمس تحديثات للنظام
Checking signatures…,Vérification des signatures en cours…,Signaturen werden überprüft ...,يفحص التّواقيع…
Chemistry,Chimie,Chemie,الكيمياء
Cleaning up…,Nettoyage en cours…,Aufräumen ...,ينظّف…
Cleanup,Nettoyage,Aufräumen,ينظف
Clearing settings and user data…,Suppression en cours de la configuration et des données utilisateur...,Einstellungen und Benutzerdaten werden gelöscht ...,يمسح الإعدادات وبيانات المستخدم…
Collection Available,Collection disponible,Sammlung verfügbar,التجميعة متوفّرة
Collection Installed,Collection installée,Sammlung installiert,التجميعة مثبّتة
Committing…,Publication en cours…,Wird eingespielt ...,يودع...
Computer Science and Robotics,Informatique et robotique,Computer-Wissenschaften und Robotik,علم الحاسوب والرّوبوتات
Config parsing failed,L'analyse de la configuration a échoué,Das Einlesen der Einstellungen ist fehlgeschlagen,فشل تحليل الضّبط
Configure permissions…,Configurer les permissions...,Berechtigungen einrichten ...,اضبط الصلاحيات…
Confirm Changes,Confirmer les modifications,Änderungen bestätigen,أكد التغييرات
Confirm package removal,Confirmer la suppression des paquets,Entfernen des Pakets bestätigen,أكد إزالة الحزمة
Copying files…,Copie des fichiers en cours…,Dateien werden kopiert ...,ينسخ الملفّات…
Corrupt package found,Un paquet corrompu a été trouvé,Es wurde ein fehlerhaftes Paket gefunden,عُثر على حزمة معطوبة
Could not add the source %1,Impossible d'ajouter la source %1,Die Paketquelle „%1“ kann nicht hinzugefügt werden,تعذّرت إضافة المصدر %1
Could not enable remote %1: %2,Impossible d'activer le dépôt %1 : %2,Die Paketquelle „%1“ kann nicht aktiviert werden: %2,تعذّر تمكين %1 البعيد: %2
Could not fetch screenshot for the entry %1 in backend %2,Impossible d'atteindre la capture d'écran pour l'élément %1 depuis le moteur %2,Das Bildschirmfoto für den Eintrag %1 im Backend %2 kann nicht geholt werden,لم يستطع جلب لقطات للمدخلة %1 في خلفية %2
Could not find %1,Impossible de trouver %1,%1 wurde nicht gefunden,لا يمكن إيجاد %1
Critical,Critique,Kritisch,حرج
Currently booted version,Version actuellement démarrée,Aktuell gebootete Version,الإصدار المشغلة حاليا
Currently booted version (pinned),Version actuellement démarrée (épinglée),Aktuell gebootete Version (angeheftet),الإصدار المشغلة حاليا (مثبتة)
Currently refreshing the repository cache…,Mise à jour en cours du cache du dépôt…,Der Paketquellen-Zwischenspeicher wird aktualisiert ...,ينعش خبيئة المستودع حاليًّا...
Debugging,Débogage,Fehlersuche,التّنقيح
Decompressing,Décompression en cours,Wird entpackt,يفكّ الضّغط
Delete settings and user data,Supprimer la configuration et les données utilisateur,Einstellungen und Benutzerdaten löschen,احذف الإعدادات وبيانات المستخدم
Dependencies for package: %1,Dépendances de paquet : %1,Abhängigkeiten für Paket: %1,اعتماديات حزمة: %1
Dependency resolution failed,La résolution de dépendances a échoué,Auflösung der Abhängigkeit fehlgeschlagen,فشل حلّ الاعتماديّات
Development,Développement,Entwicklung,تطوير
Device Access,Accès au périphérique,Geräte-Zugriff,الوصول للجهاز
"Do you trust the following key?

Url: %1
User: %2
Key: %3
Fingerprint: %4
Timestamp: %4","Faites-vous confiance à la clé suivante ?

URL : %1
Utilisateur : %2
Clé : %3
Empreinte : %4
Horodatage : %4","Vertrauen Sie dem folgenden Schlüssel?

Adresse: %1
Benutzer: %2
Schlüssel: %3
Fingerabdruck: %4
Zeitstempel: %4","أتثق بالمفتاح الآتي؟

المسار: %1
المستخدم: %2
المفتاح: %3
البصمة: %4
الختم الزّمني: %4"
Done,Fait,Abgeschlossen,تمّت
Downgrade,Revenir à une version antérieure,Herabstufen,عد للسابق
Downgrading,Retour en arrière en cours,Zurückstufen,يعود إلى النسخة السابقة
Downloading,Téléchargement en cours,Wird heruntergeladen,ينزّل
Downloading system update. Please be patient as progress is not reported.,Téléchargement de la mise à jour du système. Veuillez patienter car l'état d'avancement n'est pas affiché.,"Die Systemaktualisierung wird heruntergeladen. Bitte warten Sie, da der Fortschritt nicht verfolgt wird.",ينزّل تحديث النظام. يرجى التحلي بالصبر حيث لم يبلغ عن التقدم.
Downloading…,Téléchargement en cours…,Herunterladen ...,ينزّل…
Downloads,Téléchargements,Downloads,التنزيلات
Drawing,Dessin,Zeichnen,الرّسم
Dummy Category,Catégorie bidon,Dummy-Kategorie,فئة دمية
Education,Éducation,Lernprogramme,التّعليم
Electronics,Électronique,Elektronik,الإلكترونيّات
Emulators,Émulateurs,Emulatoren,المضاهيات
Engineering,Ingénierie,Ingenieurwesen,الهندسة
Enhancement,Améliorations,Verbesserung,التحسينات
"Enter Alpine repository URL, for example: http://dl-cdn.alpinelinux.org/alpine/edge/testing/","Saisissez l'URL du dépôt Alpine, par exemple : http://dl-cdn.alpinelinux.org/alpine/edge/testing/",Bitte geben Sie die Adresse der Alpine-Paketquelle ein (z. B. http://dl-cdn.alpinelinux.org/alpine/edge/testing/),أدخل عنوان لمستودع Alpine، على سبيل المثال: http://dl-cdn.alpinelinux.org/alpine/edge/testing/
Enter a Flatpak repository URI (*.flatpakrepo):,Saisissez une URI de dépôt Flatpak (*.flatpakrepo) :,Geben Sie die URI eines Flatpak-Repository (*.flatpakrepo) ein:,أدخل عنوان مستودع فلاتباك (*.flatpakrepo)
Error,Erreur,Fehler,خطأ
Error while submitting review: %1,Erreur lors de l'envoi de l'avis : %1,Bewertung kann nicht gesendet werden: %1,خطأ أثناء إرسال المراجعة: %1
Error while submitting usefulness: %1,Erreur lors de l'envoi de l'utilité : %1,Hilfreich-Bewertung kann nicht gesendet werden: %1,خطأ أثناء إرسال مدى الاستفادة:‏ %1
Error:,Erreur :,Fehler:,خطأ:
Error: Authorization denied,Erreur : autorisation refusée,Fehler: Die Autorisierung wurde abgelehnt,خطأ: رفض التخويل
Failed,Échec,Fehlgeschlagen,فشلت
Failed Offline Update,Mise-à-jour hors ligne impossible,Offline-Aktualisierung fehlgeschlagen,فشل تحديث دون اتصال
Failed to add source '%1': %2,Impossible d'ajouter la source « %1 » : %2,Paketquelle „%1“ kann nicht hinzugefügt werden: %2,فشل في إضافة مصدر '%1': %2
Failed to finalize transaction,Échec à la finalisation de la transaction,Vorgang kann nicht abgeschlossen werden,فشل تمهيد العمليّة
Failed to get a list of packages to upgrade!,Impossible d'obtenir une liste des paquets à mettre à niveau !,Die Liste mit den zu aktualisierenden Paketen ist nicht abrufbar.,فشل في الحصول على قائمة الحزم التي ستحدث!
"Failed to load ""%1"" source",Impossible de charger la source « %1 ».,Paketquelle „%1“ kann nicht geladen werden,فشل تحميل المصدر '%1'
Failed to open APK database!,Impossible d'ouvrir la base de données des paquets « APK » !,Die APK-Datenbank kann nicht geöffnet werden.,فشل في فتح قاعدة بيانات APK!
Failed to remove %1 remote repository: %2,Impossible de supprimer le dépôt à distance %1 : %2,Das Entfernen der Paketquelle „%1“ ist fehlgeschlagen: %2,فشل في إزالة المستودع البعيد %1 : %2
Failed to start '%1': %2,Impossible de démarrer « %1 » : %2,„%1“ kann nicht gestartet werden: %2,فشل بدء '%1': %2
Failed while creating a thread,La création du processus a échoué,Fehler beim Erstellen eines Threads,فشل أثناء إنشاء خيط
Fallback version,Version de repli,Ausweich-Version,الإصدارة الاحتياطيّة
Fallback version (pinned),Version de secours (épinglée),Ausweich-Version (angeheftet),الإصدارة الاحتياطيّة (مثبتة)
File Sharing,Partage de fichiers,Dateifreigabe,مشاركة الملفّات
File conflicts found,Un conflit de fichier a été trouvé,Es ist ein Datei-Konflikt aufgetreten,عُثر على تضارب ملفّات
File not found,Impossible de trouver le fichier,Datei nicht gefunden,لم يُعثر على الملفّ
Filter invalid,Filtre non valable,Ungültiger Filter,المرشّح غير صالح
Finished,Terminé,Abgeschlossen,انتهى
Firmware Updates,Mises à jour des microprogrammes,Firmware-Aktualisierungen,التّحديثات البرامج الثابتة
Fonts,Polices,Schriftarten,الخطوط
"For security, the session will have to be restarted.","Pour raisons de sécurité, la session devra être redémarrée.",Aus Sicherheitsgründen muss die Sitzung neu gestartet werden.,للأمان، يجب أن يُعاد تشغيل الجلسة.
"For security, the system will have to be restarted.","Pour raisons de sécurité, le système devra être redémarré.",Aus Sicherheitsgründen muss das System neu gestartet werden.,للأمان، يجب أن يُعاد تشغيل النّظام.
Full Access,Accès total,Voller Zugriff,الوصول كامل
Future,Futur,Zukunft,المستقبل
GPG Agent,Agent « GPG »,GPG-Agent,عميل GPG
GPG failure,Échec GPG,GPG-Fehler,فشل GPG
GPL and other licenses,Licence « GPL » et autres licenses,GPL und weitere Lizenzen,ترخيص جي بي ال وتراخيص غيرها
Games,Jeux,Spiele,الألعاب
Geography,Géographie,Geografie,الجغرافيا
Geology,Géologie,Geologie,الطّبيعة
Graphic Interface Design,Conception d'interfaces graphiques,Design grafischer Oberflächen,تصميم الواجهات الرّسوميّة
Graphics,Graphisme,Grafik,الرّسوميّات
Home,Accueil,Startseite,المنزل
Home Folder Access,Accès au dossier personnel,Persönlicher-Ordner-Zugriff,الوصول إلى مجلد المنزل
IDEs,IDE,Entwicklungsumgebungen,بيئات التّطوير المتكاملة
Important,Important,Wichtig,مهمّة
Incompatible architecture,Architecture incompatible,Die Rechner-Architektur ist nicht kompatibel,معماريّة غير متوافقة
Initialization failure,Erreur d'initialisation,Die Initialisierung ist fehlgeschlagen,خطأ تمهيد
Install,Installer,Installieren,ثبّت
Install root is invalid,Racine d'installation non valable,Die Installationsbasis ist ungültig,جذر التّثبيت غير صالح
Installed,Installé(s),Installiert,مثبّتة
Installing,Installation en cours,Wird installiert,يثبّت
