English,French,German,Arabic
Not all PostScript files could be embedded into your document. %1,Tous les fichiers PostScript n'ont pas pu être intégrés dans votre document. %1,Nicht alle PostScript-Dateien können in das Dokument eingebettet werden. %1,لا يمكن تضمين كل ملفات بوست سكرِبت في مستندِك. %1
Okular was not able to locate the place in the DVI file which corresponds to line %1 in the TeX-file .,Okular n'a pas pu localiser le fichier DVI correspondant à la ligne %1 dans le fichier Tex .,"Die Stelle in der DVI-Datei, die der Zeile %1 in der TeX-Datei  entspricht, wurde nicht gefunden.",لم يتمكن أوكلار من إيجاد المكان في ملف DVI المرتبط بالسطر %1 في ملف تِكس .
Page %1: The PDF file  could not be converted to PostScript. ,Page %1 : impossible de convertir en « PostScript » le fichier « PDF » . ,Seite %1: Die PDF-Datei  kann nicht in PostScript umgewandelt werden. ,صفحة %1: ملف ال  PDF  لم يكن من الممكن تحويله إلى PostScript  
Page %1: The PostScript file  could not be found. ,Page %1 : impossible de trouver le fichier « PostScript » . ,Seite %1: Die PostScript-Datei  kann nicht gefunden werden. ,صفحة %1: ملف ال PostScript    لم يتم العثور عليه.  
TexFont_PK::operator[]: Character %1 not defined in font ,TexFont_PK::operator[] : caractère %1 non défini dans la police ,TexFont_PK::operator[]: Zeichen %1 ist nicht definiert im Zeichensatz ,TexFont_PK::operator[]: المحرف %1 غير معرف في الخط 
That makes 25 errors. Further error messages will not be printed.,Cela fait 25 erreurs. Les messages d'erreurs suivants ne seront pas affichés.,Das waren 25 Fehlermeldungen. Es werden keine weiteren Fehler gemeldet.,ذلك يُحدث 25 خطأ. لن تُطبع رسائل خطأ إضافية .
The DVI code referred to a font which was not previously defined.,Le code « DVI » se réfère à une police qui n'a pas été précédemment définie.,"In der DVI-Datei wird auf eine Schriftart verwiesen, die vorher nicht definiert wurde.",رمز الـ DVI  أشار إلى خط لم يتم تعريفه
"The DVI code referred to font #%1, which was not previously defined.",Le code « DVI » se réfère à la police n° %1 qui n'a pas été précédemment définie.,"In der DVI-Datei wird auf die Schriftart #%1 verwiesen, die jedoch vorher nicht definiert wurde.",شفرة الـ DVI تُشير إلى الخط #%1، والذي هو غير معرّف سابقا.
The DVI code set a character of an unknown font.,Le code « DVI » définit un caractère d'une police inconnue.,In der DVI-Datei wird ein Zeichen einer unbekannten Schriftart gesetzt.,رمز الـ DVI  ضبط حرف غير معروف
"The DVI file contains the wrong version of DVI output for this program. Hint: If you use the typesetting system Omega, you have to use a special program, such as oxdvi.","Le fichier « DVI » contient la mauvaise version de messages de sortie de « DVI » pour ce programme. Astuce : si vous utilisez le système de composition de documents « Omega », vous devez utiliser un programme spécial comme « oxdvi ».","Die DVI-Datei enthält eine falsche Version von DVI-Daten für dieses Programm. Hinweis: Falls Sie das Schriftsatzprogramm Omega benutzen, müssen Sie ein spezielles Programm wie oxdvi verwenden.",ملف الـ DVI يحوي إصدار خاطئ من مخرجات الـ DVI لهذا البرنامج. تلميحة: إذا كنت تستعمل نظام إعداد الخط أوميغا، يبغي لك استخدام برنامج خاص، مثل  oxdvi.
The DVI file does not start with the preamble.,Le fichier « DVI » ne commence pas avec le préambule.,Die DVI-Datei hat einen ungültigen Vorspann.,ملف الـ DVI لا يبدأ بالتمهيد.
The DVI file is badly corrupted. Okular was not able to find the postamble.,Le fichier « DVI » est fortement corrompu. Okular n'a pas été capable de trouver le préambule.,Die DVI-Datei ist beschädigt. Okular kann keinen gültigen Nachspann finden.,ملف DVI تالف جدا. أوكلار تعذر من العثور على الـpostamble.
The character %1 is too large in file ,Le caractère %1 est trop grand dans le fichier ,Das Zeichen %1 in Datei  ist zu groß,المحرف %1 كبير جدا في الملف 
"The font file %1 could be opened and read, but its font format is unsupported.",Le fichier de police %1 peut être ouvert et lu mais son format de police n'est pas pris en charge.,"Die Schriftdatei %1 kann geöffnet und eingelesen werden, aber das Schriftformat wird nicht unterstützt.",ملف الخط %1 يمكن فتحه وقراءته، ولكن صياغ الخط غير مدعوم.
"The font file %1 is broken, or it could not be opened or read.",Le fichier de police %1 est cassé ou il est impossible de l'ouvrir ou de le lire.,Die Schriftdatei %1 ist fehlerhaft oder kann nicht geöffnet oder eingelesen werden.,ملف الخط %1 تالف، أو لا يمكن فتحه أو قراءته.
The page %1 does not start with the BOP command.,La page %1 ne débute pas par la commande « BOP ».,Seite %1 beginnt nicht mit dem BOP-Befehl.,الصفحة %1 لا تبدأ بأمر BOP.
The papersize data '%1' could not be parsed.,Impossible d'analyser la donnée de taille de papier « %1 ».,Die Daten zur Papiergröße „%1“ können nicht einlesen werden.,معلومات حجم الورق'%1' لا يمكن تحليلها.
The postamble contained a command other than FNTDEF.,Le préambule contenait une commande autre que « FNTDEF ».,Der Nachspann enthält einen anderen Befehl als „FNTDEF“.,الـ postamble حوى أمر آخر غير FNTDEF.
The postamble does not begin with the POST command.,Le préambule ne commence pas par la commande « POST ».,Der Nachspann (postamble) beginnt nicht mit dem POST-Befehl.,الـpostamble لا يبدأ بأمر اﻹرسال
The special command '%1' is not implemented.,La commande spéciale « %1 » n'est pas implémentée.,Die spezielle Anweisung „%1“ ist noch nicht implementiert.,الأمر الخاص '%1' لم يطبق بعد.
The specified file '%1' does not exist.,Le fichier spécifié « %1 » n'existe pas.,Die angegebene Datei „%1“ existiert nicht.,الملف المحدد '%1' غير موجود.
The stack was empty when a POP command was encountered.,La pile de données n'était pas vide quand la commande « POP » a été rencontrée.,Der Stapelspeicher ist beim Auftreten eines POP-Befehls leer gewesen.,المكدس كان فارغا عندما لاقى أمر POP
The stack was not empty when the EOP command was encountered.,La pile de données n'était pas vide quand la commande « EOP » a été rencontrée.,Der Stapelspeicher ist beim Auftreten des EOP-Befehls nicht leer gewesen.,المكدس لم يكن فارغا عندما لاقى أمر EOP.
The unknown op-code %1 was encountered.,Le code de commande %1 qui a été rencontré est inconnu.,Der unbekannte Befehlscode %1 ist entdeckt worden.,تم مواجهة %1 op-code المجهول.
The version of Ghostview that is installed on this computer does not contain any of the Ghostview device drivers that are known to Okular. PostScript support has therefore been turned off in Okular.,La version de « Ghostview » installée sur cet ordinateur ne contient aucun des pilotes de système de « ghostview » connus par Okular. La prise en charge de « PostScript » a donc été désactivée dans Okular.,Die auf Ihrem System installierte Version von Ghostview enthält keinen der Okular bekannten Ghostview-Gerätetreiber. Die Unterstützung von PostScript ist aus diesem Grund in Okular deaktiviert.,لا يحوي إصدار جوستسكرِبت المثبَّت على هذا الحاسوب أيًّا من معرّفات عتاد جوستسكرِبت التي يعرفها أوكلار. لذا تم تعطيل دعم بوست سكرِبت في أوكلار.
"This probably means that either you found a bug in Okular,
or that the DVI file, or auxiliary files (such as font files, 
or virtual font files) were really badly broken.
Okular will abort after this message. If you believe that you 
found a bug, or that Okular should behave better in this situation
please report the problem.","Cela signifie probablement que soit vous avez trouvé un bogue 
dans Okular soit que le fichier « DVI » ou des fichiers auxiliaires 
 (comme des fichiers de police ou des fichiers de police 
virtuelle) sont gravement endommagés.
Okular abandonnera après ce message. Si vous pensez que 
vous avez trouvé un bogue ou que Okular devrait mieux se 
comporter dans cette situation, veuillez rapporter ce problème.","Das bedeutet wahrscheinlich, dass Sie entweder einen Fehler in Okular gefunden haben
oder dass die DVI- oder die Hilfsdateien (wie z. B. Schriften oder virtuelle Schriftdateien) fehlerhaft sind.
Okular bricht nach dieser Meldung ab. Wenn Sie glauben, dass Sie einen Programmfehler
gefunden haben oder dass sich Okular in dieser Situation anders verhalten sollte,
erstellen Sie bitte einen Problembericht.","هذا على الأرجح يعني إما أنك وجدت عثرة في اﻷكلار ،
أو أن ملف الـ DVI، أو أن الملفات الإضافية )مثل ملفات الخط،
أو ملفات الخط الوهمي( حقيقةً تالفة.
أوكلار سيُجهض بعد هذه الرسالة. إذا كنت تعتقد أنك
وجدت عثرة، أو أن أوكلار ينبغي أن يحّسن في هذه الحالة
فضلا بلغ عن المشكلة."
Unexpected %1 in PK file ,%1 inattendu dans le fichier « PK » ,Unerwartetes %1 in PK-Datei ,غير متوقع  %1  في ملف PK  
Wrong command byte found in VF macro list: %1,Un octet erroné de commande a été trouvé dans la liste de macro « VF » : %1,Falsches Befehls-Byte in VF-Makroliste gefunden: %1,عثر على أمر بايت خاطئ في قائمة ماكرو VF: %1
"Wrong number of bits stored:  char. %1, font ","Nombre erroné de bits enregistrés : caractère %1, police ","Es wurde eine inkorrekte Anzahl Bits gespeichert: Zeichen %1, Schrift ",رقم خطأ في مجموعة البت المخزنة: المحرف. %1، خط 
"You have asked Okular to locate the place in the DVI file which corresponds to line %1 in the TeX-file . It seems, however, that the DVI file does not contain the necessary source file information.","Vous avez demandé à Okular de localiser le fichier DVI qui correspond à la ligne %1 dans le fichier Tex . Cependant, il semble que le fichier DVI ne contient pas l'information nécessaire à propos du fichier source.","Sie haben Okular angewiesen, die Stelle in der DVI-Datei zu suchen, die der Zeile %1 in der TeX-Datei  entspricht. Offenbar enthält die DVI-Datei nicht die dazu notwendigen Quelltextinformationen.",لقد طلبتَ من أوكلار أن يحدد مكان ملف DVI المرتبط بالسطر %1 في ملف تِكس . لكن يبدو أن ملف DVI لا يحوي معلومات الملف المصدر الضرورية.
landscape,paysage,Querformat,أفقي
portrait,portrait,Hochformat,عمودي
