English,French,German,Arabic
20000 Hz,20000 Hz,20000 Hz,10000 هرتز
220 Hz,220 Hz,220 Hz,220 هرتز
22050,22050,22050,22050
25/1,25/1,25/1,25/1
2500 Hz,2500 Hz,2500 Hz,2500 هرتز
256 scale,Redimensionner à 256,256-Skalierung,التّحجيم:
270p,270p,270p,270ب
2nd Color,Seconde couleur,Zweite Farbe,اللون الثاني
2nd Output Plane,Second plan de sortie,Ausgabedatei,لغة الخرج
2nd Plane Threshold,Seuil pour le second plan,Schwellwert,استخدم العتبة
2nd plane threshold,Seuil pour le second plan,Schwellwert ändern,عتبة التغيير
3 point balance,Balance des blancs à 3 points,3-Punkt-Ausgleich,توازن حسب المركز
3-level Threshold,Seuil 3 niveaux,3-Stufen-Schwellenwert,مستوى العتبة
3-way Rotate,Faire pivoter sur 3 axes,Drehen,تدوير ثلاثي الاتجاهات
311 Hz,311 Hz,311 Hz,311 هرتز
32000,32000,32000,32000
3500 Hz,3500 Hz,3500 Hz,3500 هرتز
360p,360p,360p,360ب
3rd Output Plane,Troisième plan de sortie,Ausgabedatei,لغة الخرج
3rd Plane Threshold,Seuil pour le troisième plan,3-Stufen-Schwellenwert,استخدم العتبة
3rd plane threshold,Seuil pour le troisième plan,Schwellwert ändern,عتبة التغيير
4,4,4,4
4 Channels,4 canaux,4 Kanäle,4 القنوات
4 channels,4 canaux,4 Kanäle,4 قنوات
4/3,4/3,4/3,4/3
440 Hz,440 Hz,440 Hz,440 هرتز
44100,44100,44100,44100
44100 Hz,44100 Hz,44100 Hz,44100 هرتز
48000,48000,48000,48000
48000 Hz,48000 Hz,48000 Hz,48000 هرتز
4K DCI 2160,4K DCI 2160,4K DCI 2160,4K DCI 2160
4K UHD 2160,4K UHD 2160,4K UHD 2160,4K UHD 2160
4th Output Plane,Quatrième plan de sortie,Ausgabedatei,لغة الخرج
4th Plane Threshold,Seuil pour le quatrième plan,Schwellwert ändern,عتبة التغيير
4th plane threshold,Seuil pour le quatrième plan,Schwellwert ändern,عتبة التغيير
50 Hz,50 Hz,50 Hz,50 هرتز
50%,50 %,50  %,50%
5000 Hz,5000 Hz,5000 Hz,5000 هرتز
540p,540p,540p,540ب
59/54,59/54,59/54,59/54
5K (Wide 2160),5K (Panoramique 2160),5K (Wide 2160),5K (عريض 2160)
6 Channels,6 canaux,6 Kanäle,6 القنوات
6 channels,6 canaux,6 Kanäle,6 قنوات
622 Hz,622 Hz,622 Hz,622 هرتز
720p,720p,720p,720ب
720x576,720x576,720×576,720×576
75%,75 %,75 %,75٪
75% box,boîte 75 %,75 % Box,صندوق 75٪
8000,8000,8000,8000
880 Hz,880 Hz,880 Hz,880 هرتز
96000,96000,96000,96000
:data/kdenlive_renderprofiles.knsrc,:data/kdenlive_renderprofiles.knsrc,,‎:data/kdenlive_renderprofiles.knsrc
"Speedometer is available for all data sources but recommended only for speed; for the map type it represents the ""percentage done"" from trimmed start - end). 
Note: for type 1 (zoom and center, aka ""follow the dot""): 
* crop values are only valid as a percentage and only the bottom (resp left) values
will be taken into consideration as both values (ie: bottom/top) will need to be equal to
keep the dot centered) 
* if data source is not GPS location, the centering will only be done for horizontal axis
(time), vertical axis crop will behave just like for the basic 2D map line (it will statically keep
the same min/max limit allowing the Now dot to move up and down).","Le Compteur de vitesse est disponible pour toutes les sources de données mais recommandé uniquement pour la vitesse. Pour le type de carte, il représente le pourcentage de « réalisé » à partir de l'intervalle de début-fin).  
Remarque : pour le type 1 (zoom et centre, alias « Suivre le point » : 
* les valeurs de rognage ne sont valables uniquement en pourcentage et seules les valeurs inférieures (Respectivement à gauche) 
seront pris en considération car les deux valeurs (C'est-à-dire : en bas / en haut) devront être égales à 
de façon à conserver le point centré) 
* si la source de données n'est pas l'emplacement GPS, le centrage ne sera effectué que pour l'axe horizontal 
(heure). Le rognage de l'axe vertical se comportera comme pour la ligne de base de la carte 2D (Il conservera 
 la même limite minimale / maximale permettant au point à la date d'aujourd'hui de se déplacer vers le haut et vers le bas).",,"عداد السرعة متاح لجميع مصادر البيانات ولكنه موصى به فقط للسرعة؛ بالنسبة لنوع الخريطة، فإنه يمثل ""النسبة المئوية المنجزة"" من البداية المقصوصة إلى النهاية). 
ملاحظة: بالنسبة للنوع 1 (التكبير والمركز، أو ""متابعة النقطة""): 
* قيم الاقتطاع صالحة فقط كنسبة مئوية وسيتم أخذ القيم السفلية (أو اليسرى) فقط
في الاعتبار حيث يجب أن تكون القيمتان (أي: السفلي/العلوي) متساويتين
للحفاظ على النقطة في المنتصف) 
* إذا لم يكن مصدر البيانات هو ملف نظام تحديد المواقع العالمية، فسيتم إجراء التمركز فقط للمحور الأفقي
(الوقت)، وسوف يتصرف اقتطاع المحور الرأسي تمامًا كما هو الحال بالنسبة لخط الخريطة ثنائي الأبعاد الأساسي (سيحافظ بشكل ثابت على
نفس الحد الأدنى/الأقصى مما يسمح للنقطة الحالية بالتحرك لأعلى ولأسفل)."
"An offset (in seconds) to be added to the video file to match it to the GPS track. 
    	Most of the time this will at least need to be set to the timezone difference between the 2 files plus some seconds if the video recording device isn't precisely set to correct time. GPS time is always exact and in UTC. Use positive values if GPS is ahead of video and negative otherwise.","Un décalage (En secondes) à ajouter au fichier vidéo pour le faire correspondre à la piste GPS. 
        La plupart du temps, cela devra au moins être réglé sur la différence de fuseau horaire entre les 2 fichiers plus quelques secondes si le périphérique d'enregistrement vidéo n'est pas réglé avec précision sur l'heure correcte. L'heure GPS est toujours exacte et en UTC. Utilisez des valeurs positives si le GPS est en avance sur la vidéo et négatives dans le cas contraire.",," إزاحة (بالثواني) يجب إضافتها إلى ملف الفيديو لمطابقته مع مسار نظام تحديد المواقع العالمي (GPS). 
	في أغلب الأحيان، يجب ضبط هذا على الأقل على فارق المنطقة الزمنية بين الملفين بالإضافة إلى بضع ثوانٍ إذا لم يُضبط جهاز تسجيل الفيديو بدقة على الوقت الصحيح. يكون وقت نظام تحديد المواقع العالمي  دائمًا دقيقًا وبالتوقيت العالمي المنسق (يو تي سي). استخدم قيمًا موجبة إذا كان نظام تحديد المواقع العالمي متقدمًا على الفيديو وقيمًا سالبة بخلاف ذلك."
"An offset to be added to the timer value.
When the direction is ""down"", the timer will count down to ""offset"" instead of 00:00:00.000.
When the direction is up, the timer will count up starting from ""offset"".","Un décalage à ajouter à la valeur du chronomètre.
Lorsque la direction est « Vers le bas », la minuterie compte à rebours jusqu'à la valeur du paramètre « offset » au lieu de jusqu'à « 00:00:00.000 ».
 Lorsque la direction est « Vers le haut », la minuterie compte à rebours à partir de la valeur du paramètre « offset ».",,"إزاحة تضاف إلى قيمة المؤقت.
عندما يكون العد للأسفل سيعد المؤقت إلى قيمة ""الإزاحة"" عوضا عن 00:00:00.000.
عندما يكون العد للأعلى، سيبدأ المؤقت العد من قيمة ""الإزاحة""""."
Angle for the gradient.,Angle pour le dégradé.,Drehung um die x-Achse,زاوية الدوران على طول المحور س
Angle of rotation along the X axis,Angle de rotation le long de l'axe X,Drehung um die x-Achse,زاوية الدوران على طول المحور س
Angle of rotation along the Y axis,Angle de rotation le long de l'axe Y,Drehung um die y-Achse,زاوية الدوران على طول المحور ص
Angle of rotation along the Z axis,Angle de rotation le long de l'axe Z,Drehung um die z-Achse,زاوية الدوران على طول المحور ع
"Crops data from the bottom side of the graph (effectively zooming in).  
    	The value is interpreted either as a percentage of total or an absolute value depending on crop_mode_v. In percentage mode the values are not restricted to 0-100 to allow for ""zoom out"" behaviour (ie: cropping -50 bot will add an extra half of the total vertical distance to the bottom). Values over 100 (in % mode) will effectively not display anything. If Graph type is Speedometer, this will set the minimum needle position which will clamp all values that are lower.","Rogne les données à partir du bas du graphique (Effectivement en zoom avant).  
	 La valeur est interprétée soit comme un pourcentage de la valeur totale ou une valeur absolue selon le mode de rognage vertical. En mode pourcentage, les valeurs ne sont pas limitées à l'intervalle de 0 à 100 pour permettre le comportement en « zoom arrière » (C'est-à-dire, qu'un rognage à - 50  ajoutera une moitié supplémentaire de la distance verticale totale sur la partie inférieure). Les valeurs supérieures à 100 (En mode pourcentage) n'affichent rien. Si le Type de graphique est Compteur de vitesse, cela définira la position minimale de l'aiguille, qui figera toutes les valeurs inférieures.",,"تقطتع البيانات من الجانب السفلي للرسم البياني (تكبير الصورة فعليًا).  
	تفسر القيمة إما كنسبة مئوية من الإجمالي أو كقيمة مطلقة وفقًا لوضع crop_mode_v. في وضع النسبة المئوية، لا تقتصر القيم على 0-100 للسماح بسلوك ""التصغير"" (على سبيل المثال: سيؤدي اقتطاع -50 بوت إلى إضافة نصف إضافي من إجمالي المسافة الرأسية إلى الأسفل).القيم التي تزيد عن 100 (في وضع النسبة المئوية) لن تعرض أي شيء فعليًا. إذا كان نوع الرسم البياني هو عداد السرعة، فسيؤدي هذا إلى تعيين موضع الإبرة الأدنى الذي سيثبت جميع القيم الأقل."
"Crops data from the left side of the graph (effectively zooming in).  
    	The value is interpreted either as a percentage of total or an absolute value depending on crop_mode_h. In percentage mode, the values are not restricted to 0-100 to allow for ""zoom out"" behaviour (ie: cropping -50 left will add an extra half of the total horizontal distance). Values over 100 (in % mode) will effectively not display anything. If Graph Type is set to Speedometer, all crop left/right values are ignored.","Crops data from the left side of the graph (effectively zooming in).  
	 La valeur est interprétée soit comme un pourcentage de la valeur totale, soit comme une valeur absolue en fonction du mode de rognage horizontal. En mode pourcentage, les valeurs ne sont pas limitées à l'intervalle de 0 à 100 pour permettre le comportement de « zoom arrière » (C'est-à-dire que le rognage à - 50 ajoutera une moitié supplémentaire de la distance horizontale totale). Les valeurs supérieures à 100 (En % du mode) n'affichent rien. Si le Type de graphique est réglé sur Compteur de vitesse, toutes les valeurs de rognage gauche / droite sont ignorées.",,"اقتطاع البيانات من الجانب الأيسر للرسم البياني (تكبير الصورة فعليًا).  
	يتم تفسير القيمة إما كنسبة مئوية من الإجمالي أو كقيمة مطلقة وفقًا لوضع crop_mode_h. في وضع النسبة المئوية، لا تقتصر القيم على 0-100 للسماح بسلوك ""التصغير"" (على سبيل المثال: الاقتطاع بمقدار -50 يسارًا سيضيف نصف المسافة الأفقية الإجمالية). القيم التي تزيد عن 100 (في وضع النسبة المئوية) لن تعرض أي شيء فعليًا. إذا تم تعيين نوع الرسم البياني على عداد السرعة، فسيتم تجاهل جميع قيم الاقتطاع إلى اليسار/اليمين."
"Decides how to interpret the Crop bottom and Crop top values. 
    	With an absolute value, it can zoom in to between 100 and 150m of altitude to show
small changes in altitude between those 2 values better. 
Note: for the vertical type, absolute values are latitude degrees (for the location
source type) and altitude, heart rate, speed for the others interpreted as the Legend unit
type where applicable (ie: a value of 10 for altitude will be considered meters by default
but if changing Legend unit to feet it will mean 10 feet).","Définit comment interpréter les valeurs Rogner sur la partie inférieure et Rogner sur la partie supérieur.  
	 Avec une valeur absolue, il peut zoomer en avant entre 100 et 150 mètres d'altitude
 pour mieux afficher de petits changements d'altitude entre ces 2 valeurs. 
Remarque : pour le type vertical, les valeurs absolues sont des degrés de
 latitude (Pour le type de source d'emplacement) et l'altitude, la fréquence cardiaque, la vitesse pour les autres, interprétées dans le type d'unité de légende 
lorsque applicable (C'est-à-dire une valeur de 10 pour l'altitude sera considérée en mètres par défaut 
mais si vous changez l'unité de légende en pieds, cela signifiera 10 pieds).",,"يقرر كيفية تفسير قيم Crop bottom وCrop top. 
	باستخدام قيمة مطلقة، يمكن تكبير الصورة إلى ما بين 100 و150 مترًا من الارتفاع لإظهار
التغييرات الصغيرة في الارتفاع بين هاتين القيمتين بشكل أفضل. 
ملاحظة: بالنسبة للنوع الرأسي، تكون القيم المطلقة عبارة عن درجات العرض (بالنسبة لنوع مصدر الموقع) والارتفاع ومعدل ضربات القلب والسرعة بالنسبة للقيم الأخرى التي يتم تفسيرها على أنهانوع إيضاح
حيثما ينطبق ذلك (على سبيل المثال: سيتم اعتبار القيمة 10 للارتفاع أمتارًا افتراضيًا
ولكن إذا تم تغيير وحدة الإيضاح إلى أقدام، فهذا يعني 10 أقدام)."
"Decides how to interpret the Crop left and Crop right values. 
    	Note: for the horizontal type, absolute values are the longitude (for the location
source type) and time (in milliseconds since epoch) for the rest of the data source types)","Décide comment interpréter les valeurs Rogner à gauche et Rogner à droite. 
        Remarque : pour le type horizontal, les valeurs absolues sont la longitude (Pour le type de source d'emplacement
) et le temps (En millisecondes depuis l'époque) pour le reste des types de sources de données)",,"يقرر كيفية تفسير قيم اقتطاع لليسار واقتطاع لليمين. 
	ملاحظة: بالنسبة للنوع الأفقي، القيم المطلقة هي خط الطول (لنوع مصدر الموقع) والوقت (بالمللي ثانية منذ الفترة) لبقية أنواع مصادر البيانات)"
"Defines the rectangle that the graph should be drawn in. 
        Format is: ""X Y W H"". X, Y, W, H are assumed to be pixel units unless they have the suffix '%'.","Définit le rectangle dans lequel le graphique doit être dessiné. 
        Le format est : « X Y W H ». X, Y, W, H sont supposés être des unités en pixels à moins qu'ils n'aient le suffixe « % ».",,"يحدد المستطيل الذي يجب رسم الرسم البياني فيه. 
التنسيق هو: ""X Y W H"". يُفترض أن تكون وحدات X وY وW وH وحدات بكسلما لم يكن لها اللاحقة '%'."
Disappearance Rate of the echo,Taux de disparition de l’écho,,زاوية القص حول المحور س
"Enable it to draw a disc at the current location/time over the graph line. 
    	If graph type is speedometer, this affects the needle.","Activez-le pour dessiner un disque à l'emplacement / l'heure actuels sur la ligne du graphique. 
        Si le type de graphique est « Compteur de vitesse », cela affecte l'aiguille.",,"تمكينه لرسم قرص في الموقع/الوقت الحالي فوق خط الرسم البياني. 
	إذا كان نوع الرسم البياني هو عداد السرعة، فإن هذا يؤثر على الإبرة."
"Enable it to draw the current value in big white bold letters on the bottom right side of the rect. 
    	The Legend unit value will be appended at the end and it will be used as the current unit (if a valid unit is found ie: kilometers if ""km"" is found anywhere in the Legend unit string).","Activez-le pour dessiner la valeur actuelle en grosses lettres blanches en gras sur le côté inférieur droit du rectangle. 
        La valeur de l'unité de légende sera ajoutée à la fin. Elle sera utilisée comme unité courante (Si une unité valable est trouvée, c'est-à-dire : kilomètres si « km » est trouvé n'importe où dans la chaîne d'unité de légende).",,"تمكينه لرسم القيمة الحالية بأحرف كبيرة بيضاء وغامقة على الجانب الأيمن السفلي من المستطيل. 
	سيتم إلحاق قيمة وحدة الأسطورة في النهاية وسيتم استخدامها كوحدة حالية (إذا تم العثور على وحدة صالحة، أي: كيلومترات إذا تم العثور على ""كم"" في أي مكان في سلسلة وحدة الأسطورة)."
Height of the scope display,Hauteur de l'affichage de l'analyseur,,الإزاحة على طول المحور س
"How many GPS points to smooth in order to eliminate GPS errors. 
    	A value of 1 does not smooth locations, it only calculates the extra fields (speed, distance, etc), it also interpolates missing values for heart rate and altitude.","Combien de points GPS à lisser afin d'éliminer les erreurs GPS. 
        Une valeur de 1 ne lisse pas les emplacements. Elle ne calcule que les champs supplémentaires (Vitesse, distance, etc.) et interpole également les valeurs manquantes pour la fréquence cardiaque et l'altitude.",,"كم عدد نقاط نظام تحديد المواقع العالمي (GPS) التي يجب تحسينها للتخلص من أخطاء نظام تحديد المواقع العالمي (GPS). 
	القيمة 1 لا تعمل على تسهيل المواقع، فهي تحسب فقط الحقول الإضافية (السرعة، المسافة، إلخ)، كما أنها تستكمل القيم المفقودة لمعدل ضربات القلب والارتفاع."
"If a valid image file is selected, it will be used as a background for the rectangle area. 
      	Paths starting with the ""!"" character are ignored. TIP: use a map image to add context to the GPS track.","Si un fichier image valable est sélectionné, il sera utilisé comme arrière-plan pour la zone rectangulaire. 
        Les emplacements commençant par le caractère « ! » sont ignorés. CONSEIL : veuillez utiliser une image de carte pour ajouter du contexte à la trace GPS.",,"إذا حُدد ملف صورة صالح، فسيتم استخدامه كخلفية لمنطقة المستطيل. 
	يتم تجاهل المسارات التي تبدأ بعلامة ""!"". تلميح: استخدم صورة خريطة لإضافة سياق إلى مسار GPS."
"If enabled it will draw 5 horizontal (and vertical for map type)  
    	lines with small values each corresponding to the current data source value at 0%, 25%, 50%, 75% and 100% of current graph shown, affected by the Legend unit type if applicable, and with the string appended to the value. For speedometer type this shows division values (but without appending unit).","Si cette option est activée, il dessinera 5 lignes horizontales (et verticales pour le type de carte)  
         avec de petites valeurs correspondant chacune à la valeur courante de la source de données à 0 %, 25 %, 50 %, 75 % et 100 % du graphique actuellement affiché, associé au type d'unité de légende, le cas échéant et avec la chaîne ajoutée à la valeur. Pour le type « Compteur de vitesse », cela affiche les valeurs de division (Mais sans unité ajoutée).",,"في حالة تمكينه، سيتم رسم 5 أفقيًا (وعموديًا لنوع الخريطة)  
	الأسطر ذات قيم صغيرة تتوافق كل منها مع قيمة مصدر البيانات الحالية عند 0%، و25%، و50%، و75%، و100% من الرسم البياني الحالي الموضح، وتتأثر بنوع وحدة الإيضاح إذا كان ذلك ممكنًا، و مع السلسلة الملحقة بالقيمة. بالنسبة لنوع عداد السرعة، يعرض هذا قيم القسمة (ولكن بدون إضافة وحدة)."
"If enabled, the graph will be drawn using individual dots instead of lines. 
    	This will effectively show the individual data points as affected by smoothing (ie: for location data it will display each GPS fix if smoothing is 1) and can either be used as a cool effect when zoomed in enough or to debug unexpected line jumps.","Si cette option est activée, le graphique sera dessiné en utilisant des points individuels au lieu de lignes. 
        Cela affichera efficacement les points de données individuels affectés par le lissage (C'est-à-dire que pour les données de localisation, il affichera chaque correction GPS si le lissage est à 1). Il peut être utilisé comme un effet agréable lorsque le zoom avant est suffisant ou pour déboguer les sauts de ligne inattendus.",,"إذا تم تمكينه،سيرسم الرسم البياني باستخدام نقاط فردية بدلاً من الخطوط. 
	سيعرض هذا بشكل فعال نقاط البيانات الفردية المتأثرة بالتنعيم (على سبيل المثال: بالنسبة لبيانات الموقع، سيتم عرض كل إصلاح جي بي اس إذا كان التنعيم 1) ويمكن استخدامه إما كتأثير رائع عند التكبير بدرجة كافية أو لتصحيح أخطاء قفزات الخطوط غير المتوقعة."
"If the video file is a timelapse (or slow motion), use this value to set the speed up/slow down ratio. 
        Sample values: 30 for 30x timelapse, 0.25 for 4x slow motion footage.","Si le fichier vidéo est un timelapse (Ou un ralenti), utilisez cette valeur pour définir le rapport accélération / ralentissement. 
        Valeurs d'échantillon : 30 pour un timelapse de 30x, 0,25 pour des séquences au ralenti en 4x.",,"إذا كان ملف الفيديو عبارة عن تصوير فاصل زمني (أو حركة بطيئة)، فاستخدم هذه القيمة لتعيين نسبة التسريع/الإبطاء. 
قيم العينة: 30 لتصوير فاصل زمني بسرعة 30x، و0.25 لتصوير فاصل زمني بسرعة 4x."
Length of the profile in pixel,Longueur du profil en pixels,Ändert die Deckkraft des Bilds,تعيين تعتيم صورة الخلفية
Offset along Y axis,Décalage le long de l'axe Y,,الإزاحة على طول المحور ص
Offset along the X axis,Décalage le long de l'axe X,,الإزاحة على طول المحور س
Offset along the Y axis,Décalage le long de l'axe Y,,الإزاحة على طول المحور ص
Opacity of the scope display,Opacité de l’affichage de l'analyseur,Ändert die Deckkraft des Bilds,تعيين تعتيم صورة الخلفية
"Percentage of deviation from the selected color value. 
        Lower values keep the colors closer to the selected one; higher values include more colors.",Écart en pourcentage par rapport à la valeur de couleur sélectionnée.  n        Les valeurs inférieures permettent de rapprocher les couleurs de la couleur sélectionnée. Les valeurs supérieures permettent d’inclure plus de couleurs. ,,"نسبة الانحراف عن قيمة اللون المحدد. 
القيم المنخفضة تحافظ على الألوان أقرب إلى اللون المحدد؛ القيم الأعلى تتضمن المزيد من الألوان."
Position of marker 1,Position du marqueur 1,,الإزاحة على طول المحور ص
Position of marker 2,Position du marqueur 2,,الإزاحة على طول المحور ص
"Same as Crop bottom but for the top side, and percentage type is interpreted as an inverse percentage (ie: 100 = do not crop anything). 
    	Values under 0 will effectively not display anything.","Identique à Rogner en bas mais pour le côté supérieur. Le type de pourcentage est interprété comme un pourcentage inverse (C'est-à-dire : 100 = ne rien rogner). 
        Les valeurs inférieures à 0 n'afficheront effectivement rien.",,"نفس اقتطع الجزء السفلي ولكن للجانب العلوي، ويتم تفسير نوع النسبة المئوية كنسبة مئوية عكسية (أي: 100 = عدم قص أي شيء). 
	القيم الأقل من 0 لن تعرض أي شيء فعليًا."
