English,French,German,Arabic
"'Two Weeks Ago' (MMMM, yyyy)","« Il y a deux semaines » (MMMM, yyyy)","'Vor zwei Wochen' (MMMM, yyyy)",'قبل أسبوعين' (MMMM،  yyyy)
"'Yesterday' (MMMM, yyyy)","« Hier » (MMMM, yyyy)","'Gestern' (MMMM, yyyy)",'الأمس' (MMMM، yyyy)
(%1) | %2,(%1) | %2,(%1) | %2,(%1) | %2
(C) 2006-2025 The Dolphin Developers,"(c) 2006 - 2025, L'équipe de développement de Dolphin","Copyright 2006–2022, die KDE-Entwickler",© 2006-2025 لمطوري دولفين
", %1",", %1",", %1",، %1
", %1 %2",", %1 %2",", %1 %2",، %1 %2
", link to %1 at %2",", établir un lien vers %1 à %2",", Verknüpfung nach %1 an %2",، رابط إلى %1 في %2
0 - 9,0 - 9,0 - 9,0 - 9
"0 folders, 0 files","Aucun dossier, aucun fichier","0 Ordner, 0 Dateien",0 مجلدات، 0 ملفات
1,1,1,1
1 or more,Une ou plus,1 oder mehr,1 أو أكثر
2,2,2,2
2 or more,Deux ou plus,2 oder mehr,2 أو أكثر
3,3,3,3
3 or more,Trois ou plus,3 oder mehr,3 أو أكثر
4,4,4,4
4 or more,Quatre ou plus,4 oder mehr,4 أو أكثر
5,5,5,5
"Dolphin requires %1 to manage system-controlled files, but it is not installed.Press %2 to install %1 or %3 to cancel.","L'application Dolphin nécessite l'application %1 pour la gestion des fichiers contrôlés par le système, mais celle-ci n'est pas installée.Veuillez appuyer sur %2 pour installer %1 ou %3 pour annuler.","Dolphin benötigt %1, um Systemdateien zu verändern, was aber nicht installiert ist.Drücken Sie %2, um %1 zu installieren oder %3 um abzubrechen.",يحتاج دولفين  %1 لإدارة الملفات التي يتحكم فيها النظام، ولكنه غير مثبت.اضغط على %2 لتثبيت %1 أو %3 للإلغاء.
Filelight installed successfully.,L'application Filelight a été installée avec succès.,Filelight wurde erfolgreich installiert.,نجح تثبيت كاشف الملفات.
KFind installed successfully.,L'application KFind a été installée avec succès.,Filelight wurde erfolgreich installiert.,نجح تثبيت بحثك KFind.
 This toggles the information panel at the right side of the window.The panel provides in-depth information about the items your mouse is hovering over or about the selected items. Otherwise it informs you about the currently viewed folder.For single items a preview of their contents is provided.," Ceci permet de basculer le panneau d'information sur le coté droite la fenêtre.Ce panneau fournit des informations très précises sur les éléments que votre souris survole ou sur les éléments sélectionnés. Sinon, il vous informe sur le dossier actuellement affiché.Pour les éléments simples, il vous propose un aperçu de leurs contenus.", Hiermit wird die Informationen-Seitenleiste am rechten Rand des Fensters umgeschaltet.Die Leiste liefert detaillierte Informationen über den Eintrag unter Ihrem Mauszeiger und ausgewählte Einträge. Ansonsten informiert es über den aktuellen Ordner.Bei einzelnen Einträgen wird eine Vorschau deren Inhalts angezeigt., هذا يبدل لوحة  المعلومات  في الجانب الأيمن من النافذة.   توفر اللوحة معلومات متعمقة حول العناصر التي تحوم الفأرة فوقها أو حول العناصر المحددة . وإلا فإنه يعلمك بالمجلد المعروض حاليًا.  بالنسبة للعناصر الفردية ، يتم توفير معاينة لمحتوياتها. 
"%1 uses a database for searching. The database is created by indexing your files in the background based on how %1 is configured.%1 provides results extremely quickly.Allows searching for file types, dates, tags, etc.Only searches in indexed folders. Configure which folders should be indexed in System Settings.When the searched locations contain links to other files or folders, those will not be searched or show up in search results.Hidden files and folders and their contents might also not be searched depending on how %1 is configured.","L'application %1 utilise une base de données pour la recherche. Cette dernière est créée par une indexation de vos fichiers en arrière-plan selon comment l'application %1 est configurée. L'application %1 fournit des résultats extrêmement rapidement. Permet de rechercher des types de fichiers, des dates, des étiquettes, etc.Recherche uniquement dans les dossiers indexés. Configurer quels dossiers doivent être indexés dans le système dans la Configuration du système. Lorsque les emplacements recherchés contiennent des liens vers d’autres fichiers ou d'autres dossiers, ceux-ci ne seront pas pris en compte dans la recherche ou affichés dans résultats de la recherche. Les fichiers et dossiers masqués et leur contenu pourraient également ne pas être pris en compte selon la configuration de %1. ",,يستخدم %1 قاعدة بيانات للبحث. تُنشأ قاعدة البيانات هذه بفهرسة ملفاتك في الخلفية بناءً على إعدادات %1.يوفر %1 نتائج سريعة للغاية.يسمح بالبحث عن أنواع الملفات والتواريخ والوسوم، إلخ.يبحث فقط في المجلدات المفهرسة. حدّد المجلدات التي يجب فهرستها في إعدادات النظام.عندما تحتوي المواقع التي تم البحث فيها على روابط لملفات أو مجلدات أخرى، فلن يبحث عنها ولن تظهر في نتائج البحث.قد لا يبحث عن الملفات والمجلدات المخفية ومحتوياتها أيضًا، وذلك حسب إعدادات %1.
"Cut, Copy and Paste work between many applications and are among the most used commands. That's why their keyboard shortcuts are prominently placed right next to each other on the keyboard: Ctrl+X, Ctrl+C and Ctrl+V.","Les commandes les plus souvent utilisées sont Couper, Copier Coller. C'est la raison pour laquelle leurs raccourcis clavier sont placés de façon très visible à droite, proches l'un de l'autre sur le clavier : Ctrl + X, Ctrl + C et Ctrl + V.","Ausschneiden, Kopieren und Einfügen funktionieren über viele Anwendungen hinweg und gehören zu den meistgenutzten Funktionen. Deshalb befinden sich ihre Tastaturkurzbefehle an prominenter Stelle direkt nebeneinander auf der Tastatur: Ctrl+X, Ctrl+C und Ctrl+V.",قص وانسخ و ألصق تعمل بين العديد من التطبيقات وهي من أشهر الأوامر. هذا هو سبب وضع  اختصارات لوحة المفاتيح  في مكان بارز بجوار بعضها البعض على لوحة المفاتيح : Ctrl+Xو Ctrl+C و Ctrl+V.
Creating previews for remote folders is very intensive in terms of network resource usage.Disable this if navigating remote folders in Dolphin is slow or when accessing storage over metered connections.,La création d'aperçus pour les dossiers distants est très coûteuse en termes de ressources réseau. Veuillez désactiver cette option si la navigation dans les dossiers distants dans Dolphin est lente ou si l'accès au média se fait via des connexions limitées. ,"Das Erzeugen einer Vorschau von entfernten Ordnern ist eine ressourcenintensive Netzwerkoperation.Deaktivieren Sie dies, wenn das Navigieren durch entfernte Ordner in Dolphin langsam ist oder wenn Sie über eine getaktete Netzwerkverbindung darauf zugreifen.",إنشاء معاينات للمجلدات البعيدة يستخدم الكثير من موارد الشبكة.عطّل هذا إذا كان التنقل عبر المجلدات البعيدة في دولفين بطيئًا أو عند الوصول إلى التخزين عبر اتصالات محدودة.
"For searching in file contents %1 attempts to use third-party search tools if they are available on this system and are expected to lead to better or faster results. ripgrep and ripgrep-all might improve your search experience if they are installed. ripgrep-all in particular enables searches in more file types (e.g. pdf, docx, sqlite, jpg, movie subtitles (mkv, mp4)).The manner in which these search tools are invoked can be configured by editing a script file. Copy it from %2 to %3 before modifying your copy. If any issues arise, delete your copy %3 to revert your changes.","Pour la recherche par le contenu du fichier, l'application %1 tented’utiliser des outils tiers de rech s’ils sont disponibles sur ce système et s'ils peuvent conduire à des résultats meilleurs ou plus rapides. ripgrep et ripgrep-toutes pourraient améliorer votre expérience de recherche si elles installé. Les applications ripgrep et ripgrep-all permet notamment de rechercher dans plus de types de fichiers (Par exemple, pdf, docx, sqlite, jpg, sous-titres de films (mkv, mp4)). La manière dont ces outils de recherche sont appelés peut être configurée en éditant un fichier de script. Veuillez le copier de %2 à %3 avant de modifier votre copie. Si vous rencontrez des problèmes, veuillez supprimer votre copie %3 pour annuler vos modifications. ",,للبحث في محتويات الملفات، يحاول %1 استخدام أدوات بحث خارجية إذا كانت متوفرة على هذا النظام، ومن المتوقع أن تؤدي إلى نتائج أفضل أو أسرع. قد يُحسّن ripgrep وripgrep-all تجربة البحث لديك إذا تم تثبيتهما. يُمكّن ripgrep-all تحديدًا البحث في أنواع ملفات أكثر (مثل pdf، docx، sqlite، jpg، ترجمات الأفلام (mkv، mp4)).يمكن ضبط طريقة استدعاء أدوات البحث هذه بتعديل ملف نصي. انسخه من %2 إلى %3 قبل تعديل نسختك. في حال حدوث أي مشاكل، احذف نسختك %3 للتراجع عن تغييراتك.
Go to the folder that contains the currently viewed one.All files and folders are organized in a hierarchical file system. At the top of this hierarchy is a directory that contains all data connected to this computer—the root directory.,"Allez sur le dossier actuellement affiché.Tous les fichiers et dossiers sont organisés dans un système de fichiers arborescent. A la racine de l'arborescence, il y a le dossier contenant toutes les données présentes sur l'ordinateur, le dossier du système.","Zu dem Ordner gehen, der den aktuell angezeigten enthält.Alle Dateien und Ordner werden in einem hierarchischen Dateisystem organisiert. Am Kopf dieser Hierarchie befindet sich ein Ordner, der alle Daten Ihres Computers enthält, derBasisordner.", انتقل إلى المجلد الذي يحتوي على الملف المعروض حاليًا.   جميع الملفات والمجلدات مرتبة في نظام ملفات هرمي . يوجد في الجزء العلوي من هذا التسلسل الهرمي دليل يحتوي على جميع البيانات المتصلة بهذا الحاسوب —  الدليل الجذر . 
Here you can see the folders and files that are at the location described in the Location Bar above. This area is the central part of this application where you navigate to the files you want to use.For an elaborate and general introduction to this application click here. This will open an introductory article from the KDE UserBase Wiki.For brief explanations of all the features of this view click here instead. This will open a page from the Handbook that covers the basics.,"Vous pouvez voir ici les dossiers et les fichiers présents à l'emplacement spécifié dans la barre d'emplacement ci-dessus. Cette zone est la partie centrale de cette application, dans laquelle vous pouvez naviguer vers les fichiers que vous désirez.Pour une introduction générale et complète à cette application, veuillez consulter la page en cliquant ici. Ceci ouvrira un article introductif à partir du site KDE UserBase Wiki.Pour de brèves explications sur toutes les fonctionnalités de cette vue veuillez plutôt cliquer ici. Ceci ouvrira un Manuel couvrant les principes.","Hier sehen Sie die Dateien und Ordner, die sich an dem Ort befinden, der in der Adresszeile  oben drüber angezeigt wird. Dieser Bereich ist der zentrale Teil dieser Anwendung, in dem Sie zu den gewünschten Dateien navigieren.Eine ausführlichere und umfängliche Einführung in diese Anwendungen finden Sie hier. Dies öffnet einen Einführungsartikel im KDE-Userbase-Wiki.Klicken Sie hier für eine kurze Erklärung aller Funktionen dieser Ansicht. Dies öffnet eine Handbuchseite, die die Grundlagen erklärt.", هنا يمكنك مشاهدة  المجلدات  و  الملفات  الموجودة في الموقع الموضح في  شريط الموقع  أعلاه. هذه المنطقة هي الجزء المركزي من هذا التطبيق حيث تنتقل إلى الملفات التي تريد استخدامها.   للحصول على مقدمة مفصلة وعامة لهذا التطبيق   انقر هنا . سيؤدي هذا إلى فتح مقالة تمهيدية من  KDE UserBase Wiki .   للحصول على تفسيرات مختصرة لجميع ميزات عرض  هذا   انقر هنا  بدلاً من ذلك. سيؤدي هذا إلى فتح صفحة من  كتيب دولفين  تغطي الأساسيات. 
Install additional software to view disk usage statisticsand identify big files and folders.,Veuillez installer un logiciel supplémentaire pour afficher les statistiques d'utilisation du disque et identifier les fichiers et les dossiers les plus gros.,"Installieren Sie zusätzliche Software, um Belegungsstatistikenanzuzeigen und große Dateien und Ordner zu identifizieren.",ثبت برنامج إضافي لعرض إحصائيات استخدام القرصوتحديد الملفات والمجلدات الكبيرة.
"Make use of your administrator rights in Dolphin:Navigate to the file or folder you want to change.Activate the ""%1"" action either under Open Menu|More|View or Menu Bar|View.Default shortcut: %2After authorization you can manage files as an administrator.","Utilisez vos droits d'administrateur dans Dolphin :Naviguer jusqu'au fichier ou au dossier que vous souhaitez modifier.Activez l'action « %1 » soit avec Ouvrir le menu|Plus|Afficher soit avec Barre de menus |Afficher. Raccourci par défaut : %2Après l'autorisation, vous pouvez gérer les fichiers en tant qu'administrateur.","Nutzen Sie Ihre Systemverwalterberechtigungen in Dolphin:Rufen Sie den Ordner auf, den Sie verändern möchten.Lösen Sie die Aktion „%1“ aus; entweder in Menü öffnen|Weiter|Ansicht oder Menüleiste|Ansicht.Standard-Tastenkürzel: %2Nach der Autorisierung können Sie die Dateien als Systemverwalter bearbeiten."," كيفية استخدم صلاحيات مدير النظام في دولفين:انتقل إلى الملف أو المجلد الذي تريد تغييره.قم بتنشيط الإجراء ""%1"" إما ضمن فتح القائمة|المزيد|عرض أو شريط القائمة|عرض.الاختصار الافتراضي: %2بعد أخذ التصريح يمكنك إدارة الملفات كمدير نظام."
Searching in %1 using %2 is currently not possible because %2 is configured to never create a search index of that location.,La recherche dans %1 à l'aide de l'application %2 n'est actuellement pas possible car  l'application %2 est configurée pour ne jamais créer d'index de recherche de cet emplacement.,,البحث في %1 باستخدام %2 غير ممكن حاليًا لأن %2 ضُبط لعدم إنشاء فهرس بحث لهذا الموقع أبدًا.
Searching through file contents using %1 is currently not possible because %1 is configured to never create a search index for file contents.,La recherche dans le contenu du fichier à l'aide de %1 n'est actuellement pas possible car l'application %1 est configurée pour ne jamais créer d'index de recherche pour le contenu du fichier.,,البحث في محتويات الملف باستخدام %1 غير ممكن حاليًا لأن %1 مُهيأ لعدم إنشاء فهرس بحث لمحتويات الملف أبدًا.
The selected files and folders were added to the Clipboard. Now the Paste action can be used to transfer them from the Clipboard to any other location. They can even be transferred to other applications by using their respective Paste actions.,"Les fichiers et dossiers sélectionnés ont été ajoutés au presse-papier. Maintenant, l'action Coller peut être utilisée pour les transférer à partir du presse-papier à tout autre emplacement. Ils peuvent même être transférés vers d'autres applications en utilisant leurs actions respectives Coller. ","Die ausgewählten Dateien und Ordner wurden der Zwischenablage hinzugefügt. Nun kann die Einfügen-Aktion benutzt werden, um sie aus der Zwischenablage an jeden anderen Ort zu übertragen. Sie können sogar in andere Anwendungen übertragen werden, indem deren Einfügen-Aktion verwendet wird.", أُضيفت الملفات والمجلدات المحددة إلى الحافظة. الآن يمكن استخدام الإجراء  ألصق  لنقلها من الحافظة إلى أي مكان آخر. يمكنك حتى نقلها إلى تطبيقات أخرى باستخدام إجراءات  ألصق  الخاصة بها. 
"This application only knows which files or folders should be acted on if they are selected first. Press this to toggle a Selection Mode which makes selecting and deselecting as easy as pressing an item once.While in this mode, a quick access bar at the bottom shows available actions for the currently selected items.","Cette application ne reconnaît que les fichiers ou dossiers sur lesquels effectuer un traitement s'ils sont tout d'abord sélectionnés. Veuillez appuyer sur cette touche pour basculer vers un Mode de sélection permettant de sélectionner et de désélectionner, aussi facilement que qu'un appui sur un élément. Dans ce mode, une barre d'accès rapide en bas s'affiche les actions disponibles pour les éléments actuellement sélectionnés. ","Diese Anwendung kann nur dann mit Dateien und Ordnern arbeiten, wenn diese vorher ausgewählt worden sind. Schalten Sie hiermit den Auswahlmodus an und aus. Damit kann ein Eintrag durch einen einfach Klick aus- und wieder abgewählt werden.Während der Modus aktiv ist, wird am unteren Rand eine Leiste mit verfügbaren Aktionen für die ausgewählten Einträge angezeigt.", هذا التطبيق يعرف فقط الملفات أو المجلدات التي يجب التعامل معها إذا حددت أولاً. اضغط على هذا للتبديل إلى  وضع التحديد  مما يجعل التحديد وإلغائه سهلاً مثل الضغط على عنصر مرة واحدة.   أثناء وجودك في هذا الوضع ، يعرض شريط الوصول السريع في الجزء السفلي الإجراءات المتاحة لـ العناصر المحددة حاليًا. 
This describes the location of the files and folders displayed below.The name of the currently viewed folder can be read at the very right. To the left of it is the name of the folder that contains it. The whole line is called the path to the current location because following these folders from left to right leads here.This interactive path is more powerful than one would expect. To learn more about the basic and advanced features of the location bar click here. This will open the dedicated page in the Handbook.,"Cette ligne décrit l'emplacement des fichiers et des dossiers affichés ci-dessous.Le nom du dossier actuellement affiché peut être lu en partant de la droite. A sa gauche, il y a le nom du dossier qui le contient. La ligne complète est appelé l'emplacement courant car l'enchaînement des dossiers de la gauche vers la droite permet d'arriver ici.   Cet emplacement interactif est plus puissant que vous pourriez vous le penser. Pour en apprendre plus sur les fonctionnalités basiques et avancées de la barre d'emplacement, veuillez cliquer ici. Ceci ouvrira la page dédiée dans le manuel utilisateur.","Dies beschreibt den Ort der Dateien und Ordner, die darunter angezeigt werden.Der Name des momentan angezeigten Ordners steht ganz rechts. Links davon steht der Ordner, der ihn enthält. Die vollständige Zeile heißt Pfad zum aktuellen Ort, weil man durch das Abgehen der Ordner von links nach rechts genau hier her kommt.Der interaktive Pfad kann mehr als ihm anzusehen ist. Um mehr über grundlegende und erweitere Funktionen der Adresszeile herauszufinden, klicken Sie hier. Das öffnet die entsprechende Seite des Handbuchs.", هذا يصف موقع الملفات والمجلدات المعروضة أدناه.   يمكن قراءة اسم المجلد المعروض حاليًا في أقصى اليمين. على يساره يوجد اسم المجلد الذي يحتوي عليه. يُطلق على السطر بالكامل اسم  المسار  إلى الموقع الحالي لأن اتباع هذه المجلدات من اليسار إلى اليمين يؤدي هنا.   هذا المسار التفاعلي أقوى مما يتوقعه المرء. لمعرفة المزيد حول الميزات الأساسية والمتقدمة لشريط الموقع  انقر هنا . سيؤدي هذا إلى فتح الصفحة المخصصة في الكتيب. 
This helps you find files and folders by opening a search bar. There you can enter search terms and specify settings to find the items you are looking for.,"Ceci vous aide à trouver des fichiers et des dossiers grâce à l'ouverture d'une barre de recherche. Ainsi, vous pouvez saisir les termes de recherche et spécifier les paramètres pour trouver les éléments que vous recherchez.","Sie können nach Dateien und Ordnern suchen, indem Sie die Suchleiste aufrufen. Dort können Sie Suchbegriffe eingeben und weitere Angaben machen, um die Einträge zu finden, nach denen Sie suchen.Verwenden Sie diese Hilfe noch einmal in der Suchleiste, damit sie sichtbar ist während die Einstellungen erklärt werden.", هذا يساعدك في العثور على الملفات والمجلدات عن طريق فتح  شريط البحث . هناك يمكنك إدخال مصطلحات البحث وتحديد الإعدادات للعثور على الكائنات التي تبحث عنها. 
"This helps you find files and folders.Enter a search term in the input field.Decide where to search by pressing the location buttons below the search field. “Here” refers to the location that was open prior to starting a search, so navigating to a different location first can narrow down the search.Press the “%1” button to further refine the manner of searching or the results.Press the “Save” icon to add the current search configuration to the Places panel.","Cela vous permet de trouver des fichiers et des dossiers. Saisissez un terme de recherche dans le champ de saisie. Décider où effectuer la recherche en appuyant sur les boutons d’emplacement sous le champ de recherche. Le terme « Ici » fait référence à l’emplacement qui était ouvert avant de commencer une recherche. PAr conséquent, la navigation vers un emplacement différent peut d’abord réduire la recherche. Veuillez appuyer sur le bouton « %1 » pour affiner davantage la manière de faire la recherche ou d'obtenir des résultats. Veuillez appuyer sur l’icône « Enregistrer » pour ajouter la configuration de recherche actuelle au panneau « Emplacements ». ",,"يساعدك هذا في العثور على الملفات والمجلدات.أدخل مصطلح بحث في حقل الإدخال.حدد مكان البحث بالضغط على أزرار الموقع أسفل حقل البحث. يشير ""هنا"" إلى الموقع الذي كان مفتوحًا قبل بدء البحث، لذا فإن الانتقال إلى موقع مختلف أولًا يُضيّق نطاق البحث.اضغط على زر ""%1"" لتحسين طريقة البحث أو النتائج بشكل أكبر.اضغط على أيقونة ""حفظ"" لإضافة إعدادات البحث الحالية إلى لوحة الأماكن."
This is the Menubar. It provides access to commands and configuration options. Left-click on any of the menus on this bar to see its contents.The Menubar can be hidden by unchecking Settings|Show Menubar. Then most of its contents become available through a Menu button on the Toolbar.,"Ceci est la barre de menus. Elle fournit un accès aux options de commandes et de configuration. Faites un clic gauche sur n'importe quel menu présent sur la barre pour voir son contenu.La barre de menus peut être cachée en décochant Paramètres|Affichage de la barre de menus. Alors, la plupart des éléments deviennent disponibles grâce à un bouton Menu sur la barre de menus.","Dies ist die Menüleiste. Hierüber haben Sie Zugriff auf Aktionen und Einstellungen. Klicken Sie mit links auf einen beliebigen Eintrag der Leiste, um seinen Inhalt anzuzeigen.Die Menüleiste kann durch Abwählen der Option Einstellungen|Menüleiste anzeigen ausgeblendet werden. Dadurch wird der größte Teil der Menüleiste über einen Menü-Knopf in der Werkzeugleiste erreichbar.", هذا هو  شريط القائمة . يوفر الوصول إلى الأوامر وخيارات الضبط. انقر بزر الفأرة الأيسر فوق أي من القوائم الموجودة في هذا الشريط لمشاهدة محتوياتها.   يمكن إخفاء قائمة القوائم بإلغاء تحديد  إعدادات | إظهار القوائم . ثم تصبح معظم محتوياته متاحة من خلال زر  القائمة  على شريط الأدوات  . 
This is the Places panel. It allows you to go to locations you have bookmarked and to access disk or media attached to the computer or to the network. It also contains sections to find recently saved files or files of a certain type.Click on an entry to go there. Click with the right mouse button instead to open any entry in a new tab or new window.New entries can be added by dragging folders onto this panel. Right-click any section or entry to hide it. Right-click an empty space on this panel and select Show Hidden Places to display it again.,"Ceci est le panneau Emplacements. Il vous permet de naviguer vers des emplacements que vous avez marqués et d'accéder au disque ou aux média que vous avez connecté à votre ordinateur ou réseau. Il contient aussi des sections pour trouver les fichiers récemment enregistrés ou des fichiers d'un type donné.Veuillez cliquer sur une entrée pour l'ouvrir. Sinon, cliquez sur le bouton droit de la souris pour ouvrir n'importe quelle entrée dans un nouvel onglet ou dans une nouvelle fenêtre.De nouvelles entrées peuvent être ajoutées en faisant glisser des dossiers sur le panneau. Faites un clic droit sur n'importe quelle section ou entrée pour la masquer. Faites un clic droit sur un espace libre du panneau et sélectionner Afficher les emplacements cachés pour les afficher de nouveau.","Dies ist die Orte-Seitenleiste. Hiermit können Sie zu Orten navigieren, die Sie als Lesezeichen gespeichert haben, sowie zu Speichermedien, die lokal angeschlossen oder über Netzwerk erreichbar sind. Außerdem enthält sie einen Abschnitt zum Auffinden von kürzlich gespeicherten Dateien oder Dateien bestimmter Typen.Klicken Sie auf einen Eintrag, um dort hin zu navigieren. Klicken Sie stattdessen mit der rechten Maustaste, um einen Eintrag in einem neuen Fenster oder Unterfenster zu öffnen.Sie können neue Einträge anlegen, indem Sie Ordner auf die Leiste ziehen. Rechtsklicken Sie auf einen Abschnitt oder Eintrag, um ihn zu verbergen. Rechtsklicken Sie auf einen leeren Bereich der Leiste und wählen Ausgeblendete Orte anzeigen, um sie wieder einzublenden.", هذه هي لوحة  الأماكن . يسمح لك بالذهاب إلى المواقع التي قمت بوضع إشارة مرجعية عليها والوصول إلى القرص أو الوسائط المتصلة بالحاسوب أو بالشبكة. يحتوي أيضًا على أقسام للعثور على الملفات أو الملفات المحفوظة مؤخرًا من نوع معين.   انقر فوق إدخال للذهاب إلى هناك. انقر بزر الفأرة الأيمن بدلاً من ذلك لفتح أي إدخال في علامة تبويب جديدة أو نافذة جديدة.   يمكن إضافة إدخالات جديدة عن طريق سحب المجلدات إلى هذه اللوحة. انقر بزر الفأرة الأيمن فوق أي قسم أو إدخال لإخفائه. انقر بزر الفأرة الأيمن فوق مساحة فارغة في هذه اللوحة وحدد  أظهر الملفات المخفية  لعرضها مرة أخرى. 
This is the Statusbar. It contains three elements by default (left to right):A text field that displays the size of selected items. If only one item is selected the name and type is shown as well.A zoom slider that allows you to adjust the size of the icons in the view.Space information about the current storage device.,"Ceci est la barre d'état. Elle contient trois éléments par défaut (de gauche à droite) :Un champ de texte affichant la taille des éléments sélectionnés. S'il n'y a qu'un seul élément sélectionné, alors, seuls le nom et le type sont affichés.Un curseur de zoom vous permettant d'ajuster la taille des icônes dans l'affichage.Des informations d'espace concernant le périphérique courant de stockage.","Dies ist die Statusleiste. Standardmäßig enthält sie drei Elemente (von links nach rechts):Ein Textfeld, das die Größe der ausgewählten Einträge anzeigt. Wenn nur ein Eintrag ausgewählt ist, werden zusätzlich Name und Typ angezeigt.Ein Schieberegler, mit dem Sie die Symbolgröße in der Ansicht einstellen können.Speicherplatzinformationen zum aktuellen Speichergerät.", هذا هو  شريط الحالة . يحتوي على ثلاثة عناصر بشكل افتراضي (من اليسار إلى اليمين):    حقل نصي  يعرض حجم العناصر المحددة. إذا تم تحديد عنصر واحد فقط ، فسيتم عرض الاسم والنوع أيضًا.    شريط تمرير التكبير / التصغير  الذي يسمح لك بضبط حجم الرموز في العرض.    معلومات المساحة  حول جهاز التخزين الحالي.   
This is the Toolbar. It allows quick access to frequently used actions.It is highly customizable. All items you see in the Menu or in the Menubar can be placed on the Toolbar. Just right-click on it and select Configure Toolbars… or find this action within the menu.The location of the bar and the style of its buttons can also be changed in the right-click menu. Right-click a button if you want to show or hide its text.,Ceci est la barre d'outils. Elle vous donne un accès rapide à toutes les actions les plus fréquemment utilisées.Elle est très fortement paramétrable. Tous les éléments que vous voyez dans le Menu ou dans la barre de menus peuvent être placés sur la barre d'outils. Faites simplement un clic droit sur lui et sélectionnez Configurer les barres d'outils… ou trouvez cette action dans le menu.L'emplacement de la barre et le style de ses boutons peuvent aussi être modifiés dans le menu accessible avec le clic droit. Faites un clic droit sur un bouton si vous voulez afficher ou cacher son texte.,"Dies ist die Werkzeugleiste. Hierüber haben Sie Schnellzugriff auf häufig genutzte Aktionen.Die Leiste kann in großem Umfang angepasst werden. Alle Einträge, die Sie im Menü oder in der Menüleiste sehen, können auch in der Werkzeugleiste platziert werden. Klicken Sie mit der rechten Maustaste darauf und wählen Sie Werkzeugleisten einrichten … oder wählen Sie die Aktion aus dem Menü.Der Ort der Leiste und der Stil ihrer Knöpfe kann ebenfalls über das Kontextmenü angepasst werden. Klicken Sie mit rechts auf einen der Knöpfe, um seinen Text ein- oder auszublenden.",هذا هو شريط الأدوات. الذي يسمح بالوصول السريع إلى الإجراءات المستخدمة بشكل متكرر.   وهو قابل للتخصيص بدرجة كبيرة. يمكن وضع جميع العناصر التي تراها في  القائمة أو في شريط القائمة على شريط الأدوات. فقط انقر بزر الفأرة الأيمن فوقه وحدد  اضبط أشرطة الأدوات ...  أو ابحث عن هذا الإجراء في إعدادات القائمة.   يمكن أيضًا تغيير موقع الشريط ونمط أزراره في قائمة بواسطة النقر بزر الفأرة الأيمن. انقر بزر الفأرة الأيمن فوق الزر إذا كنت تريد إظهار أو إخفاء نصه.
