English,French,German,Arabic
Add an attachment,Ajouter une pièce jointe,Einen Anhang hinzufügen,أضف مرفقًا
Add email,Ajouter un courriel,E-Mail-Adresse hinzufügen,أضف بريدًا إلكترونيًّا
Additional name,Nom supplémentaire,Zusätzlicher Name,أسماء إضافيّة
Address Book Application,Carnet d'adresses :,Adressbuch:,دفتر العناوين:
Address Book:,Carnet d'adresses :,Adressbuch:,دفتر العناوين:
Address book source settings…,Configuration des sources de carnets d'adresses...,Einstellungen zur Adressbuchquelle ...,إعدادات مصدر مصدر العناوين…
Address book:,Carnet d'adresses :,Adressbuch:,دفتر العناوين:
After,Après,Nach,بعد
All Occurrences,Toutes les occurrences,Vorkommen,كل التكرارات
All Tasks,Toutes les tâches,Alle Aufgaben,كل المهام
All day,Toute la journée,Ganztägig,طول اليوم
All day or Multi day,Jour complet ou sur plusieurs jours,Ganz- oder mehrtägig,كامل اليوم أو عدة أيام
Alphabetically,Par ordre alphabétique,Alphabetisch,أبجديا
Also Delete Future,Supprimer aussi les éléments futurs,Auch zukünftige löschen,احذف الحدوثات المستقبلية أيضًا
Also Future Items,Les éléments futurs aussi,Auch zukünftige Elemente,العناصر المستقبليّة أيضًا
Alternative name,Autre nom,Alternativer Name,اسم بديل
An error occurred importing incidences: %1,Une erreur s'est produite lors de l'importation des incidences : %1,Beim Importieren von Ereignissen ist ein Fehler aufgetreten: %1,حدث خطأ في استيراد حدوثات: %1
An error occurred: %1,Une erreur est survenue : %1,Es ist ein Fehler aufgetreten: %1,حدث خطأ: %1
Anniversary:,Anniversaire :,Jahrestag:,السنويّة:
Appearance,Apparence,Erscheinungsbild,المظهر
"Are you sure you want to delete tag ""%1""?",Voulez-vous vraiment supprimer l'étiquette « %1 » ?,Möchten Sie das Stichwort „%1“ wirklich löschen?,"أمتأكّد من حذف الوسم ""%1""؟"
Ascending order,Tri en ordre croissant,Aufsteigend sortieren,ترتيب تصاعدي
Assistant's Name,Noms de l'assistant(e),Name des Assistenten,اسم المساعد
Assistants's name:,Noms des assistants :,Name des Assistenten:,اسم المساعد:
Attachments:,Pièces jointes :,Anhänge:,المرفقات:
Attendees:,Participants :,Teilnehmer:,الحضور:
Backwards,En arrière,Rückwärts,للخلف
Basic month grid,Grille basique en mois,Einfache Monatsansicht,شبكة الشهر بسيطة
Basic schedule view,Affichage basique en planning,Einfache Terminplanansicht,عرض الجدولة بسيط
Basic week view,Affichage basique en semaines,Einfache Wochenansicht,عرض أسبوع بسيط
Birthday:,Anniversaire :,Geburtstag:,عيد الميلاد:
Blog Feed,Fil de blog,Blog-Quelle,تغذية المدوّنة
Blog Feed:,Flux de blogue :,Blog:,تغذية المدوّنة:
Bob,Bob,Thomas,خزيمة الأنصاري
Both,Les deux,Beide,كليهما
Both:,Les deux :,Beide,كليهما:
Business Information,Informations professionnelles,Geschäftliche Informationen,معلومات العمل
By Due Date,Par date d'échéance,Nach Fälligkeitsdatum,حسب تاريخ الاستحقاق
By Priority Level,Par niveau de priorité,Nach Priorität,حسب مستوى الأولوية
Calendar,Calendrier,Kalender,التّقويم
Calendar Application,Application de calendrier,Kalender-Anwendung,تطبيق التقويم
Calendar is not enabled,Le calendrier n'est pas activé,Kalender ist nicht aktiviert,لم يمكّن التقويم
Calendar source settings…,Paramètres des sources de calendriers...,Einstellungen zur Kalenderquelle ...,إعدادات مصدر التقويم…
Calendar:,Calendrier :,Kalender:,التقويم:
Calendars,Calendriers,Kalender,التقاويم
Call,Appeler,Anrufen,الاتصال
Cancel,Annuler,Abbrechen,ألغِ
Car,Voiture,Auto,السيارة
Carl Schwan,Carl Schwan,Carl Schwan,كارل شوان
Cell,Cellule,Mobil,خلية
Center,Centre,Mittig,الوسط
Change Calendar Color…,Modifier la couleur du calendrier...,Kalenderfarbe ändern ...,غير لون التقويم…
Change incidence date,Modifier la date d'incidence,Ereignisdatum ändern,غيّر تاريخ الحدوث
Choose Address Book Color,Sélectionner une couleur de carnet d'adresses,Farbe des Adressbuches auswählen,اختر لون دفتر العناوين
Choose Calendar Color,Sélectionner une couleur de calendrier,Kalenderfarbe auswählen,اختر لون التقويم
Choose a Calendar,Sélectionner un agenda,Kalender auswählen,اختر تقويم
Choose a Task Calendar,Sélectionner un calendrier de tâches,Aufgabenkalender auswählen,اختر تقويم المهام
Choose an Address Book,Sélectionner un carnet d'adresses,Adressbuch auswählen,اختر دفتر العناوين
Choose from Contacts,Sélectionnez à partir des contacts,Aus Kontakten auswählen,اختر من المتراسلين
Circle (shows area of location),Cercle (Affiche les zones d'emplacement),Kreis (zeigt den Ort als Fläche),دائرة (تعرض مساحة الموقع)
Clau Cambra,Clau Cambra,Clau Cambra,كلاو كامبرا
Clear day.,Effacer le jour.,Freier Tag.,امسح اليوم
Click,Clic,Klicken,نقر
Click to set tags…,Cliquez pour définir des étiquettes...,"Klicken, um Stichwörter festzulegen ...",انقر لتعين وسم…
Collapse Main Drawer,Réduire la barre principale,Seitenleiste einklappen,اطوِ الدرج الرئيسي
Completed Tasks,Tâches terminées,Abgeschlossene Aufgaben,المهام المكتملة
Completed Tasks in %1,Tâches terminées le %1,Abgeschlossene Aufgaben in %1,المهام المكتملة في %1
Completion:,Achèvement :,Fortschritt:,الاكتمال:
Complex recurrence rule,Règle complexe de récurrence,Komplexe Wiederholungsregel,قاعدة تكرار معقدة
Configure,Configurer,Einrichten,اضبط
Configure %1,Configurer %1,%1 einrichten,اضبط %1
Configure Free/Busy,Configurer l'état « Libre / Occupé »,%1 einrichten,اضبط %1
Configure Schedule,Configurer le planning,Terminplan einrichten,اضبط %1
Configure Schedule…,Configurer le planning...,Terminplan einrichten ...,اضبط %1
Contact,Contact,Kontakt,المتراسل
Contact Books,Carnets de contacts,Adressbücher,دفاتر المتراسلون
Contact does not exist any more,Ce contact ne doit plus exister.,Der Kontakt ist nicht mehr vorhanden.,لم يعد المتراسل موجودًا
Contact group name,Nom du groupe de contact,Kontaktgruppenname,اسم مجموعة المتراسلين
Contact information,Informations sur un contact,Kontaktinformation,معلومات المتراسل
Contact name,Nom de contact,Kontaktname,اسم المتراسل
Contacts,Contacts,Kontakte,المتراسلون
Copy,Copier,Kopieren,انسخ
Could not decrypt the data.,Impossible de déchiffrer les données.,Die Daten können nicht entschlüsselt werden.,تعذّر فكّ تعمية البيانات.
Could not decrypt the data: no key found for recipients.,Impossible de déchiffrer les données : aucune clé trouvée pour les destinataires.,Die Daten können nicht entschlüsselt werden: Kein Schlüssel für Empfänger gefunden.,تعذر فك تشفير البيانات: لم يعثر على مفتاح للمستلمين.
Create,Créer,Erstellen,أنشئ
Create a New Tag…,Créer une nouvelle étiquette...,Neues Stichwort erstellen ...,أنشئ وسمًا جديدًا…
Create a New Task…,Créer une nouvelle tâche...,Neue Aufgabe erstellen ...,أنشئ مهمة جديدة…
Create new calendar,Créer un nouvel agenda,Neuen Kalender hinzufügen,أنشئ تقويمًا جديداً
Creating QR code failed,Il a été impossible de créer un code « QR »,Das Erstellen des QR-Codes ist fehlgeschlagen,فشل إنشاء باركود
Current changes,Modifications courantes,Aktuelle Änderungen,التّغييرات الحاليّة
Custom,Personnalisé,Benutzerdefiniert,مخصّص
Cut,Couper,Ausschneiden,قصّ
Daily,Quotidiennement,Täglich,يوميّا
Day,Jour,Tag,اليوم
Day View,Affichage sur un jour,Tagesansicht,عرض اليوم
Days,Jours,Tage,الأيام
Delete,Supprimer,Löschen,احذف
Delete %1,Supprimer %1,%1 löschen,احذف %1
Delete All,Tout supprimer,Alle löschen,احذف الكل
Delete Only This,Supprimer cet élément uniquement,Nur diese löschen,احذف هذه فقط
Delete Tag,Supprimer une étiquette,Stichwort löschen,احذف الوسم
Delete address book,Supprimer un carnet d'adresses,Adressbuch löschen,أأحذف دفتر العناوين؟
Delete address source,Supprimer une source d'adresses,Adressbuchquelle löschen,احذف مصدر العنوان
Delete calendar,Supprimer un agenda,Kalender löschen,احذف التّقويم
Delete calendar source,Supprimer une source d'agenda,Kalenderquelle löschen,احذف مصدر التقويم
Delete contact,Supprimer un contact,Kontakt löschen,احذف المتراسل
Delete task and its sub-tasks,Supprimer la tâche et ses sous-tâches,Aufgaben und dessen Unteraufgaben löschen,احذف المهمة وتفريعاتها
Delete task and make sub-tasks independent,Supprimer la tâche et rendre indépendante ses sous-tâches,Aufgabe löschen und Unteraufgaben verselbständigen,احذف المهمة واجعل تفريعاتها مستقلة
Department,Service,Abteilung,القسم
Department:,Service :,Abteilung:,القسم:
Descending Order,Tri en ordre décroissant,Absteigend sortieren,ترتيب تنازلي
Description:,Description :,Beschreibung:,الوصف:
Developer,Développeur,Entwickler,مطوّر
"Do you want to delete calendar: ""%1""?",Voulez-vous vraiment supprimer l'agenda : « %1 » ?,Möchten Sie den Kalender „%1“ löschen?,"أمتأكّد من حذف هذا التّقويم: ""%1""؟"
"Do you want to delete item: ""%1""?",Voulez-vous vraiment supprimer l'élément : « %1 » ?,Möchten Sie den Eintrag „%1“ löschen?,"هل تريد حذف العنصر: ""%1""؟"
Don't Mark as Important,Ne pas marquer comme important,Nicht als wichtig markieren,لا تعلّمها مُهمّة
Done,Terminé,Fertig,تمّ
Due:,Échéance :,Fällig:,الاستحقاق:
E-mail,Courriel,E-Mail,البريد الإلكترونيّ
EMail,Adresse de courriel,E-Mail,البريد الإلكترونيّ
EMail Client Application,Application de calendrier,Kalender-Anwendung,تطبيق التقويم
Edit,Modifier,Bearbeiten,حرّر
Edit %1,Modifier %1,%1 bearbeiten,حرّر %1
Edit Contact,Modifier un contact,Kontakt bearbeiten,حرّر المتراسل
Edit address book…,Modifier un carnet d'adresses...,Adressbuch bearbeiten ...,حرر دفتر العناوين…
Edit calendar…,Modifier un agenda...,Kalender bearbeiten ...,حرر التّقويم…
Edit contact…,Modifier un contact...,Kontakt bearbeiten ...,حرّر المتراسل...
Email Free/Busy,Envoyer par courriel l'état « Libre / Occupé »,E-Mail-Adresse,عنوان البريد الإلكترونيّ
Email:,Courriel :,E-Mail:,البريد الإلكترونيّ:
Enable,Activé,Aktivieren,مكّن
Enable maps,Activer les cartes,Karten aktivieren,مكن الخرائط
End date cannot be before start date.,La date de fin ne peut être antérieure à la date de début.,Das Enddatum kann nicht vor dem Anfangsdatum liegen.,لا يمكن أن يكون تاريخ الانتهاء قبل تاريخ البدء.
End:,Date de fin :,Ende:,الانتهاء:
Ends after %1 occurrences,Se termine après %1 occurrences,Endet nach %1 Vorkommnissen,ينتهي بعد %1 تكرار
Ends at %1,Se termine à %1,Endet um %1,ينتهي في %1
Ends on %1,Se termine le %1,Endet am %1,تنتهي في %1
Ends:,Se termine :,Endet:,ينتهي:
Enter Full Screen,Passer en mode « Plein écran »,Vollbildmodus aktivieren,ادخل ملء الشاشة
Every:,Chaque :,Alle:,كلّ:
Except on:,Exceptions :,Außer am:,باستثناء في:
Exceptions:,Exceptions :,Ausnahmen:,الاستثناءات:
Exit Full Screen,Sortir du mode « Plein écran »,Vollbildmodus beenden,أنهِ ملء الشاشة
Expand Main Drawer,Développer la barre principale,Seitenleiste ausklappen,وسع الدرج الرئيسي
External changes,Modifications externes,Externe Änderungen,التغييرات الخارجية
Family name:,Nom de famille :,Familienname:,اسم العائلة:
Fax,Fax,Fax,فاكس
Felipe Kinoshita,Felipe Kinoshita,Felipe Kinoshita,فيليبي كينوشيتا
File,Fichier,Datei,ملف
Fill in Manually,Remplissez manuellement,Manuell eingeben,اكتب الحضور يدويا
Filtering by tags,Filtrage par étiquette,Nach Stichwörtern filtern,ترشيح بواسطة الوسوم
First name or chosen name,Prénom ou nom choisi,Erster Name oder Rufname,الاسم الأول أو اسم مختار
Forwards,En avant,Vorwärts,للأمام
Free/Busy Retrieval settings,Configuration pour la mise à disposition de l'état « Libre / Occupé »,Allgemeine Einstellungen,إعدادات عامّة
Full name (Monday),Nom complet (Lundi),Vollständiger Name (Montag),الاسم الكامل (الجمعة)
General settings,Configuration générale,Allgemeine Einstellungen,إعدادات عامّة
Given name,Nom fourni,Vorname,الاسم المُعطى
Go,Aller,Gehe zu,انتقل
Grid border width (pixels):,Largeur de la bordure de la grille (pixels) :,Gitterlinienbreite (Pixel):,عرض حدود الشبكة (بكسل):
Help,Aide,Hilfe,مساعدة
Home,Accueil,Privat,المنزل
Home:,Maison :,Privat:,المنزل:
Honorific prefix,Préfixe honorifique,Titel (vor Namen),اللواحق التّشريفيّة
Honorific suffix,Suffixe honorifique,Titel (nach Namen),اللواحق التّشريفيّة
II,II,II,الثّاني
III,III,III,الثّالث
ISDN,ISDN,ISDN,ISDN
Image request has been cancelled,La demande d'image a été annulée.,Bildanfrage wurde zurückgezogen,طلب الصورة ألغي
Images files (*.png *.jpeg *.jpg),Fichiers d'image (*png *.jpeg *.jpg),Bilder (*.png *.jpeg *.jpg),ملفات صور (*.png *.jpeg *.jpg)
Import Calendar,Importer un agenda,Kalender importieren,استيراد التقويم
Import Calendar…,Importer un agenda...,Kalender importieren ...,استورِد تقويمًا…
Import a calendar,Importer un agenda,Einen Kalender importieren,استيراد التقويم
Import key,Importer une clé,Schlüssel importieren,استورد مفتاحًا
In a month (%1),Dans un mois (%1),In einem Monat (%1),في شهر (%1)
In a week (%1),Dans une semaine (%1),In einer Woche (%1),في أسبوع (%1)
Instant Messaging,Messagerie instantanée,Instant-Messaging,التراسل الفوري
Instant Messenger,Messagerie instantanée,Instant-Messenger,المراسل الفوري
Invalid dates provided.,Fourniture de dates non valables.,Ungültige Daten angegeben.,التواريخ المقدمة غير صحيحة.
"Item ""%1"" has sub-items. Do you want to delete all related items, or just the currently selected item?",L'élément « %1 » possède des sous-éléments. Voulez-vous vraiment supprimer tous les éléments associés ou uniquement l'élément actuellement sélectionné ?,Der Eintrag „%1“ hat Untereinträge. Möchten Sie alle zusammengehörenden Einträge löschen oder nur den ausgewählten?,"يملك العنصر : ""%1"" عناصر فرعية. هل تريد أن تحذف كل العناصر المتعلقة أم العنصر المحدد حاليا؟"
Jill,Jill,Heike,مجاهد السعيدي
Jr.,Jr.,Jun.,الابن
KDE,KDE,KDE,كِيدِي
Kalendar,Kalendar,Kalendar,التقويم
Kalendar Handbook,Manuel de Kalendar,Handbuch zu Kalendar,كتيب التقويم
Kalendar-Team,Kalendar - Équipe,Kalendar-Team,فريق التقويم
Left,Gauche,Links,اليسار
Letter only (M),Uniquement en lettre (L),Erster Buchstabe (M),حرف فقط (ج)
Loading mail...,Chargement d'un courriel...,E-Mail wird geladen ...,يحمل البريد…
Location marker,Marqueur d'emplacement,Ortsmarkierung,مُعَلِم الموقع
Location:,Emplacement :,Ort:,المكان:
Mail,Courriel,E-Mail,البريد
Mailbox,Boîte aux lettres,Mailbox,صندوق البريد
Mailbox is empty,La boîte aux lettres est vide.,Postfach ist leer,صندوق البريد فارغ
Mailboxes,Boîtes aux lettres,Postfächer,صناديق البريد
Maintainer,Mainteneur,Betreuer,المشرف
Manage Tags,Gérer les étiquettes,Stichwörter verwalten,أدِر الوسوم
Manage Tags…,Gérer les étiquettes…,Stichwörter verwalten ...,أدِر الوسوم…
Manage tags…,Gérer les étiquettes…,Stichwörter verwalten ...,أدِر الوسوم…
Manager's Name,Nom du responsable,Name des Managers,اسم المدير
Manager's name:,Nom du responsable :,Name des Managers:,اسم المدير:
Maps,Cartes,Karten,الخرائط
Mark Complete,Marquer comme « Terminé »,Als abgeschlossen kennzeichnen,علّمه مكتمل
Mark Incomplete,Marquer comme « Inachevé »,Als nicht abgeschlossen kennzeichnen,علّمه غير مكتمل
Mark Task as Complete,Marquer la tâche comme « Terminée »,Aufgabe als vollständig markieren,علّمه المهمة مكتملة
Mark Task as Incomplete,Marquer la tâche comme « Inachevée »,Aufgabe als unvollständig markieren,علّمه المهمة غير مكتملة
May cause crashing on some systems.,Pourrait provoquer des plantages sur certains systèmes.,Kann auf manchen Systemen Programmabstürze verursachen.,قد يتسبب في تعطل بعض الأنظمة.
Members,Membres,Mitglieder,الأعضاء
Merge with existing calendar,Fusionner avec un agenda existant,Mit bestehendem Kalender zusammenführen,ادمج بالتقويم الموجود
Messaging,Messagerie,Messaging,إرسال الرّسائل
Middle name or other name,Deuxième prénom ou autre nom,Mittelname oder sonstiger Name,الاسم الأوسط أو اسم آخر
Min. Interval:,Intervalle minimal :,Min. Intervall:,الفترة الدنيا:
Miss,Mademoiselle,Fräulein,الآنسة
Modem,Modem,Modem,المودم
Modify,Modifier,Ändern,عدّل
Modify or delete this account agent.,Modifier ou supprimer cet agent de compte.,Diesen Konto-Agent ändern oder löschen.,عدّل أو احذف وكيل الحساب.
Month,Mois,Monat,الشهر
Month View,Affichage par mois,Monatsansicht,عرض الشهر
Month view mode,Mode d'affichage par mois,Modus der Monatsansicht,نمط عرض الشهر
Month view settings,Configuration de l'affichage par mois,Einstellungen der Monatsansicht,إعدادات عرض الشهر
Monthly,Mensuellement,Monatlich,شهريّا
Months,Mois,Monate,الأشهر
Move occurrence(s),Déplacer la (les) récurrence(s),Vorkommen verschieben,انقل التكرار(ات)
Move to trash,Déplacer vers le corbeille,In den Papierkorb verschieben,انقل إلى المهملات
Mr.,Mr.,Herr,السّيّد
Mrs.,Mrs.,Frau,السّيّدة
Ms.,Mme.,Frau,الفاضلة
Name,Nom,Name,الاسم
Name:,Nom :,Name:,الاسم:
Never,Jamais,Niemals,أبدًا
Never ends,Jamais,Endet niemals,لا تنتهي
New Contact Group…,Nouveau groupe de contacts...,Neue Kontaktgruppe ...,مجموعة متراسلين جديدة…
New Contact…,Nouvel contact...,Neuer Kontakt ...,متراسل جديد…
New Event…,Nouvel évènement...,Neuer Termin ...,حدث جديد...
New Mail…,Nouveau courriel...,Neue E-Mail ...,رسالة جديدة…
New Message,Nouveau message,Messaging,إرسال الرّسائل
New Task…,Nouvelle tâche...,Neue Aufgabe ...,مهمة جديدة…
New calendar created from imported file successfully.,Création réussie du nouvel agenda à partir du fichier importé.,Ein neuer Kalender wurde von der importierten Datei erfolgreich erstellt.,نحج في إنشاء تقويم من الملف المستورد.
Next Month,Mois suivant,Nächster Monat,الشهر القادم
Next Week,Semaine suivante,Nächste Woche,الأسبوع القادم
Nickname,Pseudonyme,Spitzname,الاسم المستعار
Nickname:,Pseudonyme :,Spitzname:,الاسم المستعار:
No Subject,Aucun objet,Kein Betreff,لا موضوع
No address book selected,Aucun carnet d'adresses sélectionné,Kein Adressbuch ausgewählt,لم يُحدّد دفتر عناوين
No contacts,Aucun contact,Keine Kontakte,بدون متراسلين
No key available.,Aucune clé disponible,Kein Schlüssel verfügbar.,لا يوجد مفتاح
No keys were found in this attachment,Aucune clé n'a été trouvée dans cette pièce jointe.,In diesem Anhang wurden keine Schlüssel gefunden,لا يوجد مفاتيح في المرفقات
No mailbox selected,Aucune boîte aux lettres sélectionnée,Kein Postfach ausgewählt,لم يُحدّد صندوق بريد
No results found,Aucun résultat trouvé,Keine Ergebnisse gefunden,لا توجد نتائج
No set date,Aucune date définie,Kein Fälligkeitsdatum,لم يعين تاريخ
No set priority,Aucune priorité défini,Keine Priorität festgelegt,لم تعين الأولوية
No set priority level,Aucun niveau de priorité défini,Keine Priorität festgelegt,لم تعين الأولوية
No task calendars enabled.,Aucune tâche activée dans le calendrier.,Kein Aufgabenkalender aktiviert.,لم يمكن أي تقويم مهام.
No tasks completed,Aucune tâche terminée,Keine Aufgaben abgeschlossen,لا توجد مهام مكتملة
No tasks left to complete,Aucune tâche restant à terminer,Keine Aufgaben mehr zu erledigen,لم يعد هناك مهام
None,Aucun,Keine,بلا
Nothing on the books today. %1 to add something.,Rien aujourd'hui dans les calendriers. %1 pour ajouter quelque chose.,"Für heute steht nichts im Kalender, %1 um was hinzuzufügen.",لا يوجد شيئا في الدفاتر اليوم. %1 لتضيف شيء.
Now,Maintenant,Jetzt,الآن
Office,Bureau,Büro,المكتب
Office:,Bureau :,Büro:,المكتب:
On,Sur,Am,في
On event start,Au début de l'évènement,Zum Beginn des Termins,عند بدء الحدث
On:,Sur :,Am:,في:
Only Delete Current,Ne supprimer que l'élément actuel,Nur diesen Termin löschen,احذف الحالي فقط
Only This Item,Uniquement pour cet élément,Nur dieses Element,هذا العنصر فقط
Open Command Bar,Ouvrir la barre de commandes,Befehlsleiste öffnen,افتح شريط الأوامر
Optional,Optionnel,Optional,اختياري
Organization,Organisation,Organisation,المنظّمة
Organization:,Organisation :,Organisation:,المنظّمة:
Other,Autre,Weitere,أخرى
Other:,Autre :,Weitere:,أخرى:
Other…,Autre…,Weitere ...,الآخرين...
Overdue,En retard,Überfällig,تأخّرت
PCS,PCS,PCS,PCS
Pager,Pageur,Pager,المنادي
Partner's name:,Nom de l'associé :,Name des Partners:,اسم الشّريك:
Past event transparency,Transparence pour les évènements précédents,Transparenz vergangener Termine,شفافية الأحداث الفائتة
Paste,Coller,Einfügen,ألصق
Personal Information,Informations personnelles,Persönliche Informationen,المعلومات الشخصية
Personal information,Informations personnelles,Persönliche Informationen,المعلومات الشخصية
Phone,Téléphone,Telefon,الهاتف
Photo,Photo,Foto,صورة
Pin (shows exact location),Épingle (indique l'emplacement exact),Stecknadel (zeigt genaue Lage),دبوس (تعرض الموقع بالضبط)
Previous Month,Mois précédent,Vorheriger Monat,الشهر الماضي
Previous Week,Semaine précédente,Vorherige Woche,الأسبوع السابق
Priority %1,Priorité %1,Priorität %1,الأولويّة %1
Priority:,Priorité :,Priorität:,الأولويّة:
Prof.,Prof.,Prof.,البروفيسور
Profession,Profession,Beruf,المهنة
Profession:,Profession :,Beruf:,المهنة:
Properties of Address Book %1,Propriétés du carnet d'adresses %1,Eigenschaften des Adressbuches „%1“,خصائص دفتر العناوين %1
Properties of Calendar %1,Propriétés de l'agenda %1,Eigenschaften des Kalenders „%1“,خصائص تقويم %1
QR Code,Code « QR »,QR-Code,رمز QR
Quickly Add a New Tag.,Ajouter rapidement une nouvelle étiquette.,Neues Stichwort schnell erstellen.,أضف وسماً جديداً بسرعة.
Quickly Add a New Task.,Ajouter rapidement une nouvelle tâche.,Neue Aufgabe schnell erstellen.,أضف مهمة جديدة بسرعة.
Quit Kalendar,Fermer Kalendar,Kalendar beenden,أنه التقويم
Redo,Refaire,Wiederholen,كرّر
Redo Text,Refaire le texte,Wiederholen im Text,أعِد النص
Redo:,Refaire :,Wiederholen:,كرّر:
Refresh All,Tout rafraîchir,Alle aktualisieren,أنعش الكل
Refresh All Address Books,Mettre à jour tous les carnets d'adresses,Alle Adressbücher aktualisieren,أنعش كل دفاتر العناوين
