English,French,German,Arabic
Settings,Configuration,Einstellungen,إعدادات
Sign...,Signer...,Signieren ...,وقّع...
Single Page,Page unique,Einzelne Seite,صفحة مفردة
Text Selection,Sélection de texte,Textauswahl,تحديد النص
Tools,Outils,Extras,أدوات
Trim Margins,Réduire les marges,Ränder stutzen,اقتصّ الهوامش
Trim View,Rogner l'affichage,Ansicht stutzen,اقتصّ العرض
Type:,Type :,Typ:,النوع:
View,Affichage,Ansicht,اعرض
View Mode,Mode d'affichage,Anzeigemodus,نمط العرض
View...,Affichage...,Ansicht ...,اعرض...
Width:,Largeur :,Breite:,العرض:
Zoom,Zoom,Zoom,كبر
Click to open a file or Click and hold to select a recent file,Cliquer pour ouvrir un fichier ou Cliquer et maintenir pour sélectionner un fichier récent,"Klicken Sie, um eine Datei zu öffnen, oder klicken und halten Sie gedrückt, um eine kürzlich geöffnete Datei zu öffnen.",انقر لفتح ملف انقر وأمسك لتحديد ملف حديث
"Note: the information here is used only for annotations. The information is saved in annotated documents, and so will be transmitted together with the document.",Remarque : ces informations ne sont utilisées que pour les annotations. Les informations sont enregistrées dans les documents annotés. Elles seront par conséquent transmises avec le document.,Hinweis: Diese Informationen werden nur für Anmerkungen verwendet. Die Informationen werden in Dokumenten mit Anmerkungen gespeichert und mit dem Dokument übertragen.,:لاحظ المعلومات هنا تستخدم فقط للشروح. تحفظ المعلومات في المستندات المشروحة، وبالتالي سترسل مع المستند.
Warning: these options can badly affect drawing speed.,Attention : Ces options peuvent affecter défavorablement les performances d'affichage.,Warnung: Diese Einstellungen können einen stark negativen Einfluss auf die Darstellungsgeschwindigkeit haben.,تحذير: هذه الخيارات قد تضر بشدة بسرعة الرسم.
No annotationsTo create new annotations press F6 or select Tools -gt; Annotations from the menu.,"Aucune annotationPour créer de nouvelles annotations, veuillez appuyer sur « F6 » ou sélectionnez Outils  Annotations à partir du menu.","Keine AnmerkungenUm neue Anmerkungen einzufügen, drücken Sie F6 oder wählen Sie Anmerkungen aus dem Menü Extras.",لا شروحلإنشاء شرح جديد اضغط F6 أو حدد أدوات -gt; الشروح من القائمة.
Drawing Tools,Outils de dessin,Zeichenwerkzeug,أدوات الرسم
Quick Annotation Tools,Outils rapides d'annotations,Schnell-Anmerkungen,أدوات الشرح السريع
File Error! Could not create temporary file %1.,Erreur de fichier ! Impossible de créer le fichier temporaire %1.,Dateifehler! Die temporäre Datei %1 kann nicht angelegt werden.,خطأ ملف! تعذّر إنشاء ملف مؤقّت %1.
File Error! Could not open the file %1 for uncompression. The file will not be loaded.,Erreur de fichier ! Impossible d'ouvrir le fichier %1 pour décompression. Le fichier ne sera pas chargé.,Dateifehler! Die temporäre Datei %1 kann nicht zum Dekomprimieren geöffnet werden. Die Datei wird nicht geladen.,خطأ ملف! تعذّر فتح الملف %1 لفك الضغط. لن يتم تحميل الملف.
File Error! Could not uncompress the file %1. The file will not be loaded.,Erreur de fichier ! Impossible de décompresser le fichier %1. Le fichier ne sera pas chargé.,Dateifehler! Die Datei %1 kann nicht dekomprimiert werden. Sie wird nicht geladen.,خطأ ملف! تعذّر فك ضغط الملف %1. لن يتم تحميل الملف.
More than one backend found for the MIME type:%1 (%2).Please select which one to use:,Plusieurs moteurs de rendu ont été trouvés pour le type « MIME » :%1 (%2).Veuillez choisir celui devant être utilisé :,"Mehr als ein Anzeigemodul für diesen MIME-Typ gefunden:%1 (%2).Bitte wählen Sie aus, welches Modul benutzt werden soll:",أكثر من نهاية خلفية وجدت لنوع التنسيق :%1 (%2).أختر أيها سيستعمل:
"This error typically occurs if the file is corrupt. If you want to be sure, try to decompress the file manually using command-line tools.","Cette erreur arrive habituellement si le fichier est corrompu. Si vous voulez le décompresser malgré tout, essayez de le faire manuellement avec des outils en ligne de commandes.","Typischerweise tritt dieses Problem auf, wenn die Datei beschädigt ist. Wenn Sie sicher sein möchten, versuchen Sie, die Datei mit Hilfe von Befehlszeilen-Werkzeugen selbst zu dekomprimieren.",يحدث هذا الخطأ عادة إذا كان الملف معطوباً. إذا أردت أن تتأكد ،ا فحاول فك ضغط الملف يدياً باستخدام أدوات سطر الأوام.
"This error typically occurs if you do not have enough permissions to read the file. You can check ownership and permissions if you right-click on the file in the Dolphin file manager, then choose the 'Properties' option, and select 'Permissions' tab in the opened window.","Cette erreur arrive habituellement si vous n'avez pas les droits d'accès en lecture sur le fichier. Vous pouvez vérifier le propriétaire, le groupe et les droits d'accès en faisant un clic droit sur le fichier dans le gestionnaire de fichiers Dolphin et ensuite en sélectionnant l'option « Propriétés » puis l'onglet « Permissions » dans la fenêtre alors ouverte. ","Typischerweise tritt dieses Problem auf, wenn Ihre Rechte nicht zum Lesen der Datei ausreichen. Sie können Besitzer und Berechtigungen überprüfen, indem Sie in der Dateiverwaltung Dolphin mit der rechten Maustaste auf die Datei klicken und dann „Eigenschaften“ im Kontextmenü aufrufen und zur Karteikarte „Berechtigungen“ im Dialog gehen.",يحدث هذا الخطأ إذا لم يكن لديك الصلاحيّات الكافية لقراءة الملف. يمكنك فحص الملكية والصلاحيات إذا ضغطت بالزر الأيمن على الملف في مدير الملفات دولفين ثم قمت باختيار لسان `التصاريح`
"A good compromise between memory usage and speed gain. Preload next page and boost searches. (For systems with 2GB of memory, typically.)",Un bon compromis entre l'utilisation de la mémoire et le gain de rapidité. Précharge la prochaine page et accélère les recherches (pour les systèmes possédant généralement 2 Go de mémoire).,Ein Kompromiss zwischen Arbeitsspeicherbelegung und Geschwindigkeit. Die nächste Seite wird im Voraus geladen und die Suche geht schneller. (Typischerweise für Systeme mit 2 GB Arbeitsspeicher.),جمع جيد بين استعمال الذاكرة و السرعة. تحميل مسبق للصفحة التالية و تسريع البحث. (للأنظمة ذات ذاكرة 2 غ.بايت عادة.)
A problem occurred during the execution of the 'dvipng' command.,Un problème est survenu durant l'exécution de la commande « dvipng ».,Bei der Ausführung des „dvipng“-Befehls ist ein Problem aufgetreten.,حدثت مشكلة أثناء تنفيذ الأمر 'dvipng'.
A problem occurred during the execution of the 'latex' command.,Un problème est survenu durant l'exécution de la commande « latex ».,Bei der Ausführung des „latex“-Befehls ist ein Problem aufgetreten.,حدثت مشكلة أثناء تنفيذ الأمر 'latex'
"A signature of this size may be too small to read. If you would like to create a potentially more readable signature, press Start over and draw a bigger rectangle.","Une signature de cette taille pourrait être trop petite pour la lecture. Si vous vouliez créer une signature potentiellement plus lisible, appuyez Recommencer et dessiner un rectangle plus grand.","Eine Signatur in dieser Größe ist möglicherweise zu klein, um sie lesen zu können. Wenn Sie eine besser lesbare Signatur erstellen möchten, klicken Sie auf Neu beginnen und zeichnen dann ein größeres Rechteck.",قد يكون توقيع بهذا الحجم صغيرًا جدًا بحيث لا يمكن قراءته. إذا كنت ترغب في إنشاء توقيع يحتمل أن يكون أكثر قابلية للقراءة ، فاضغط على  ابدأ من جديد  وارسم مستطيلاً أكبر.
Abort Closing,Annuler la fermeture,Schließen abbrechen,أحبط الغلق
Abort Reloading,Interrompre le rechargement,Neu Laden abbrechen,أحبط إعادة التحميل
About Backend,À propos des moteurs de rendu...,Über Anzeigemodul,حول المنتهى الخلفي
Accessibility,Accessibilité,Zugangshilfen,تسهيل الوصول
Accessibility Reading Aids,"Accessibilité, aides à la lecture",Zugangshilfen für das Lesen,إتاحة مساعدة القراءة
Add Bookmark,Ajouter un signet,Lesezeichen hinzufügen,أضف علامة
Add favorite annotation,Ajouter une annotation favorite,Bevorzugte Anmerkung hinzufügen,أضف شرح مفضل
Add the current annotation to the quick annotations menu,Ajouter l'annotation courante au menu rapide des annotations,Fügt die aktuelle Anmerkung zu den Schnell-Anmerkungen hinzu,أضف الشرح الحالي إلى قائمة الشروح السريعة
Add the current annotation to the quick annotations menu (No annotation selected),Ajouter l'annotation courante au menu rapide des annotations (Aucune annotation sélectionnée),Fügt die aktuelle Anmerkung zu den Schnell-Anmerkungen hinzu (Keine Anmerkung ausgewählt),أضف الشرح الحالي إلى قائمة الشروح السريعة (لم يحدد أي شرح)
Add to Quick Annotations,Ajouter une annotation rapide,Zu Schnell-Anmerkungen hinzufügen,أضف إلى أدوات الشرح السريعة
Additional Information,Informations supplémentaires,Zusätzliche Informationen,معلومات إضافية
Adobe PKCS7,Adobe PKCS7,,Adobe PKCS7
Adobe PKCS7 Sha1,Adobe PKCS7 Sha1,,Adobe PKCS7 Sha1
Advance automatically:,Avancer automatiquement :,Automatisch weiter:,التقدم آلي:
Advance to the Next Page,Avance à la page suivante,Weiter zur nächsten Seite,انتقل إلى الصفحة التالية
Advanced settings for the current annotation tool,Paramètres avancés pour l'outil courant d'annotation,Erweiterte Einstellungen für die aktuelle Anmerkung,إعدادات متقدمة لأداة الشرح الحالية
Advanced settings for the current annotation tool (No annotation selected),Paramètres avancés pour l'outil courant d'annotation (Aucune annotation sélectionnée),Erweiterte Einstellungen für die aktuelle Anmerkung (Keine Anmerkung ausgewählt),إعدادات متقدمة لأداة الشرح الحالية (لم يحدد أي شرح)
"After saving, the current document format requires the file to be reloaded. Your undo/redo history will be lost.Do you want to continue?","Après l'enregistrement, le format de document nécessite que le fichier soit rechargé. Votre historique d'annulation sera perdu.  Voulez-vous continuer ?",Nach dem Speichern muss die Datei wegen des aktuellen Dokumentformats neu geladen werden. Der Verlauf von Zurücknehmen/Wiederherstellen geht verloren.Möchten Sie fortfahren?,بعد الحفظ ، يتطلب تنسيق المستند الحالي إعادة تحميل الملف.ستفقد سجل التراجع / الإعادة الخاص بك.  هل تريد المتابعة؟
Aggressive,Agressif,Aggressiv,شديد
Albert Astals Cid,Albert Astals Cid,Albert Astals Cid,ألبرت أستالس سيد
All,Tout,Zulassen,الكلّ
All Files (*),Tous les fichiers (*),Alle Dateien (*),كلّ الملفّات (*)
All editing and interactive features for this document are disabled. Please save a copy and reopen to edit this document.,Toutes les fonctionnalités interactives et de modification pour ce document sont désactivées. Veuillez enregistrer une copie et rouvrir pour modifier ce document.,"Alle Bearbeitungs- und Interaktionsfunktionen für dieses Dokument sind deaktiviert. Bitte speichern Sie eine Kopie  und öffnen sie neu, um dieses Dokument zu bearbeiten.",عطلت كافة ميزات التحرير والتفاعلية لهذا المستند. لو سمحتاحفظ نسخة وأعد فتحها لتحرير هذا المستند.
All files (*),Tous les fichiers (*),Alle Dateien (*),كلّ الملفّات (*)
All supported files (%1),Tous les fichiers pris en charge (%1),Alle unterstützten Dateien (%1),كلّ الملفّات المدعومة (%1)
All your signing certificates are either not valid yet or are past their validity date.,Tous vos certificats de signature sont soit non valables ou soit ont dépassé leurs dates de validité.,Alle Ihre Signaturzertifikate sind entweder ungültig oder bereits abgelaufen.,جميع شهادات التوقيع الخاصة بك إما غير صالحة بعد أو تجاوزت تاريخ صلاحيتها.
Always hidden,Toujours masqué,Immer ausgeblendet,دائما مخفية
Always visible,Toujours visible,Immer sichtbar,ظاهرة دائمًا
Annotation Options,Options d'annotations,Anmerkungs-Einstellungen,خيارات الشرح
Annotation Properties,Propriétés d'annotation,Anmerkungs-Eigenschaften,خصائص التعليق
Annotation Settings,Paramètres d'annotations,Anmerkungs-Einstellungen,خيارات الشرح
Annotation Toolbar,Barre d'outils d'annotation,Anmerkungswerkzeugleiste,شريط أدوات الشرح
Annotation border color,Couleur de bordure des annotations,Anmerkungs-Umrandungsfarbe,لون حدود الشرح
Annotation color,Couleur des annotations,Anmerkungs-Farbe,لون الشرح
Annotation color (No annotation selected),Couleur des annotations (Aucune annotation sélectionnée),Anmerkungs-Farbe (Keine Anmerkung ausgewählt),لون الشرح (لم يحدد أي شرح)
Annotation fill color,Couleur du remplissage des annotations,Anmerkungs-Füllfarbe,لون تعبئة الشرح
Annotation fill color (Current annotation has no fill color),Couleur de remplissage des annotations (L'annotation courante ne possède aucune couleur de remplissage),Anmerkungs-Füllfarbe (Die aktuelle Anmerkung hat keine Füllfarbe),لون تعبئة الشرح (الشرح الحالي ليس له لون تعبئة)
Annotation fill color (No annotation selected),Couleur du remplissage des annotations (Aucune annotation sélectionnée),Anmerkungs-Füllfarbe (Keine Anmerkung ausgewählt),لون تعبئة للشرح (لم يحدد أي شرح)
Annotation font,Police des annotations,Anmerkungs-Schriftart,خط الشرح
Annotation font (Current annotation has no font),Police des annotations (L'annotation courante ne possède aucune police),Anmerkungs-Schriftart (Die aktuelle Anmerkung hat keine Schriftart),خط الشرح (الشرح الحالي لا يملك خط)
Annotation font (No annotation selected),Police des annotations (Aucune annotation sélectionnée),Anmerkungs-Schriftart (Keine Anmerkung ausgewählt),خط الشرح (لم يحدد أي شرح)
Annotation improvements,Amélioration des annotations,Verbesserungen der Anmerkungen,تحسينات الشروح
Annotation line width,Largeur de la ligne d'annotations,Anmerkungs-Linienbreite,عرض خط الشرح
Annotation line width (Current annotation has no line width),Largeur de la ligne d'annotations (L'annotation courante ne possède aucune largeur de ligne),Anmerkungs-Linienbreite (Die aktuelle Anmerkung hat keine Linienbreite),عرض خط الشرح (الشرح الحالي ليس لديه عرض خط)
Annotation line width (No annotation selected),Largeur de la ligne d'annotations (Aucune annotation sélectionnée),Anmerkungs-Linienbreite (Keine Anmerkung ausgewählt),عرض خط الشرح (لم يحدد أي شرح)
Annotation opacity,Opacité des annotations,Anmerkungs-Deckkraft,عتمة الشرح
Annotation opacity (No annotation selected),Opacité des annotations (Aucune annotation sélectionnée),Anmerkungs-Deckkraft (Keine Anmerkung ausgewählt),عتمة الشرح (لم يحدد أي شرح)
Annotation text color,Couleur du texte des annotations,Anmerkungs-Textfarbe,لون نص الشرح
Annotation toolbar:,Barre d'outils d'annotations :,Anmerkungswerkzeugleiste:,شريط أدوات الشرح:
Annotations,Annotations,Anmerkungen,الشروح
Annotations artwork,Graphismes pour les annotations,Design für Anmerkungen,الأعمال الفنية للشروح
Appearance,Apparence,Erscheinungsbild,المظهر
Appearance:,Apparence :,Erscheinungsbild:,المظهر:
Approved,Approuvé,Freigegeben,مصادق عليه
Area Selection,Sélection d'une zone,Bereichsauswahl,تحديد النص
Arrow,Flèche,Pfeil,سهم
As Is,Tel quel,Wie vorliegend,كما هو
Author,Auteur,Autor,المؤلف
Author name,Nom de l'auteur,Name des Autors,اسم المؤلف
Author name for the annotation:,Nom de l'auteur pour l'annotation :,Namen des Autors der Anmerkung:,أدخل اسم مؤلف الشرح:
Author:,Auteur :,Autor:,المؤلّف:
Author: %1,Auteur : %1,Autor: %1,مؤلف: %1
Auto Fit,Adapter automatiquement,Automatisch einpassen,لائم آليًّا
Back,Précédent,Zurück,للخلف
Backend Selection,Sélection du moteur de rendu,Anzeigemodul-Auswahl,تحديد النهاية الخلفية
Background color:,Couleur de l'arrière plan :,Hintergrundfarbe:,لون الخلفية:
Background:,Arrière-plan :,Hintergrund:,الخلفية:
Beginning of the document,Début du document,Anfang des Dokuments,بداية المستند
Black,Noir,Schwarz,الأسود
Blinds horizontal,Masquer horizontalement,Horizontal einfliegen,ستائر أفقي
Blinds vertical,Masquer verticalement,Vertikal einfliegen,ستائر رأسي
Blue,Bleu,Blau,الأزرق
Bookmark,Signet,Lesezeichen,علامة موقع
Bookmarks,Signets,Lesezeichen,علامات المواقع
Border width:,Largeur de la bordure :,Rahmenbreite:,عرض الحدّ:
Box in,Mettre en boîte,Rechtecküberblendung nach innen,مربع للداخل
Box out,Sortir d'une boîte,Rechtecküberblendung nach außen,مربع للخارج
Butt,Bout,Stumpfes Ende,قاعدة
CID TrueType,CID TrueType,CID TrueType,CID تروتايب
CID TrueType (OT),CID TrueType (OT),CID TrueType (OpenType),CID تروتايب (OT)
CID Type 0,CID Type 0,CID Typ 0,نوع CID 0
CID Type 0C,CID Type 0C,CID Typ 0C,نوع CID 0C
CID Type 0C (OT),CID Type 0C (OT),CID Typ 0C (OpenType),نوع CID 0C (OT)
CPU usage:,Utilisation du processeur :,CPU-Ausnutzung:,استخدام المعالج:
Can not find a plugin which is able to handle the document being passed.,Impossible de trouver un module externe capable de traiter le document indiqué.,Es ist kein passendes Anzeigemodul für dieses Dokument verfügbar.,تعذر إيجاد ملحق للتعامل مع المستند المطلوب.
Cannot find dvipng executable.,Impossible de trouver l'exécutable « dvipng ».,Ausführbare Datei dvipng kann nicht gefunden werden.,تعذر إيجاد البرنامج التنفيذيّ dvipng
Cannot find latex executable.,Impossible de trouver l'exécutable LaTeX.,Die ausführbare Datei „latex“ wurde nicht gefunden.,تعذر إيجاد برنامج لاتِخ تنفيذيّ.
Caret,Curseur,Caret,القبعة
Caret Properties,Propriétés de curseur,Caret-Eigenschaften,خصائص القبعة
Caret symbol:,Symbole de curseur :,Caret-Symbol:,رمز القبعة:
Case Sensitive,Sensible à la casse,Groß-/Kleinschreibung beachten,حساس للحالة
Case sensitive,Sensible à la casse,Groß-/Kleinschreibung beachten,حساس للحالة
Category,Catégorie,Kategorie,التصنيف
Center,Centré,Mittig,الوسط
Certificate Data:,Données du certificat :,Zertifikatsdaten:,بيانات الشّهادة:
Certificate File (*.cer),Fichier de certificat (*.cer),Zertifikatsdatei (*.cer),ملف شهادة (*.cer)
Certificate Viewer,Afficheur de certificat,Zertifikatsanzeige,عارض الشهادة
Certificate has Expired.,Le certificat a expiré.,Das Zertifikat ist abgelaufen.,انتهت الشهادة.
Certificate has been Revoked.,Le certificat a été révoqué.,Das Zertifikat wurde widerrufen.,الشهادة ألغيت.
Certificate has not yet been verified.,Le certificat n'a pas encore été vérifié.,Das Zertifikat wurde noch nicht überprüft.,لم يتحقق من الشهادة بعد.
Certificate is Trusted.,Le certificat est de confiance.,Das Zertifikat ist vertrauenswürdig.,الشهادة موثوقة.
Certificate issuer is unknown.,L'autorité de certification est inconnue.,Der Aussteller des Zertifikats ist unbekannt.,مانح الشهادة مجهول.
Certificate issuer isn't Trusted.,L'émetteur du certificat n'est pas de confiance.,Der Aussteller des Zertifikats ist nicht vertrauenswürdig.,مانح الشهادة غير موثوق.
Certificate validation in progress,Validation du certificat en cours,Zerifikat wird überprüft,يتحقّق من سلامة الشَّهادة
Certificates,Certificats,Zertifikate,الشّهادات
Change Dark && Light Colors,Modifier les couleurs sombre et claire,Helle und dunkle Farben ändern,غيّر ألوان العتمة و الضوء
Change Paper Color,Modifier la couleur du papier,Papierfarbe ändern,غيّر لون الورق
Change Colors,Modifier les couleurs,Farben ändern,غير الألوان
Change colors,Modifier les couleurs,Farben ändern,غير الألوان
Change dark  light colors,Modifier les couleurs sombre et claire,Helle und dunkle Farben ändern,غيّر ألوان العتمة والضوء
Change paper color,Modifier la couleur du papier,Papierfarbe ändern,غيّر لون الورق
Choose New Name,Sélectionner un nouveau nom,Neuen Namen auswählen,اختر اسم جديد
Choose an annotation tool from the quick annotations,Sélectionner un outil d'annotation à partir des annotations rapides,Wählen Sie eine Anmerkung aus den Schnell-Anmerkungen,اختر أداة شرح من الشروح السريعة
Choose the editor you want to launch when Okular wants to open a source file.,Sélectionner l'éditeur à lancer lors de la tentative d'ouverture d'un fichier source par Okular.,"Legen Sie den Editor fest, mit dem Okular Quelldateien öffnen soll.",اختر المحرر الذي تريد إطلاقه عندما يريد أوكلار فتح ملف مصدر.
Choose...,Choisissez…,Auswählen ...,اختر...
Circle,Cercle,Kreis,دائرة
Click to begin,Cliquer pour commencer,"Klicken Sie, um zu beginnen",انقر للبدء
"Click to open a file
Click and hold to open a recent file","Cliquer pour ouvrir un fichier
Cliquer et maintenir pour ouvrir un fichier récent","Klicken Sie, um eine Datei zu öffnen.
Klicken und gedrückt halten, um eine kürzlich geöffnete Datei zu öffnen.","انقر لفتح ملف
انقر و أمسك لفتح ملف أخير"
Click to see the magnified view.,Cliquez pour voir la vue magnifiée.,"Klicken Sie, um die vergrößerte Ansicht zu sehen.",اضغط هنا لرؤية العرض المُكَبَّر
Close,Fermer,Schließen,أغلق
Close Find Bar,Fermer la barre de recherche,Suchleiste schließen,أغلق شريط بحث
Close Document,Fermer le document,Dokument schließen,أغلق المستند
Close Tabs,Fermer les onglets,Unterfenster schließen,أغلق الألسنة
Close this note,Fermer cette note,Diese Notiz schließen,أغلق هذه الملاحظة
Closed Arrow,Flèche fermée,Geschlossener Pfeil,سهم مغلق
Collapse all,Tout réduire,Alle einklappen,اطوِ الكلّ
Collapse all elements,Replier tous les éléments,Alle Elemente einklappen,اطو كل العناصر
Collapse whole section,Réduire toute la sélection,Gesamten Abschnitt einklappen,اطو كامل القسم
Color,Couleur,Farbe,اللون
Color mode:,Mode de couleurs :,Farbmodus:,نمط الألوان:
Color:,Couleur :,Farbe:,اللون:
Command:,Commande :,Befehl:,الأمر:
Comment,Commentaire,Kommentar,تعليق
Common Name(CN),Nom commun (NC),Allgemeiner Name (CN),الاسم الشائع (CN)
Confidential,Confidentiel,Vertraulich,سري
Configure Annotations...,Configurer les annotations...,Anmerkungen einrichten ...,اضبط الشروح...
Configure Backends,Configurer les moteurs de rendu,Anzeigemodule einrichten,اضبط النهايات الخلفية
Configure Backends...,Configurer les moteurs de rendu...,Anzeigemodule einrichten ...,اضبط النهايات الخلفية...
Configure Color Modes...,Configurer les modes de couleurs...,Farbmodus einrichten ...,اضبط أنماط الألوان...
Configure Okular...,Configurer Okular...,Okular einrichten ...,اضبط أوكلار...
Configure Viewer,Configurer l'afficheur,Betrachter einrichten,اضبط العارض
Configure Viewer Backends,Configurer les moteurs de rendu de l'afficheur,Anzeigemodule einrichten,اضبط النهايات الخلفية للعارِض
Configure Viewer Backends...,Configurer les moteurs d'affichage...,Anzeigemodule einrichten ...,اضبط النهايات الخلفية للعارِض...
Configure Viewer...,Configurer l'afficheur...,Betrachter einrichten ...,اضبط العارض...
Configure Web Shortcuts...,Configurer des raccourcis Web...,Web-Kurzbefehle festlegen ...,اضبط اختصارات الوِب...
Confirm Close,Confirmer la fermeture,Schließen bestätigen,أكد الغلق
Constrain Ratio and Angle of Annotation Tools,Contraindre le ratio et l'angle des outils d'annotation,Seitenverhältnis und Winkel von Anmerkungen,قيد نسبة وزاوية أدوات الشرح
Constrain line angle to 15° steps,Contraindre à un angle de ligne à des pas de 15°,Linienwinkel auf 15°-Schritte beschränken,قيد زاوية الخط بـ 15 درجة من الخطوات
Constrain shape ratio to 1:1,Contraindre le ration de profil à 1:1,Seitenverhältnis auf 1:1 beschränken,قيد نسبة الشكل إلى 1:1
Constrain shape ratio to 1:1 or line angle to 15° steps (No annotation selected),Contraindre le ration de profil à 1:1 ou l'angle de ligne à des pas de 15° (Aucune annotation sélectionnée),Seitenverhältnis auf  1:1 oder Linienwinkel 15°-Schritte beschränken (Keine Anmerkung ausgewählt),قيد نسبة الشكل إلى 1:1 أو زاوية الخط بـ 15 درجة من الخطوات (لم يحدد أي شرح)
Constrain shape ratio to 1:1 or line angle to 15° steps (Not supported by current annotation),Contraindre le ration de profil à 1:1 ou l'angle de ligne à des pas de 15° (Non pris en charge par l'annotation courante),Seitenverhältnis auf  1:1 oder Linienwinkel 15°-Schritte beschränken (Von der aktuellen Anmerkung nicht unterstützt),قيد نسبة الشكل إلى 1:1 أو زاوية الخط بـ 15 درجة من الخطوات (الشرح حالي لا يدعمه)
Contents,Contenus,Inhalt,المحتويات
Continue,Continuer,Fortsetzen,تابع
Continue Closing,Continuer la fermeture,Schließen fortsetzen,واصل الغلق
Continue Reloading,Continuer le rechargement,Neu Laden fortsetzen,واصل إعادة التحميل
Continue losing changes,Continuer en perdant les modifications,Fortsetzen und alle Änderungen verwerfen,تابع خسارة التغييرات
Continuing search from beginning,Suite de la recherche à partir du début du fichier,Suche vom Anfang an fortsetzen,تابع البحث من البداية
Continuing search from bottom,Continuer la recherche à partir du bas du fichier ?,Suche wird vom Ende her fortgesetzt,تابع البحث من الأسفل
Contrast:,Contraste :,Kontrast:,التّباين:
Convert to Black && White,Convertir en noir et blanc,In Schwarzweiß umwandeln,حوّل إلى أسود وأبيض
Convert to black  white,Convertir en noir et blanc,In Schwarzweiß umwandeln,حوّل إلى أسود وأبيض
Copy Link Address,Copier l'adresse du lien,Verknüpfungsadresse kopieren,انسخ رابط العنوان
Copy Table Contents to Clipboard,Copier les contenus de la table dans le presse-papier,Tabelleninhalt in die Zwischenablage kopieren,انسخ محتويات الجدول إلى الحافظة
Copy Text,Copier du texte,Text kopieren,انسخ نص
Copy Text to Clipboard,Copier le texte dans le presse-papier,Text in die Zwischenablage kopieren,انسخ النص إلى الحافظة
Copy forbidden by DRM,Copie interdite par « DRM »,Kopieren durch digitale Rechteverwaltung (DRM) verboten,مُنع النسخ من قبل DRM
Copy to Clipboard,Copier dans le presse-papier,In die Zwischenablage kopieren,نسخ إلى الحافظة
Copyright,Droit d'auteur,Copyright,حقوق النسخ
Could not export the certificate,Impossible d'exporter le certificat,Das Zertifikat kann nicht exportiert werden,لا يمكن تصدير الشهادة
