English,French,German,Arabic
Could not open '%1'.,Impossible d'ouvrir « %1 ».,%1 kann nicht geöffnet werden.,لم أتمكن من فتح '%1'.
Could not open gamut mask for editing.,Impossible d'éditer le masque chromatique.,Das Sperren der Datei zum Speichern ist nicht möglich,تعذر إنشاء الملف للحفظ
Could not read pixel data: %1.,Impossible de lire les données du pixel : %1.,Die Pixeldaten können nicht gelesen werden: %1.,تعذّرت قراءة بيانات البكسل: %1.
Could not remove storage %1 from the database,Impossible de supprimer le stockage %1 à partir de la base de données,Das Paket „%1“ kann nicht aus der Negativliste entfernt werden.,تعذّرت إزالة الحزمة من القائمة السّوداء
"Could not render animation:
%1","Impossible d'effectuer le rendu d'animation : 
%1","Die Animation kann nicht gerendert werden:
%1","تعذّر تصيير الحركة:
%1"
"Could not save
%1","Impossible d'enregistrer
%1","Speichern nicht möglich:
 %1","تعذر حفظ
%1"
"Could not save %1
Reason: %2","Impossible d'enregistrer %1
Raison : %2","Speichern von %1 nicht möglich.
Ursache: %2","تعذر حفظ %1
السبب: %2"
Could not save %1.,Impossible d'enregistrer %1.,"Speichern nicht möglich:
 %1","تعذر حفظ
%1"
Could not save additional annotations.,Impossible d'enregistrer les annotations additionnelles.,Paletten können nicht gespeichert werden,تعذّر حفظ الإطارات المفتاحيّة
Could not save animation meta data.,Impossible d'enregistrer les métadonnées d'animation.,Paletten können nicht gespeichert werden,تعذّر حفظ الإطارات المفتاحيّة
Could not save annotations.,Impossible d'enregistrer les annotations.,Paletten können nicht gespeichert werden,تعذّر حفظ الإطارات المفتاحيّة
Could not save assistants.,Impossible d'enregistrer les assistants.,Paletten können nicht gespeichert werden,تعذّر حفظ الإطارات المفتاحيّة
Could not save audio meta data.,Impossible d'enregistrer les métadonnées pour l'audio.,Paletten können nicht gespeichert werden,تعذّر حفظ الإطارات المفتاحيّة
Could not save image profile.,Impossible d'enregistrer le profil de l'image.,Das Profil %1 kann nicht geladen werden.,تعذّر تحميل اللاحة: %1.
Could not save keyframes.,Impossible d'enregistrer les images clés.,"Speichern von %1 nicht möglich.
Ursache: %2",تعذّر حفظ الإطارات المفتاحيّة
Could not save layer styles.,Impossible d'enregistrer le style de calques.,Ebene kann nicht gespeichert werden: %1,تعّذر الحفظ بِ SVG: %1
Could not save merged image.,Impossible d'enregistrer l'image fusionnée.,Ebene kann nicht gespeichert werden: %1,تعّذر الحفظ بِ SVG: %1
Could not save softproofing color profile.,Impossible d'enregistrer le profil de couleurs pour épreuvage.,Das Profil %1 kann nicht geladen werden.,تعذّر تحميل اللاحة: %1.
Could not save storyboards.,Impossible d'enregistrer les scénarios.,"Speichern von %1 nicht möglich.
Ursache: %2",تعذّر حفظ الإطارات المفتاحيّة
Could not save the layer. %1,Impossible d'enregistrer le calque. %1,Ebene kann nicht gespeichert werden: %1,تعّذر الحفظ بِ SVG: %1
Could not save to svg: %1,Impossible d'enregistrer en format SVG : %1,Speichern als SVG nicht möglich: %1,تعّذر الحفظ بِ SVG: %1
Could not start saving %1. Image is busy,Impossible de démarrer l'enregistrement de %1. L'image est occupée.,Speichern als SVG nicht möglich: %1,تعّذر الحفظ بِ SVG: %1
Could not synchronize %1 with the database,Impossible de synchroniser %1 avec la base de données.,%1 kann nicht mit der Datenbank abgeglichen werden,تعذّر على «كريتا» إنشاء صورة جديدة.
Could not synchronize updated font registery with the database,Impossible de synchroniser le registre mis à jour de polices avec la base de données.,%1 kann nicht mit der Datenbank abgeglichen werden,تعذّر على «كريتا» إنشاء صورة جديدة.
Could not write for %1 metadata to the file.,Impossible d'écrire dans le fichier pour %1 métadonnées.,Die Metadaten für %1 können nicht in die Datei geschrieben werden.,تعذّر تحميل البيانات الوصفيّة للطّبقة %1.
Could not write resource: %1,Impossible d'enregistrer une ressources : %1.,"Speichern von %1 nicht möglich.
Ursache: %2",تعذّر حفظ الإطارات المفتاحيّة
Couldn't open file %1,Impossible d'ouvrir le fichier %1,Datei %1 kann nicht geöffnet werden,تعذر العثور على %1
Count,Quantité,Anzahl,العدد
Cover Artist,Auteur de la couverture,Künstlerisch,فنان غلاف
Cover designer,Concepteur de la couverture,Abdeckung,الصّفحة:
Cover page:,Page de couverture :,Abdeckung,الصّفحة:
Cr,Cr,Cr,1997 CR28
Create Blank Frame,Créer une image vide,Panorama erstellen,اسم المُنشئ:
Create Bundle,Créer un ensemble,Paket erstellen,أنشئ حزمة جديدة
Create Clones Array,Créer un tableau de clones,Klonfelder erstellen,اسم المُنشئ:
Create Copy From Current Image,Créer une copie à partir de l'image actuelle,Kopie von aktuellem Bild erstellen,أنشئ نسخة عن الصّورة الحاليّة
Create Copy From Current Image,Créer une copie à partir de l'image actuelle,Kopie von aktuellem Bild erstellen,أنشئ نسخة عن الصّورة الحاليّة
Create Duplicate Frame,Créer une image par duplication...,Vorlage aus Bild erstellen,أنشئ قالبًا من الصّورة
Create Filter Mask,Créer un masque de filtrage,Filtermaske erstellen,أنشئ قناع ترشيح
Create Reference Image from Active Layer,Créer une image de référence à partir du calque actif,Ebene aus Zwischenablage einfügen,ألصق الطّبقة من الحافظة
Create Reference Image from Visible Canvas,Créer une image de référence à partir du canevas visible,Ebene aus Zwischenablage einfügen,ألصق الطّبقة من الحافظة
Create Resource Bundle,Créer un pack de ressources,Ressourcenpaket erstellen,أنشئ حزمة موارد
Create Resource Bundle...,Créer un pack de ressources...,Ressourcenpaket erstellen ...,أنشئ حزمة موارد...
Create Script,Créer un nouveau script,Skript erstellen,أنشئ سكربتاً
Create Snapshot,Créer une copie d'écran,Bildschirmfoto erstellen,أنشئ كائنًا
Create Template,Créer un modèle,Vorlage erstellen,أنشئ قالبًا
Create Template From Image,Créer un modèle à partir du document en cours...,Vorlage aus Bild erstellen,أنشئ قالبًا من الصّورة
Create a Backup File on Saving,Créer un fichier de sauvegarde à l'enregistrement,Sicherungsdatei beim Speichern erstellen,أنشئ ملفًّا احتياطيًّا
Create a Bundle,Créer un ensemble,Ein Paket erstellen,أنشئ حزمة جديدة
Create a group layer containing selected layers,Créer un calque de groupe contenant les calques sélectionnés,"Erstellen einer Gruppenebene, die ausgewählte Ebenen enthält",أنشئ طبقة تجمع الطّبقات المحدّدة
Create a list of colors from the image,Créer une liste de couleurs à partir de l'image,Eine Liste der Farben aus dem Bild erstellen,أنشئ قائمة ألوان من الصّورة
Create a resource library,Créer une bibliothèque de ressources,Ressourcenbibliothek erstellen,أنشئ حزمة موارد
Create from Clipboard,Créer à partir du presse-papier,Aus der Zwischenablage erstellen,أنشئ من الحافظة
Create mask from color,Créer un masque depuis une couleur,Maske von Farbe erstellen,أنشئ قناعًا من اللون
Create new Template,Créer un nouveau modèle,Neue Vorlage erstellen,أنشئ قالبًا
Create new document,Créer un nouveau document,Ein neues Dokument erstellen,أنشئ مستندًا جديدًا
Create new mask,Créer un nouveau masque,Neue Maske erstellen,أنشئ قالبًا
Create new texts with...,Créer nouveau texte avec...,Neue Texte erstellen mit ...,أنشئ مستندًا جديدًا
Create session,Créer une nouvelle session,Sitzung erstellen,إنشاء الشّكل
Create snapshot,Créer une copie d'écran,Bildschirmfoto erstellen,إنشاء الشّكل
Created:,Créé le :,Erstellt:,أُنشئ في:
Creating template,Création d'un modèle,Vorlage wird erstellt,أنشئ قالبًا
Creation Date,Date de création,Erstellungsdatum,تاريخ الإنشاء
Creative program,Programme de création,Kreativ,البرنامج الإبداعيّ
Creator,Créateur,Erstellen,المنشئ
Creator name:,Nom du créateur :,Urhebername:,اسم المُنشئ:
Crime,Crime,Krimi,جريمة
Crop,Rogner,Zuschneiden,اقتصّ
Crop Image,Rogner l'image,Bild zuschneiden,اقتصاص الصّورة
Crop Layer,Rogner le calque,Ebene zuschneiden,اقتصاص الطّبقة
Crop Mask,Rogner le masque,Maske zuschneiden,اقتصاص القناع
Crop Selections,Rogner les sélections,Auswahl zuschneiden,اقتصاص التّحديدات
Crop Settings,Paramètres de rognage,Einstellungen für das Zuschneiden,إعدادات الاقتصاص:
Crop Tool,Rogner,Zuschneiden,أداة الاقتصاص
Crop Tool Actions,Actions de l'outil Rogner,Auswahl zuschneiden,اقتصاص التّحديدات
Crop to outmost guides,Rogner sur les guides extérieurs,An Hilfslinien ausrichten,اجذب إلى الأدلّة
Cross,Croix,Kreuz,صليب
Cross Shape,Forme en croix :,Cursor-Form:,شكل المؤشر:
Cross01,Croix 01,Kreuz,صليب01
Cross02,Croix 02,Kreuz,صليب02
Cross03,Croix 03,Kreuz,صليب03
Cross04,Croix 04,Kreuz,صليب04
Cross05,Croix 05,Kreuz,صليب05
Cross06,Croix 06,Kreuz,صليب06
Cross07,Croix 07,Kreuz,صليب07
Crosshatching style,Style quadrillé,Kreuzschraffur-Stil,تغيير الأنماط
Ctrl,Ctrl,Strg,Ctrl
Ctrl+A,Ctrl+A,Strg+A,Ctrl+A
Ctrl+C,Ctrl+C,Strg+C,Ctrl+C
Ctrl+N,Ctrl+N,Strg+N,Ctrl+N
Ctrl+O,Ctrl+O,Strg+O,Ctrl+O
Ctrl+R,Ctrl+R,Strg+R,Ctrl+R
Ctrl+S,Ctrl+S,Strg+S,Ctrl+S
Ctrl+W,Ctrl+W,Strg+W,Ctrl+W
Cut,Couper,Ausschneiden,قصّ
Cuneiform,Cunéiforme,Uniform zufällig,منتظم
Curator,Conservateur,Erstellen,أمين متحف
Current actions:,Actions courantes :,Angezeigte Aktionen:,الإجراءات الحاليّة
Currency Symbols,Symboles monétaires,Aktuelles Farbmodell:,النّموذج اللونيّ الحاليّ:
Current,Courant,Aktuell,الحالي
Current Brush,Brosse active,Aktueller Pinsel,الفرشاة الحاليّة
Current Brush Engine,Moteur de brosse actuel,Aktueller Pinsel,محرّك الفُرش الحاليّ
Current Brush Tip,Pointe de brosse actuelle,Aktueller Pinsel,الفرشاة الحاليّة
Current Display Format,Format d'affichage actuel,Aktuelles Anzeigeformat,الطّبقة الحاليّة
Current Document,Document actuel,Aktuelles Dokument,المستند الحاليّ
Current Layer,Calque actif,Aktuelle Ebene,الطّبقة الحاليّة
Current Output Format:,Format de sortie actuel :,Aktuelles Ausgabeformat,الخصائص الحاليّة:
Current Renderer:,Moteur de rendu actuel :,Aktueller Renderer:,الخصائص الحاليّة:
Current Surface Value,Valeur courante de la surface,Aktuelle Voreinstellung,مسبق الضّبط الحاليّ
Current brush preset,Préréglage de brosse actif,Aktuelle Pinsel-Voreinstellung,اختر مساحة عمل
Current color model:,Modèle de couleurs en cours :,Aktuelles Farbmodell:,النّموذج اللونيّ الحاليّ:
Current dockers,Panneaux courants,Aktuelle Ebene,الطّبقة الحاليّة
Current layer,Calque actif,Aktuelle Ebene,الطّبقة الحاليّة
Current properties:,Préréglage actuel,Aktuelle Eigenschaften:,الخصائص الحاليّة:
Cursive Positioning,Positionnement en cursives,Textposition,مكان النّصّ
Cursor,Pointeur,Cursor,المؤشر
Curtains,Rideaux,Vorhang,ستائر
Curve,Courbe,Kurve,منحنى
Curve curvy,Courbe courbée,Kurven-Deckkraft,شفافيّة المنحنيات
Curve ink,Encre en courbe,Kurve,شفافيّة المنحنيات
Curve smooth,Courbe douce,Kurvenpinsel,شفافيّة المنحنيات
Curves calculation mode:,Mode de calcul des courbes :,Auswahlmodus:,وضع التّحديد:
Curves opacity,Opacité des courbes :,Kurven-Deckkraft,شفافيّة المنحنيات
Curves opacity:,Opacité des courbes :,Kurven-Deckkraft:,شفافيّة المنحنيات:
Curvilinear Perspective,Perspective curviligne,Perspektivraster zurücksetzen,الرّسم المنظوريّ
Curvilinear Perspective assistant,Assistant de perspective curviligne,Perspektivenassistent,مساعد الرّسم المنظوريّ
Custom,Personnalisé,Benutzerdefiniert,مخصّص
Custom Color,Couleur personnalisée,Benutzerdefinierte Farbe,لون مخصّص
Custom Document,Document personnalisé,Benutzerdefiniertes Dokument,مستند مخصص
Custom Input,Entrée personnalisée,Benutzerdefinierte Eingabe,نقطة مخصّصة
Custom Input Slowness,Ralentissement personnalisé des entrées :,Eigene Einstellungen:,خيارات المخطّط الدّرجيّ
Custom Pattern,Motif personnalisé,Benutzerdefiniertes Muster,اللوحة الحاليّة
Custom Segmented Gradient,Dégradé segmenté personnalisé,Vordefinierte Verläufe,أوقف التّدرّج
Custom Stop Gradient,Dégradé personnalisé de fin,Benutzerdefinierter Verlauf,أوقف التّدرّج
Custom color,Couleur personnalisée,Benutzerdefinierte Farbe,لون مخصّص
Custom icon,Icône personnalisée,Eigene Einstellungen:,خيارات مخصصة:
Custom icon path,Emplacement des icônes personnalisées,Benutzerdefinierte Eingabe,نقطة مخصّصة
Custom options,Options personnalisés,Eigene Einstellungen:,خيارات مخصصة:
Custom size items,Éléments de taille personnalisée,Benutzerdefinierte Symbole,عناصر ذات حجم مخصص
Custom:,Personnalisé :,Benutzerdefiniert:,مخصّص:
Cut,Couper,Ausschneiden,القصّ
Cut (sharp),Couper (net),Ausschneiden (scharf),قص (بحدة)
Cut (sharp),Couper (net),Ausschneiden (scharf),قص (بحدة)
Cut Columns,Couper les colonnes :,Spalten ausschneiden,قص الأعمدة
Cut Keyframes,Couper les images clés,Keyframes,قص الإطار المفتاحي
Cut Layer,Couper le calque,Ebene ausschneiden,قصّ الطبقة
Cut Nodes,Couper les nœuds,Duplizieren,قصّ العقد
Cut Off Brush,Brosse de découpage,Pinsel abschneiden,الفرشاة الحاليّة
Cut Off Disabled,Découpage désactivé,Abschneiden deaktiviert,معطّل
Cut Off Pattern,Motif de découpage,Muster abschneiden,اللوحة الحاليّة
Cut Selection to New Layer,Couper la sélection vers un nouveau calque,Auswahl auf neue Ebene ausschneiden,قصّ التّحديد إلى طبقة جديدة
Cut columns to clipboard,Couper les colonnes vers le presse-papier,Spalten in die Zwischenablage ausschneiden,قصّ الأعمدة إلى الحافظة
Cut frames to clipboard,Couper les images vers le presse-papier,Ebene in Zwischenablage ausschneiden,قصّ الإطارات إلى الحافظة
Cut layer to clipboard,Couper le calque vers le presse-papier,Ebene in Zwischenablage ausschneiden,قصّ الطبقة إلى الحافظة
Cut selection to clipboard,Couper la sélection vers le presse-papier,Auswahl in Zwischenablage ausschneiden,قصّ التّحديد إلى الحافظ
Cutoff:,Découpe :,Abschneiden:,حد القطع:
Cyan,Cyan,Cyan,سماوي
Cyans,Cyans,Cyantöne,درجات السماوي
Distance range:,Portée de la distance :,Abstandsbereich:,المسافة:
Dodge,Densité,Abwedeln,تفادى
D50,D50,D50,دي50
D55,D55,D55,دي55
D65,D65,D65,دي65
D75,D75,D75,دي75
DA Triangle grain,Grain triangulaire DA,Rechtsweisendes Dreieck,مثلّث
DCB,DCB,DCB,DCB
DITH 0202 CLUS,DITH 0202 CLUS,DITH 0202 CLUS,DITH 0202 CLUS
DITH 0202 GEN,DITH 0202 GEN,DITH 0202 GEN,DITH 0202 GEN
DITH 0202 HORZ,DITH 0202 HORZ,DITH 0202 HORZ,DITH 0202 HORZ
DITH 0202 VERT,DITH 0202 VERT,DITH 0202 VERT,DITH 0202 VERT
DITH 0404 ALT,DITH 0404 ALT,DITH 0404 ALT,DITH 0404 ALT
DITH 0404 BL22,DITH 0404 BL22,DITH 0404 BL22,DITH 0404 BL22
DITH 0404 CLUS,DITH 0404 CLUS,DITH 0404 CLUS,DITH 0404 CLUS
DITH 0404 CURL,DITH 0404 CURL,DITH 0404 CURL,DITH 0404 CURL
DITH 0404 DIAG,DITH 0404 DIAG,DITH 0404 DIAG,DITH 0404 DIAG
DITH 0404 ELL2,DITH 0404 ELL2,DITH 0404 ELL2,DITH 0404 ELL2
DITH 0404 ELL3,DITH 0404 ELL3,DITH 0404 ELL3,DITH 0404 ELL3
DITH 0404 ELLS,DITH 0404 ELLS,DITH 0404 ELLS,DITH 0404 ELLS
DITH 0404 GEN,DITH 0404 GEN,DITH 0404 GEN,DITH 0404 GEN
DITH 0404 HORZ,DITH 0404 HORZ,DITH 0404 HORZ,DITH 0404 HORZ
DITH 0404 SHUR,DITH 0404 SHUR,DITH 0404 SHUR,DITH 0404 SHUR
DITH 0404 SLIC,DITH 0404 SLIC,DITH 0404 SLIC,DITH 0404 SLIC
DITH 0404 VERT,DITH 0404 VERT,DITH 0404 VERT,DITH 0404 VERT
DITH 0404 WAV2,DITH 0404 WAV2,DITH 0404 WAV2,DITH 0404 WAV2
DITH 0404 WAVE,DITH 0404 WAVE,DITH 0404 WAVE,DITH 0404 WAVE
DITH 0404 ZORO,DITH 0404 ZORO,DITH 0404 ZORO,DITH 0404 ZORO
DITH 0808 BL22,DITH 0808 BL22,DITH 0808 BL22,DITH 0808 BL22
DITH 0808 BL22 V,DITH 0808 BL22 V,DITH 0808 BL22 V,DITH 0808 BL22 V
DITH 0808 BUBL,DITH 0808 BUBL,DITH 0808 BUBL,DITH 0808 BUBL
DITH 0808 CIRC,DITH 0808 CIRC,DITH 0808 CIRC,DITH 0808 CIRC
DITH 0808 CLUS,DITH 0808 CLUS,DITH 0808 CLUS,DITH 0808 CLUS
DITH 0808 DIAM,DITH 0808 DIAM,DITH 0808 DIAM,DITH 0808 DIAM
DITH 0808 PANL,DITH 0808 PANL,DITH 0808 PANL,DITH 0808 PANL
DITH 0808 SPOT,Zone « DITH 0808 »,DITH 0808 SPOT,DITH 0808 SPOT
DITH 0808 SWRL,DITH 0808 SWRL,DITH 0808 SWRL,DITH 0808 SWRL
DITH 0808 WAVE,DITH 0808 WAVE,DITH 0808 WAVE,DITH 0808 WAVE
DITH 3232 CURVED STRIPES,DITH 3232 BANDES INCURVÉES,DITH 3232 CURVED STRIPES,DITH 3232 CURVED STRIPES
DPI,DPI,DPI,نقطة لكل بوصة
DPI:,Dpi :,DPI:,نقطة لكل بوصة:
D_Dust Particles,D-Particules de poussière,D_Dunstpartikel,الخطوط الرّأسيّة
D_Normal dust,D-Poussière normale,Normalstaub,عاديّ
Dabs Per Actual Radius,Tampons par rayon courant,Punkte pro wirklichem Radius,نصف القطر الرّأسيّ:
Dabs Per Basic Radius,Touches par rayon de base,Punkte pro Standardradius,نصف القطر الرّأسيّ:
Darken,Assombrir,Abdunkeln,تقتيم
Darker Color,Couleur plus sombre,Dunklere Farbe,لون أغمق
Dashed,Tirets,Gestrichelt,متقطّع
Database version,Version de la base de données,Datenbankversion,إنشاء الشّكل
Database version:,Version de la base de données :,Datenbankversion,إنشاء الشّكل
Database:,Base de données :,Datenbank:,قاعدة بيانات:
Date,Date,Datum,التّاريخ
Date:,Date :,Datum:,التّاريخ:
Day white fluorescent (N4600 - 5400K),Blanc naturel fluorescent (N4600 - 5400K),Tageslichtweiße Leuchtstoffröhre (N4600 – 5400K),أبيض فلورسنت نهاري (N4600 - 5400K)
Daylight,Lumière du jour,Tageslicht,ضوء النّهار
Daylight fluorescent (D5700 - 7100K),Lumière du jour fluorescent (D5700 - 7100K),Tageslichtweiße Leuchtstoffröhre (D5700 – 7100K),أبيض فلورسنت نهاري (D5700 - 7100K)
Deactivate,Désactiver,Deaktivieren,تعطيل
Debug,Déboguer,Debug,التنقيح
Debug logging for brush rendering speed,Journalisation du débogage pour la vitesse de rendu des brosses,,نقّح تسجيل سرعة تصيير الفرشاة
Debug logging of OpenGL framerate,Journalisation du débogage pour le taux de trames « OpenGL »,,نقّح تسجيل معدّل إطارات «أوبن‌جي‌إل»
Debug options,Options de débogage,Keine Optionen,خيارات التّنقيح
Debugger,Débogueur,Debugger,المنقّح
Decimeters (dm),Décimètres (dm),Dezimeter (dm),ديسيمتر (دم)
Declination,Déclinaison,Neigung,الميلان
Decoding speed,Vitesse de décodage,Aufnahme,التّسجيل
Decoration:,Decoration :,Dekoration:,الزخارف:
Decrease Brush Size,Diminuer la taille de la brosse,Pinsel verkleinern,أنقص مقاس الفرشاة
Decrease Fade,Diminuer l'assombrissement,Wert verkleinern,قلل القيمة
Decrease Flow,Diminuer le débit,Wert verkleinern,قلل القيمة
Decrease Font Size,Diminuer la taille de la police,Schriftgröße verkleinern,أنقِص حجم الخطّ
Decrease Intensity,Diminuer l'intensité,Intensität verringern,أنقص الشّدّة
Decrease Lightness,Diminuer la luminosité,Helligkeit verringern,أنقص الشّدّة
Decrease Luminosity,Diminuer la luminosité,Leuchtkraft verringern,أنقص الإضاءة
Decrease Opacity,Diminuer l'opacité,Deckkraft verringern,أنقِص الشّفافيّة
Decrease Saturation,Diminuer la saturation,Sättigung verringern,أنقص التّشبّع
Decrease Saturation HSI,Diminuer la saturation « HSI »,Sättigung HSI verringern,أنقص التّشبّع
Decrease Saturation HSL,Diminuer la saturation « HSL »,Sättigung HSL verringern,أنقص التّشبّع
Decrease Saturation HSV,Diminuer la saturation « HSV »,Sättigung HSV verringern,أنقص التّشبّع
Decrease Scatter,Diminuer la dispersion,Sättigung verringern,أنقص التّشبّع
Decrease Value,Diminuer la valeur,Wert verkleinern,قلل القيمة
Decrease brush Fade,Diminuer l'assombrissement de la brosse,Pinselgröße verkleinern,أنقص مقاس الفرشاة
Decrease brush Flow,Diminuer le débit de la brosse,Pinselgröße verkleinern,أنقص مقاس الفرشاة
Decrease brush Opacity,Diminuer l'opacité de la brosse,Deckkraft verringern,أنقِص الشّفافيّ
Decrease brush Scatter strength,Diminuer la force de dispersion de la brosse,Pinselgröße verkleinern,أنقص مقاس الفرشاة
Decrease color saturation,Diminuer la saturation de couleur,Sättigung verringern,أنقص التّشبّع
Deep,Profond,Tief,عميق
Default,Par défaut,Standard,المبدئيّ
Default (Affine),Par défaut (Affine),Standard (Affine),(المبدئيّة)
Default D65,D65 par défaut,Standard D65,المبدئيّة
Default Export Filetype:,Type de fichier d'exportation par défaut :,Standard-Druckerprofil:,القالب المبدئيّ:
Default Selector Steps Settings,Configuration par défaut des pas du sélecteur,Einstellungen für Farbwähler,إعدادات منتقي الألوان
Default template:,Modèle par défaut,Standardvorlage:,القالب المبدئيّ:
Default:,Par défaut,Standard:,المبدئيّ:
Deflate Compression Options,Options de compression Deflate (ZIP),Deflate-Komprimierungsoptionen:,خيارات ضغط JPEG
Deform Selection,Déformer la sélection,Vektorauswahl,مسح التّحديد المتّجهيّ
Deform,Déformer,Verzerren,قبل:
Deform Mode,Mode déformation,Verzerrungsmodus,وضع تغيير التّقريب
Deform Options,Options de déformation,Verzerrungseinstellungen,خيارات الفديو
Degrees:,Degrés :,Grad:,الدرجات:
Delay:,Délai :,Verzögerung:,التأخير:
Delete,Supprimer,Löschen,احذف
Delete All,Tout supprimer,Alle löschen,احذف الكلّ
Delete Composition,Supprimer la composition,Komposition löschen,احذف التّراكب
Delete Resources,Supprimer les ressources,Ressourcen löschen,احذف الموارد
Delete Selected Images,Supprimer les images sélectionnées,Ausgewählte Maske löschen,احذف الطّبقة أو القناع
Delete Selected Reference Images,Supprimer toutes les images de référence sélectionnées,Alle Referenzbilder löschen,الصّورة المرجع:
Delete Shortcut,Supprimer un raccourci,Kurzbefehl löschen,احذف الاختصار
Delete a resource library,Supprimer une bibliothèque de ressources,Ressourcenbibliothek löschen,احذف المورد
Delete all Reference Images,Supprimer toutes les images de référence,Alle Referenzbilder löschen,الصّورة المرجع:
Delete keyframe,Supprimer l'image clé,Keyframe löschen,احذف الإطار المفتاحي
Delete old frames?,Supprimer les anciennes images ?,Keyframe löschen,أأحذف الإطارات القديمة؟
Delete resource,Supprimer la ressource,Ressource löschen,احذف المورد
Delete segment,Supprimer un segment,Segment duplizieren,كرّر القطعة
Delete selected mask,Supprimer le masque sélectionné,Ausgewählte Maske löschen,احذف الطّبقة أو القناع
Delete selected workflow button,Supprimer le bouton sélectionné de flux de travail,Ausgewählte Maske löschen,احذف الطّبقة أو القناع
Delete stop,Supprimer une étape,Objekt löschen,حذف التوقف
Delete the author profile,Supprimer le profil de l'auteur,Das Autorprofil löschen,احذف لاحة المؤلّف
Delete the layer or mask,Supprimer le calque ou le masque,Ebene oder Maske löschen,احذف الطّبقة أو القناع
Delete the taskset,Supprimer cet ensemble de tâches,Dieses Stichwort löschen,احذف مجموعة المهام
Delete this tag,Supprimer cette étiquette,Dieses Stichwort löschen,احذف هذا الوسم
Delete...,Supprimer...,Löschen ...,احذف...
Delta palette,Palette delta,Farbpalette bearbeiten,أضف إلى اللوحة:
Delta:,Delta :,Delta:,الفرق:
Demi,Demi,,ديمي
Denominators,Dénominateurs,Ausrichtung,الاتّجاه
Density,Densité,Dichte,الكثافة
Density:,Densité :,Dichte:,الكثافة:
Depth,Profondeur,Tiefe,العمق
Depth:,Profondeur :,Tiefe:,العمق:
Desaturate,Dé-saturer,Sättigung vermindern,ألغِ التّشبّع
Desaturation method:,Méthode de désaturation,Methode zur Sättigungsverminderung:,ألغِ التّشبّع
Descending,Descendant,Absteigend,تنازليّ
Description,Description,Beschreibung,الوصف
Description:,Description :,Beschreibung:,الوصف:
Deselect,Désélectionner,Auswahl aufheben,أزل التّحديد
Deseret,Deseret,Auswahl aufheben,أزل التّحديد
Designer,Concepteur,Neu zuordnen,مصمم
Desktop file,Fichier de bureau,Desktop-Datei,ملفّ سطح المكتب
Destination Atop,Destination vers le haut,Deklination,الوصف
Destination In,Destination d'entrée,Deklination,الهدف داخل
Detach Brush Editor,Détacher l'éditeur de brosses,Pinseleditor lösen,اعرض محرّر الفُرش
Detach Canvas,Détacher un tableau,Leinwand lösen,افصل المسار
Detailed,Détaillé,Details,مفصّل
Details,Détails,Details,التّفاصيل
Diffuse,Diffuse,Diffus,افتعال:
Diagonal Gradients,Dégradés diagonaux,Diagonale Verläufe,تدرّجات كاربو
Dialog,Boîte de dialogue,Dialog,حواريّ
Diameter:,Diamètre :,Durchmesser:,القطر:
Diamond,Diamant,Diamant,معين الزوايا
Difference,Différence,Abweichung,الفرق
Difference Mode:,Mode de différence :,Abweichung,الفرق
Digital Colors Mixer,Outil numérique de mélange des couleurs,Digitaler Farbmischer,مازِج الألوان الرّقميّة
Dilate Selection,Dilater la sélection,Auswahl erweitern,اعرض التحديد
Dimensions,Dimensions,Abmessungen,المقاسات
Dimensions:,Dimensions :,Abmessungen:,الأبعاد:
Direction,Direction,Richtung,الاتّجاه
Direction Filter,Filtre de direction,Richtung,الاتّجاه:
Direction in Radians,Direction en radians,Richtung im Bogenmaß,الاتّجاه بالرّاديان
Direction/Tilt Mix,Direction / Mixage de l'inclinaison,Richtungsfilter,الاتّجاه:
Direction:,Direction :,Richtung:,الاتّجاه:
Display Selection,Afficher la sélection,Auswahl anzeigen,اعرض التحديد
Disable AVX vector optimizations,Désactiver les optimisations vectorielles « AVX »,,عطّل تحسينات المتّجهات (لمعالجات AMD)
Disable all vector optimizations,Désactiver toutes les optimisations vectorielles,,عطّل تحسينات المتّجهات (لمعالجات AMD)
Disable automatic checking,Désactiver le contrôle automatique,Automatische Prüfung deaktivieren,عطّل التّدقيق الآليّ
Disable to get smaller files if your image has no transparency,Désactiver pour obtenir de plus petits fichiers si votre image n'a aucune transparence,"Deaktivieren Sie diese Funktion, um kleinere Dateien zu erhalten, wenn Ihr Bild keine Transparenz nutzt.",عطّله لتحصل على ملفّات أصغر إن لم يكن في الصّورة شفافيّة
Disabled,Désactivé,Deaktiviert,معطّل
Discard,Abandonner,Alle verwerfen,أهمِل
Discard All,Tout ignorer,Alle verwerfen,أهمل الكلّ
Discard Selection,Annuler la sélection,Auswahl anzeigen,اعرض التحديد
Discard alpha channel,Ignorer le canal alpha,Alphakanal verwerfen,أهمِل قناة ألفا
Discrete Rotate Mode,Mode de rotation par pas,Diskreter Drehmodus,أهمل وضع التّدوير
Discrete Zoom Mode,Mode de zoom par pas,Diskreter Vergrößerungsmodus,أهمل وضع التّدوير
Discretionary Ligatures,Ligatures discrétionnaires,Richtung,الاتّجاه:
Displace,Déplacer,Verdrängen,تشتيت
Display,Afficher,Anzeige,العرض
Display Device:,Afficher le périphérique :,Anzeigegerät:,جهاز العرض:
Display Format:,Format d'affichage :,Anzeigeformat:,تنسيق العرض:
