English,French,German,Arabic
"Do you really want to delete the snippet ""%1""?",Voulez-vous vraiment supprimer le fragment « %1 » ?,Möchten Sie den Textbaustein „%1“ wirklich löschen?,"أمتأكّد من حذف القصاصة ""%1""؟"
Edit Repository,Modifier le dépôt,Archiv bearbeiten,حرّر المستودع
Edit Snippet,Modifier le fragment,Textbaustein bearbeiten,حرّر القصاصة
Edit Snippet %1 in %2,Modifier le fragment %1 dans %2,Textbaustein %1 in %2 bearbeiten,حرّر القصاصة %1 في %2
Edit Snippet Repository %1,Modifier le dépôt de fragments %1,Textbaustein-Archiv %1 bearbeiten,حرّر مستودع القصاصات %1
Filter...,Filtre...,Filter ...,رشّح...
Get New Snippets,Obtenir de nouveaux fragments,Neue Textbausteine abrufen,اجلب قصاصات جديدة
Invalid XML snippet file: %1,Fichier de fragment XML non valable : %1,Ungültige XML-Textbausteindatei: %1,ملفّ قصاصة XML غير صالح: %1
Name:,Nom :,Name:,الاسم:
Namespace:,Espace de noms :,Namensraum:,نطاق الأسماء:
Output file '%1' could not be opened for writing,Impossible d'ouvrir le fichier de sortie « %1 » en écriture,Die Datei „%1“kann nicht zum Schreiben geöffnet werden,تعذّر فتح ملفّ الخرج '%1' للكتابة
Prefix to show in code completion,Préfixe à afficher lors du complètement de code,Präfix für die Anzeige in der Quelltextvervollständigung,سابقة لإظهارها في إكمال الكود
Remove Repository,Supprimer le dépôt,Archiv entfernen,أزل المستودع
Remove Snippet,Supprimer le fragment,Textbaustein entfernen,أزل القصاصة
"Repository is disabled, the contained snippets will not be shown during code-completion.","Le dépôt est désactivé, les fragments qu'il contient ne seront pas affichés lors du complètement de code.",Das Archiv wurde deaktiviert. Die enthaltenen Textbausteine werden während der Quelltextvervollständigung nicht angezeigt.,المستودع معطّل، لن تظهر القصاصات فيه أثناء إكمال الكود.
Repository: %1,Dépôt : %1,Archiv: %1,المستودع: %1
Scripts,Scripts,Skripte,السّكربتات
Snippet names with spaces may not work well in completions,Des noms d'extraits avec des espaces pourraient empêcher le complètement de bien fonctionner.,,قد لا تعمل أسماء المقتطفات التي تحتوي على مسافات بشكل جيد في الإكمال
Snippet: %1,Fragment : %1,Textbaustein: %1,القصاصة: %1
Snippets,Fragments,Textbausteine,القصاصات
Test this snippet,Essayez ce fragment,Diesen Textbaustein testen,اختبر هذه القصاصة
The snippet contains unsaved changes. Do you want to discard all changes?,L'extrait contient des modifications non enregistrées. Voulez-vous vraiment annuler toutes ces modifications ?,Der Textbaustein enthält ungespeicherte Änderungen. Möchten Sie fortfahren und alle Änderungen verlieren?,يحتوي المقتطف على تغييرات غير محفوظة. هل تريد تجاهل جميع التغييرات؟
"The text your snippet will insert into the document. More...","Le texte que votre fragment insérera dans le document. Plus...","Der Text, der mit Ihrem Textbaustein in das Dokument eingefügt wird. Mehr ...","النّصّ التي ستُدرجه القصاصة في المستند. المزيد..."
Warning - Unsaved Changes,Avertissement - Modifications non enregistrées,Warnung - ungespeicherte Änderungen,تحذير - تعديلات غير محفوظة
"Write down JavaScript helper functions to use in your snippets here. More...","Écrivez une fonction d'aide JavaScript à utiliser dans vos fragments ici. Plus...","Geben Sie hier JavaScript-Funktionen für Ihre Textbausteine ein. Mehr...","اكتب هنا دوال جافاسكربت المساعدة التي ستستخدمها في قصاصاتك. المزيد..."
insert snippet %1,insérer le fragment %1,Textbaustein %1 einfügen,أدرج القصاصة %1
will be shown in the completion list,sera affiché dans la liste de complètement,Wird in der Vervollständigungsliste angezeigt,سيظهر في قائمة الإكمال
