English,French,German,Arabic
Automatically save and restore:,Enregistrer et restaurer automatiquement :,Automatisch speichern und wiederherstellen:,احفظ واستعد آليا:
Bad PATH value,Mauvaise valeur de la variable d'environnement « PATH »,,قيمة PATH سيئة
Behavior,Comportement,Verhalten,السّلوك
Behavior Options,Options de comportement,Einstellungen zum Verhalten,خيارات السّلوك
Bottom Sidebar,Barre latérale en bas,Untere Seitenleiste,الشّريط الجانبيّ السفليّ
Calculates the difference between the editor contents and the disk file for the selected document.,Calcule les différences entre le contenu de l'éditeur et le fichier sur le disque pour le document sélectionné.,Ermittelt die Unterschiede zwischen dem Inhalt des Editors und der Datei auf dem Speichermedium für das ausgewählte Dokument und zeigt die Abweichungen in der dafür eingestellten Anwendung. Diese Funktion benötigt diff(1).,يحسب الفرق بين محتويات المحرّر وملفّ القرص للمستند المحدّد.
Carsten Niehaus,Carsten Niehaus,Carsten Niehaus,كارستن نيهاوس
Carsten Pfeiffer,Carsten Pfeiffer,Carsten Pfeiffer,كارستن فايفر
Change Style,Modifier un style,Stil ändern,غيّر النمط
Charles Samuels,Charles Samuels,Charles Samuels,تشارلز صامويلز
Check this if you want all your views and frames restored each time you open the application.,Cochez cette option si vous voulez que toutes vos vues et mises en page soient rétablies à chaque fois que vous lancerez l'application.,"Wenn diese Einstellung aktiv ist, werden alle Ansichten und Rahmen beim Start der Anwendung wiederhergestellt.",أشّر هذا إن أردت استرجاع كلّ المناظير والإطارات كلّما تفتح التطبيق.
Check this if you want document configuration like for example bookmarks to be saved past editor sessions. The configuration will be restored if the document has not changed when reopened.,"Cochez cette option si vous voulez que la configuration du document, comme par exemple les signets, soit enregistrée dans les sessions passées de l'éditeur. La configuration sera restaurée si le document n'a pas changé lors de sa réouverture.","Wenn diese Einstellung aktiv ist, werden Dokumenteinstellungen (wie z. B. Lesezeichen) über die aktuelle Sitzung hinaus beibehalten. Diese Einstellungen werden wiederhergestellt, falls das Dokument vor dem erneuten Öffnen nicht geändert wurde.",أشّر هذا إن أردت لضبط المستندات (مثل العلامات) أن يُحفظ بين جلسات المحرّر. سيُستعاد الضّبط إن لم يتغيّر المستند قبل إعادة فتحه.
Chris Ross,Chris Ross,Chris Ross,كريس روس
Christian Gebauer,Christian Gebauer,Christian Gebauer,كريستيان جيباور
Christoph Cullmann,Christoph Cullmann,Christoph Cullmann,كريستوف كولمان
Close Current View,Fermer la vue actuelle,Aktuelle Ansicht schließen,أغلق المنظور الحاليّ
Clear Diagnostics Filter,Effacer le filtre de diagnostics,Fehlerdiagnosefilter zurücksetzen,امسح مرشح التشخيص
Clear Recent Files,Effacer les fichiers récents,Liste zuletzt geöffneter Dateien leeren,امسح الملفات الحديثة
Clear all messages,Nettoyer les messages,Alle Nachrichten löschen,امح كل الرسائل
Clear diagnostics,Effacer les diagnostics,Fehlerdiagnosefilter zurücksetzen,امسح التشخيص
Click here to switch to the Quick Open view.,Cliquez ici pour passer à la vue d'ouverture rapide.,"Klicken Sie hier, um zur Schnellöffner-Ansicht zu wechseln.",انقر هنا للتّبديل إلى منظور الفتح السّريع.
Close All,Tout fermer,Alle schließen,أغلق الكلّ
Close,Fermer,Schließen,أغلق
Close All Documents,Fermer tous les documents,Alle Dokumente schließen,أغلق كلّ المستندات.
Close Window,Fermer la fenêtre,Neues Fenster,أغلق النافذة
Close All,Tout fermer,Alle schließen,أغلق الكلّ
Close Document,Fermer le document,Dokument schließen,أغلق المستند
Close Inactive Views,Fermer les vues inactives,Inaktive Ansichten schließen,أغلق المناظير غير النّشطة
Close Other,Fermer les autres,Andere schließen,أغلق الأخرى
Close Orphaned,Fermer les documents orphelins,Verwaiste schließen,أغلق اليتيمة
Close Other Documents,Fermer les autres documents,Andere Dokumente schließen,أغلق المستندات الأخرى
Close Others,Fermer les autres,Andere schließen,أغلق البقيّة
Close Tab,Fermer l'onglet,Unterfenster schließen,أغلق اللسان
Close all documents beside current one?,Voulez-vous fermer tous les documents sauf le document courant ?,Alle Dokumente außer dem aktuellen schließen,أغلق كلّ المستندات مع الحاليّ؟
"Close all documents in the file list that could not be reopened, because they are not accessible anymore.","Fermez tous les documents de la liste des fichiers qu'on ne peut rouvrir, parce qu'ils ne sont plus accessibles.","Alle Dokumente in der Dateiliste schließen, die nicht erneut geöffnet werden können, weil sie nicht mehr zugänglich sind.",أغلق كلّ المستندات في قائمة الملفّات والتي لا يمكن إعادة فتحها، لأن النّفاذ إليها لم يعد ممكنًا.
Close all documents?,Voulez-vous fermer tous les documents ?,Alle Dokumente schließen,هل أغلق كلّ المستندات؟
Close all open documents.,Ferme tous les documents ouverts.,Alle offenen Dokumente schließen.,أغلق كلّ المستندات المفتوحة.
Close documents with the window they belong to,Fermer les documents en même temps que la fenêtre à laquelle ils appartiennent,Zum Fenster gehörende Dokumente schließen,أغلق المستندات مع النافذة التي تنتمي إليها
Close every view but the active one,Fermer chaque vue sauf la vue active,Alle Ansichten bis auf die aktive schließen,أغلق كلّ المناظير عدى النّشط
Close other open documents.,Ferme les autres documents ouverts.,Andere offene Dokumente schließen.,أغلق المستندات الأخرى.
Close the application entirely when the last file is closed,Fermer complètement l'application avec la fermeture du dernier fichier,"Anwendung beenden, wenn die letzte Datei geschlossen wird",أغلق التطبيق بالكامل عندما تغلق أخر ملف
Close the current document.,Ferme le document actuel.,Das aktive Dokument schließen.,أغلق المستند الحاليّ.
Close the currently active split view,Fermer la vue scindée actuellement active,Aktuelle geteilte Ansicht schließen,أغلق المنظور المقسوم النّشط الحاليّ
Close this window,Fermer cette fenêtre,Dieses Fenster schließen,أغلق هذه النّافذة
Closing Aborted,Fermeture abandonnée,Beenden abgebrochen,أُجهض الإغلاق
Collapse All,Tout réduire,Alle einklappen,اطوِ الكل
Commit %1,Valider %1,Commit %1,أوْدِعْ %1
Compare,Comparer,Vergleichen,قارن
Compare with Active Document,Comparer avec le document actif,Mit aktivem Dokument vergleichen,قارن مع المستند النشط
Compare with Active Document Using,Comparer avec le document actif en utilisant,Mit aktivem Dokument vergleichen mittels,قارن مع استعمال المستند النشط
Configure,Configurer,Einrichten,اضبط
Configure the application's keyboard shortcut assignments.,Configure les affectations de raccourcis clavier de l'application.,Einstellen der Tastatur-Kurzbefehle für die Anwendung.,اضبط إسنادات اختصارات لوحة المفاتيح لهذا التّطبيق.
Configure various aspects of this application and the editing component.,Configure divers aspects de cette application ainsi que le composant d'édition.,Hier können verschiedene Aspekte der Anwendung und der Editorkomponente eingestellt werden.,اضبط مختلف نواحي هذا التّطبيق ومكوّن المحرّر.
Configure which items should appear in the toolbar(s).,Décide quels éléments devront apparaître dans la (les) barre(s) d'outils.,"Festlegung der Knöpfe, die in den Werkzeugleisten erscheinen sollen.",اضبط العناصر التي ستظهر في أشرطة الأدوات.
Configure...,Configurer...,Einrichten ...,اضبط...
Context,Contexte,Einrichtung,السّياق
Control view space splitting,Fractionnement de la vue de contrôle,Die Teilung der Ansicht steuern,تحكّم بتقسيم منطقة المنظور
Copies the file path of the current file to clipboard.,Copie l'emplacement du fichier actuel dans le presse-papier,Kopiert den Pfad der aktuellen Datei in die Zwischenablage.,ينسخ مسار الملف الحالي إلى الحافظة
Copy Location,Copier un emplacement,Ort kopieren,انسخ المكان
Copy Commit Hash,Copier le code de hachage du commit,Commit-Hash kopieren,انسخ تلبيدة الإيداع
Copy Filename,Copier le nom de fichier,Dateinamen kopieren,انسخ اسم الملفّ
Copy Location,Copier un emplacement,Ort kopieren,انسخ المكان
Copy all text to clipboard,Copier la totalité du texte dans le presse-papier,Gesamten Text in die Zwischenablage kopieren,انسخ كامل النص إلى الحافظة
Copy to Clipboard,Copier dans le presse-papier,In die Zwischenablage kopieren,انسخ إلى الحافظة
Core Developer,Développeur principal,Entwickler,مطوّر اللبّ
"Could not save the document 
'%1'","Impossible d'enregistrer le document 
« %1 »","Das Dokument lässt sich nicht speichern
„%1“","تعذّر حفظ المستند 
'%1'"
Could not start program,Impossible de démarrer le programme,Programm kann nicht gestartet werden,لا يمكن بدء البرنامج
Create a new document,Créer un nouveau document,Neues Dokument erstellen,أنشئ مستندًا جديدًا
Create a new window.,Créer une nouvelle fenêtre.,Ein neues Fenster erstellen.,أنشئ نافذة جديدة…
Created,Créé,Erstellt,أُنشئ
Cristi Dumitrescu,Cristi Dumitrescu,Cristi Dumitrescu,كريستي دوميتريسكو
Current Project,Projet courant,Aktuelles Projekt,المشروع الحاليّ
Detach Document,Détacher un document,Dokument abkoppeln,افصل المستند
Daniel Naber,Daniel Naber,Daniel Naber,دانييل نابر
Data you requested to be saved could not be written. Please choose how you want to proceed.,Impossible d'écrire les données que vous avez demandées d'enregistrer. Veuillez choisir la manière dont vous voulez continuer.,Einige zu speichernde Daten lassen sich nicht schreiben. Wie soll damit verfahren werden?,تعذّرت كتابة البيانات التي طلبت حفظها. فضلًا اختر كيفيّة المتابعة.
Delete,Supprimer,Löschen,احذف
Delete file,Supprimer le fichier,Datei löschen,احذف ملف
Delete unused meta-information after:,Supprimer les méta-informations inutilisées après :,Unbenutzte Meta-Informationen löschen nach:,احذف المعلومات الوصفيّة غير المستخدمة بعد:
Deleted,Supprimé,Gelöscht,حُذف
Deleted file %1,Supprimer le fichier %1,Gelöschte Datei %1,ملف محذوف %1
Deletes the file belonging to the current document.,Supprime le fichier correspondant au document actuel.,"Löscht die Datei, die zum aktuellen Dokument gehört.",يحذف الملف الذي ينتمي لهذا المستند
Description,Description,Beschreibung,الوصف
Designer of Kate's mascot 'Kate the Cyber Woodpecker',"Le concepteur de la mascotte de Kate, « Kate, le cyber pic-vert ».",Designer des Kate-Maskottchens „Kate the Cyber Woodpecker“,"مصمم تميمة كيت ""Kate the Cyber Woodpecker"""
Detach Active Document,Détacher un document actif,Dokument abkoppeln,افصل المستند النشط
Developer,Développeur,Entwickler,مطوّر
Diagnostics,Diagnostics,Fehlerdiagnose,التشخيص
Diagnostics View,Vue « Diagnostics »,Fehlerdiagnose,عرض التشخيص
"Diagnostics limit reached, ignoring further diagnostics. The limit can be configured in settings.","La limite de diagnostic a été atteinte, sans tenir compte des autres diagnostics. La limite peut être configurée dans la configuration.",,وصل إلى حد التشخيص، وتجاهل المزيد من التشخيصات. يمكن ضبط الحد في الإعدادات.
Diagnostics limit:,Limite des diagnostics :,Fehlerdiagnose,حد التشخيص:
Diff,Diff,Diff,الفرق
Diff %1,Diff %1,%1 vergleichen,الفرق %1
Diff %1 .. %2,Diff %1 ... %2,Diff %1 .. %2,الفرق %1 .. %2
Diff %1..%2,Diff %1 ... %2,%1..%2 vergleichen,الفرق %1..%2
Diff Style:,Style pour la différence :,Diff-Stil:,نمط الفرق:
Disable Suppression,Désactiver une suppression,Sitzungen filtern,عطل التقييد
Discard Hunk,Annuler un morceau,Block verwerfen,كتلة مُهملة
"Do you really want to delete file ""%1""?",Voulez-vous vraiment supprimer le fichier « %1 » ?,Möchten Sie die Datei „%1“ wirklich löschen?,"أمتأكّد من حذف الملفّ ""%1""؟"
Documents,Documents,Dokumente,المستندات
Documents Modified on Disk,Documents modifiés sur le disque,Durch Fremdprogramm geänderte Dateien,تعدّلت مستندات على القرص
Documents to open.,Document à ouvrir.,Zu öffnende Dokumente.,المستندات لفتحها.
Dominik Haumann,Dominik Haumann,Dominik Haumann,دومينيك هاومان
Don't ask again,Ne pas redemander,Diese Nachfrage nicht mehr anzeigen,لا تسألني ثانيةً
Downward Split View,Vue scindée en bas,Untere Teilansicht,المنظور المقسوم الأسفل
Duplicate...,Dupliquer...,Duplizieren ...,كرّر...
Elide tab text,Ignorer le texte de l'onglet,Reitertext abkürzen,قلص نص اللسان
Enable,Activer,Aktivieren,فعّل
Enable Suppression,Activer une suppression,Sitzungen verwalten,مكن التقييد
Enable tool view,Activer la vue « Outils »,Sortierung aktivieren,فعل منظور الأداة
Error,Erreur,Fehler,خطأ
Error Creating Diff,Erreur lors de la création des différences,Fehler beim Feststellen der Unterschiede,خطأ في إنشاء الفرق
"Error in regular expression: %1
offset %2: %3","Erreur dans une expression rationnelle : %1
décalage %2 : %3","Fehler in regulärem Ausdruck: %1
Versatz %2: %3","خطأ في التعبير النمطي: %1
الإزاحة %2: %3"
Errors,Erreurs,Fehler,الأخطاء
Expand All,Tout développer,Alle aufklappen,وسّع الكل
Failed to enable %1 plugin,Impossible d'activer le module externe %1,Modul %1 kann nicht aktiviert werden,فشل تفعيل محلقة %1
Failed to get file history: %1,Impossible d'obtenir l'historique des fichiers : %1,Datei-Historie kann nicht geholt werden: %1,أخفق في الحصول على ملف التاريخ: %1
Failed to get file history: git executable not found in PATH,Impossible d'obtenir l'historique du fichier : il a été impossible de trouver l'exécutable associé à Git dans la variable d'environnement « PATH »,Datei-Historie kann nicht geholt werden: git wurde nicht in PATH gefunden,أخفق في الحصول على ملف التاريخ: لم يعثر على تنفيذي غت في المسار PATH
"File ""%1"" could not be deleted.",Impossible de supprimer le fichier « %1 ».,Die Datei „%1“ kann nicht gelöscht werden.,"تعذّر حذف الملفّ ""%1"""
"File ""%1"" could not be moved to ""%2""",Impossible de déplacer le fichier « %1 » vers « %2 »,Die Datei „%1“ kann nicht nach „%2“ verschoben werden,"تعذّر نقل الملفّ ""%1"" إلى ""%2"""
File Actions,Actions sur les fichiers,Datei-Aktionen,إجراءات الملف
File History - %1,Historique des fichiers - %1,Datei-Historie - %1,تاريخ الملف - %1
Filename,Nom de fichier,Dateiname,اسم الملفّ
Files,Fichiers,Dateien,الملفات
Files with unsaved changes,Fichiers ayant des modifications non enregistrées,Dateien mit ungespeicherten Änderungen,الملفات ذات التغيرات غير المحفوظة
Filter Sessions,Filtrer les sessions,Sitzungen filtern,مرشح الجلسات
Filter…,Filtrer...,Filter ...,رشّح…
Focus %1,Faire un focus sur %1,%1 aktivieren,تركيز %1
Focus Navigation Bar,Se focaliser sur la barre de navigation,Navigationsleiste aktivieren,ركز على شريط التنقل
Focus Toolview,Faire un focus sur la vue des outils,Werkzeugansicht aktivieren,منظور الأدوات المركز
Focus the navigation bar,Se focaliser sur la barre de navigation,Die Navigationsleiste aktivieren,ركز على شريط التنقل
Focus the next tab.,Passer à l'onglet suivant.,Nächstes Unterfenster aktivieren.,ركّز على اللسان التّالي.
Focus the previous tab.,Passer à l'onglet précédent.,Voriges Unterfenster aktivieren.,ركّز على اللسان السّابق.
Folders can only be opened when the projects plugin is enabled,Les dossiers ne peuvent être ouverts que lorsque le module externe des projets est activé.,"Ordner können nur geöffnet werden, wenn das Projekt-Modul aktiv ist",لا يمكن فتح المجلدات إلا عند تمكين ملحق المشاريع
"Force start of a new kate instance (is ignored if start is used and another kate instance already has the given session opened), forced if no parameters and no URLs are given at all.","Forcer le démarrage d'une nouvelle instance de Kate (est ignoré si le démarrage est utilisé et qu'une autre instance de Kate a déjà ouvert la session donnée), forcé si aucun paramètre ni aucune URL n'est indiqué.","Kate in einer neuen Instanz starten. Dies wird ignoriert, wenn „start“ benutzt wird und eine andere Instanz von Kate die angegebene Sitzung bereits geöffnet hat. Wenn keine Parameter oder URLs angegeben sind, wird dieses Verhalten erzwungen.",أجبر بدء سيرورة «كيت» جديدة (يُتجاهل الخيار إن اختير البدء ولسيرورة «كيت» أخرى نفس الجلسة مفتوحة). يُجبر الخيار إن لم تُعط أيّة معاملات أو عناوين.
Former Core Developer,Ancien développeur principal,Ehemaliger Hauptentwickler,مطوّر اللبّ السّابق
Fuzzy Filtering,Filtrage flou,Ungenaue Filterung,ترشيح ضبابي
Gerald Senarclens de Grancy,Gerald Senarclens de Grancy,Gerald Senarclens de Grancy,جيرالد سيناركلينز دي جرانسي
Get involved,Impliquez-vous,Machen Sie mit,شاركنا
Git,Git,Git,غت
Glen Parker,Glen Parker,Glen Parker,غلين باركر
Go to Next Location,Aller vers l'emplacement suivant,Zur nächsten Position gehen,انتقل إلى الموقع التالي
Go to Previous Location,Aller vers l'emplacement précédent,Zur vorherigen Position gehen,انتقل إلى الموقع السابق
Hamburger Menu Toolbar,Barre de menus en hamburger pour les outils,Werkzeugleiste für Hamburger-Menü,شريط القائمة المضغوطة
Hamish Rodda,Hamish Rodda,Hamish Rodda,هاميش رودا
Help,Aide,Hilfe,مساعدة
"Here you can see all available Kate plugins. Those with a check mark are loaded, and will be loaded again the next time Kate is started.",Vous pouvez voir ici tous les modules externes disponibles de Kate. Ceux qui portent une coche sont chargés et seront chargés à nouveau au prochain démarrage de Kate.,Hier werden alle verfügbaren Kate-Module angezeigt. Die angekreuzten Module sind geladen und werden auch beim nächsten Start von Kate aktiviert.,ترى هنا كلّ ملحقات «كيت» المتوفّرة. تلك المؤشّرة قد حُمّلت، وستُحمّل أيضًا عند بدء «كيت» مجدّدًا.
Hide All Tool Views,Masquer toutes les vues d'outils,Alle Werkzeugansichten ausblenden,أخفِ جميع مناظير الأدوات
Hide Button,Masquer un bouton,Knopf ausblenden,أخفِ الزر
Hide Inactive Views,Fermer les vues inactives,Inaktive Ansichten ausblenden,أخفِ المناظير غير النّشطة
Hide every view but the active one,Fermer chaque vue sauf la vue active,Alle Ansichten bis auf die aktive ausblenden,أخفِ كلّ المناظير عدى النّشط
Hide menu bar,Cacher la barre de menu,Menüleiste ausblenden,أخفِ شريط القوائم
Highlighting for Ferite,Coloration syntaxique pour « Ferite »,Autom. Hervorhebungen für Ferite,إبراز Ferite
