An internal error occurred that could not be recovered.,Une erreur interne irrécupérable est survenue.,"Ein interner Fehler ist aufgetreten, der nicht behoben werden kann.",حصل عطل داخلي تعذّر التعافي منه.
An internal error occurred.,,,حصل عطل داخلي.
Anonymous identity,,,هوية مجهولة
Anonymous,,,مجهول
Application,,,تطبيق
Application defined,Défini par l’application,Festgelegte Anwendung,التطبيقات المُعرّفة
Applications,,,التطبيقات
Apply Changes?,Appliquer les changements ?,Änderungen anwenden?,أتريد تطبيق التغييرات؟
Appropriate for connections that have data charges or limits.,,,مناسب للاتصالات التي تحاسب على الاستهلاك أو لها تعليق.
Approximate Time,Durée estimée,Ungefähre Zeit,الوقت التقريبي
April,avril,April,أبريل
Archive Files,,,الملفات المضغوطة
Are you sure you want to revoke remotely managed ’s account?,,,أمتأكد أنك تريد إبطال حساب  المتحكم فيه عن بعد؟
Ask what to do,Demander que faire,"Nachfragen, was geschehen soll",اسأل ما الذي يجب فعله
Authentication,,,الاستيثاق
Audio Files,,,ملفات الصوت
August,août,August,أغسطس
Authenticate,,,استوثق
Authenticated,,,مستوثَق
Authentication Required,Authentification requise,Legitimierung erforderlich,الاستيثاق مطلوب
Authentication failed,Échec d’authentification,Legitimierung fehlgeschlagen,فشل الاستيثاق
Authentication is required to change user data,Authentification requise pour modifier les données utilisateur,Legitimierung erforderlich,الاستيثاق مطلوب لتغيير بيانات المستخدم
Authentication is required to enable or disable remote login,Authentification requise pour activer ou désactiver une connexion distante,"Legitimierung ist erforderlich, um die Fernanmeldung zu aktivieren oder zu deaktivieren",الاستيثاق مطلوب لتفعيل أو تعطيل الولوج عن بعد
Authentication required,Authentification requise,Legitimierung erforderlich,الاستيثاق مطلوب
Authorization Error,Erreur d’autorisation,Legitimierungsfehler,عطل في التخويل
Authorize and Connect,Autorisation et connexion,Legitimieren und verbinden,خوّل واتصل
Authorized,Autorisé,Legitimiert,مخوّل
Authorized at:,,,مخوّل في:
Authorizing,Autorisation en cours,Legitimierung,يخوّل
Auto Select,Sélection automatique,Automatische Auswahl,اختيار تلقائي
AutoIP service error,Erreur du service autoIP,Fehler des AutoIP-Diensts,عطل في خدمة AutoIP
AutoIP service failed,Le service autoIP a échoué,AutoIP-Dienst fehlgeschlagen,فشلت خدمة AutoIP
AutoIP service failed to start,Le service autoIP n’a pas réussi à démarrer,Start des AutoIP-Diensts fehlgeschlagen,فشل بدء خدمة AutoIP
Automatic,Automatique,Automatisch,تلقائي
Automatic (DHCP),Automatique (DHCP),Automatisch (DHCP),تلقائي (DHCP)
Automatic (DHCP) addresses only,,,عناوين (DHCP) تلقائية فقط
Automatic DNS,DNS automatique,Automatisches DNS,‏DNS تلقائي
Automatic Routes,Routes automatiques,Automatische Routen,سُبُل تلقائية
Automatic Screen Lock,Verrouillage automatique de l’écran,Automatische Bildschirmsperre,إيصاد تلقائي للشاشة
Automatic Suspend,Mise en veille automatique,Automatisch in Bereitschaft gehen,تعليق تلقائي
Automatic Time Zone,Fuseau horaire automatique,Zeitzone automatisch ermitteln,منطقة زمنية تلقائية
Automatic Connect,,,اتّصل تلقائيا
Automatic Date & Time,,,تاريخ و وقت تلقائييْن
Automatic brightness,,,سطوع تلقائي
Automatic suspend,,,تعليق تلقائي
"Automatic, DHCP only","Automatique, DHCP seulement","Automatisch, nur DHCP",تلقائي، DHCP فقط
Automatically empty Trash,,,أفرغ المهملات تلقائيا
Automatically purge Temporary Files,,,تخلّص من الملفات المؤقتة تلقائيا
Automatically purge the Trash and temporary files to help keep your computer free of unnecessary sensitive information.,,,تخلص من المهملات والملفات المؤقتة تلقائيا للمحافظة على خلو حاسوبك من المعلومات الحساسة.
Available panels:,Volets disponibles :,Verfügbare Leisten:,اللوحات المتوفرة:
Back,Précédent,Zurück,إلى الخلف
Background,Arrière-plan,Hintergrund,الخلفية
Balance,Balance,Balance,التوازن
Bark,,,نباح
Batteries,,,البطاريات
Battery,Batterie,Akku,بطارية
Beep when Num Lock or Caps Lock are turned on or off.,,,أصدر صفيرًا عند تفعيل أو تعطيل قفل الأرقام أو الحروف الكبيرة.
Beep when a modifier key is pressed,,,صفّر عند ضغط مفاتيح المغيّرات
Beep when a key is accepted,,,صفّر عند قُبول مفتاح
Beep when a key is rejected,,,صفّر إذا رُفض مفتاح
Beep when a key is pressed,,,صفّر عند ضغط مفتاح
Blu-ray video disc,disque vidéo Blu-ray,Blu-ray-Video-Disc,قرص Blu-Ray فديو فارغ
Bluetooth,Bluetooth,Bluetooth,بلوتوث
Bluetooth Settings,,,إعدادات بلوتوث
Bluetooth Turned Off,Bluetooth désactivé,Bluetooth ausgeschaltet,بلوتوث مغلق
Bluetooth can be turned off to save power.,,,يمكن تعطيل بلوتوث لتوفير الطاقة.
Bluetooth connection failed,La connexion Bluetooth a échoué,Bluetooth-Verbindung fehlgeschlagen,فشل اتصال بلوتوث
Bluetooth is disabled when airplane mode is on.,,,بلوتوث معطّل لأن وضع الطائرة مفعّل.
Bookmarks,,,العلامات
Both,,,كلاهما
Bottom Half,Moitié inférieure,Untere Hälfte,النصف السفلي
Bounce keys typing delay,,,تأخير الكتابة للمفاتيح القافزة
Browse for more pictures,Rechercher d’autres images,Nach weiteren Bildern suchen,تصفّح لمزيد من الصور
Built-in Permissions,,,الصلاحيات المدمجة
Built-in Webcam,,,كمرة وب مدمجة
Button,,,زر
Button %d,Bouton %d,Knopf %d,زر %d
CD audio,,,قرص صوتي
CHAP,,,CHAP
CRT,CRT,CRT,شاشة عادية
CA certificate,,,شهادة سُلْطة استيثاق
Cursor Size,,,حجم المؤشر
Cable unplugged,Câble débranché,Kabel nicht angeschlossen,الكبل مفصول
Cache,Cache,Zwischenspeicher,الخبيئة
Calculating…,Calcul en cours…,Berechnung läuft …,يحسب…
"Calibrate the color of your devices, such as displays, cameras or printers","Étalonne la couleur de vos périphériques, comme les écrans, les appareils photos ou les imprimantes","Kalibrieren Sie die Farbe Ihrer Geräte wie Monitore, Kameras oder Drucker",عاير ألوان أجهزتك، مثل أجهزة العرض و الكمرات و الطابعات
Calibrate the device,Étalonner le périphérique,Das Gerät kalibrieren,عاير الجهاز
Calibrate…,,,عاير…
Calibration Device,Sonde d’étalonnage,Kalibrierungsgerät,جهاز المعايرة
Calibration Quality,Qualité de l’étalonnage,Qualität der Kalibrierung,جودة المعايرة
Calibration failed!,Échec de l’étalonnage !,Kalibrierung fehlgeschlagen!,فشلت المعايرة
"Calibration will produce a profile that you can use to color manage your screen. The longer you spend on calibration, the better the quality of the color profile.","L’étalonnage va générer un profil que vous pourrez utiliser pour gérer la couleur de votre écran. Plus l’étalonnage est long, meilleure est la qualité du profil de couleur.","Eine Kalibrierung wird ein Profil erstellen, das Sie für die Farbverwaltung Ihres Bildschirms einsetzen können. Je länger Sie kalibrieren, desto höher wird die Qualität des Farbprofils.",ستنتج المعايرة إعدادات يمكنك استخدامها للتحكم في ألوان شاشتك. كلما قضيت وقتا أطول في المعايرة كلما كانت جودة الإعدادات الناتجة أفضل.
Camera,Caméra,Kamera,كمرة
Can change settings,Peut modifier les réglages,Darf Einstellungen ändern,يستطيع تغيير الإعدادات
Cancel,Annuler,Abbrechen,ألغِ
Cancel search,Interrompre la recherche,Suche abbrechen,ألغِ البحث
Canceled,,,ملغاة
Cannot automatically join this type of domain,Impossible de rejoindre ce type de domaine automatiquement,Diesem Typ von Domäne kann nicht automatisch beigetreten werden,لا يمكن الانضمام تلقائيا إلى هذا النوع من النطاقات
Cannot be changed,,,لا يمكن تغييرها
Cannot export VPN connection,,,تعذّر تصدير اتصال VPN
Cannot import VPN connection,,,تعذّر استيراد اتصال VPN
Cannot log in as  at the  domain,Impossible de se connecter en tant que  au domaine ,Anmeldung als  in der Domäne  schlug fehl,تعذّر الولوج باسم  في النطاق 
Card;Microphone;Volume;Fade;Balance;Bluetooth;Headset;Audio;,,,بطاقة;ميكروفون;صوت;شدة;توازن;بلوتوث;
Caution,,,إنتباه
Caution:  remaining,Attention : il reste ,Vorsicht:  verbleiben,تحذير: بقي 
Cellphone,Téléphone portable,Mobiltelefon,هاتف خليوي
Center,,,موسَّطة
Change,Modifier,Ändern,غيّر
Change Password,Changer le mot de passe,Passwort ändern,غيّر كلمة السر
"Change sound levels, inputs, outputs, and alert sounds","Modifier les volumes sonores, les saisies, les sorties et les alertes sonores","Lautstärke, Ein- und Ausgabequellen und Alarmtöne einstellen",غيّر شدة الصوت و أصوات التنبيهات
Change system time and date settings,Changer la date et l’heure du système,Einstellungen für Zeit und Datum ändern,غيّر إعدادات الوقت والتاريخ للنظام
"Change the date and time, including time zone","Changer la date, l’heure et le fuseau horaire","Das Datum, die Zeit und die Zeitzone ändern",غيّر الوقت والتاريخ، بما فيها المنطقة الزمنية
Change your background image to a wallpaper or photo,,,غيّر صورة الخلفية
Change your mouse or touchpad sensitivity and select right or left-handed,Modifier la sensibilité du pavé tactile et choisir entre droitier ou gaucher,Die Empfindlichkeit Ihrer Maus oder Ihres Tastfelds ändern und für Rechts- oder Linkshänder einstellen,غيّر حساسية الشاشة و لوح اللمس و اختر اليد اليمنى أم اليسرى
Changes Cannot be Applied,Les changements ne peuvent être appliqués,Änderungen können nicht angewendet werden,تعذّر تطبيق التغييرات
Changes throughout the day,,,تتغير خلال اليوم
Charging,En charge,Lädt,تشحن
Check for updates,,,التمس التحديثات
Choose a Certificate Authority certificate,,,"اختر شهادة ""سلطة شهادات"""
Choose a Folder,Choisir un dossier,Wählen Sie einen Ordner,اختر مجلّدًا
Choose a PAC file,,,اختر ملف PAC
Choose how to use connected monitors and projectors,,,اختر كيف تستخدم الشاشات و أجهزة عرض الشرائح
Choose keyboard layouts or input methods.,,,اختر تخطيط لوحة المفاتيح وطرق الإدخال
Choose your personal certificate,,,اختر شهادتك الشخصية
Choose your private key,,,اختر مفتاحك السري
Clear Recent History,,,امسح التأريخ الحالي
Clean Print Heads,Nettoyer les têtes d’impression,Druckköpfe reinigen,نظف رؤوس الطابعة
Clean print heads,Nettoyage des têtes d’impression,Druckköpfe reinigen,نظف رؤوس الطباعة
Clear All,,,امسح الكل
Clear Cache…,,,امسح الخبيئة…
Click Assist,Assistant de clic,Klickassistent,مساعدة النقر
Click a speaker to test,,,انقر على السماعة لاختبارها
Clock;Timezone;Location;,Horloge;Fuseau horaire;Emplacement;,Uhr;Zeitzone;Ort;,ساعة;توقيت;منطقة زمنية;منطقة;
Color,Couleur,Farbe,اللون
Color:,,,اللون:
Color,Couleur,Farbe,الألوان
Color Effects,,,المؤثرات اللونية
Color Effects:,,,المؤثرات اللونية:
Color Temperature,,,حرارة اللون
Color;ICC;Profile;Calibrate;Printer;Display;,Couleur;ICC;Profil;Étalonner;Étalonnage;Imprimante;Écran;,Farbe;ICC;Profil;Kalibrieren;Drucker;Anzeige;,لون;ألوان;إعداد;تشكيل;معايرة;طابعة;شاشة;
Colors,,,ألوان
Colorspace:,Espace de couleurs :,Farbraum:,نطاق الألوان:
Command,Commande,Befehl,الأمر
Complete!,Terminé !,Abgeschlossen!,تم
Completed,Terminée,Abgeschlossen,مُنجزَة
Compose Key,Touche de composition,Compose-Taste,مفتاح التركيب
Computer,Ordinateur,Rechner,حاسوب
Configuration,,,الإعدادات
Configuration failed,Échec de la configuration,Einrichtung ist fehlgeschlagen,فشل الإعداد
Configure Default Applications,,,اضبط التطبيقات المبدئية
Configure Removable Media settings,,,اضبط إعدادات الوسائط المنفصلة
Connect automatically,Connexion automatique,Automatisch verbinden,اتصل تلقائيا
Connect to your data in the cloud,,,اتصل ببياناتك في السحاب
Connect to your online accounts and decide what to use them for,Connectez-vous à vos comptes en ligne et décidez de leur utilité,"Verbinden Sie sich mit Ihren Online-Konten und entscheiden Sie, wofür diese genutzt werden",اتصل بحساباتك على الإنترنت و اختر ما الذي تستخدمه منهم
Connected,Connecté,Verbunden,متّصل
Connected & Authorized,,Verbunden und legitimiert,متّصل ومخوّل
Connected Devices,Périphériques connectés,Verbundene Geräte,الأجهزة الموصّلة
Connected at:,,,متّصل في:
Connecting,Connexion en cours,Verbindungsaufbau,يتّصل
Connection dependency failed,La dépendance de la connexion a échoué,Eine Abhängigkeit der Verbindung ist gescheitert,فشلت اعتمادية الاتصال
Connection disappeared,La connexion a disparu,Unzuverlässige Verbindung,اختفى الاتصال
Connection failed,Échec de la connexion,Verbindung fehlgeschlagen,فشل الاتصال
Connection/SSID,,,الاتصال/SSID
Control how you connect to Wi-Fi networks,Contrôler votre façon de vous connecter aux réseaux sans fil,"Legt fest, wie mit Funknetzwerken verbunden wird",تحكم في اتصالك بشبكات واي فاي
Control how you connect to the Internet,Contrôler votre façon de vous connecter à Internet,"Legt fest, wie mit dem Internet verbunden wird",تحكم في اتصالك بالإنترنت
Control various application permissions and settings,,,تحكم في مختلف صلاحيات وإعدادات التطبيقات
Control what you want to share with others,Contrôler ce que vous souhaitez partager avec les autres,"Legt fest, was Sie für Andere freigeben möchten",تحكم في ما تريد مشاركته مع الآخرين
Control which applications show search results in the Activities Overview,,,تحكم في التطبيقات التي ستُعرض نتائج البحث منها في منظور الأنشطة
Control which notifications are displayed and what they show,Contrôler quelles notifications s’affichent et leur contenu,"Legt fest, wie Nachrichten angezeigt werden und was diese anzeigen",تحكم في أي التنبيهات تُعرض و ماذا تعرِض
Convert to PS level 1,Convertir en PS de niveau 1,In PS Level 1 umwandeln,حوّل إلى بوست‌سكربت المستوى 1
Convert to PS level 2,Convertir en PS de niveau 2,In PS Level 2 umwandeln,حوّل إلى بوست‌سكربت المستوى 2
Copy,Copier,Kopieren,انسخ
Copy a screenshot of a window to clipboard,,,انسخ لقطة النافذة إلى الحافظة
Copy a screenshot of an area to clipboard,,,انسخ لقطة المنطقة المحددة إلى الحافظة
Copy a screenshot to clipboard,,,انسخ اللقطة إلى الحافظة
Copy profile,,,انسخ الإعداد
Could not access any fingerprint readers,,,تعذّر الوصول إلى أي قارئ بصمة
Could not access “” device,,,تعذر الوصول إلى الجهاز ”“
Could not load ui: ,,,تعذّر تحميل الواجهة: 
Could not start finger capture on “” device,,,تعذّر بدء التقاط الأصابع على الجهاز ”“
Couldn’t connect to the  domain: ,Connexion au domaine  impossible : ,Es konnte keine Verbindung mit -Domäne hergestellt werden: ,تعذّر الاتصال بالنطاق :‏ 
Create a color profile for the selected device,Créer un profil de couleur pour le périphérique sélectionné,Ein Farbprofil für das ausgewählte Gerät erstellen,أنشئ إعداد لون للجهاز المختار
Create a user account,,,أنشئ حساب مستخدِم
Crosshairs,Pointeur en croix,Fadenkreuz,محاور الهدف
Current Password,,,كلمة السر الحالية
Current background,Arrière-plan actuel,Aktueller Hintergrund,الخلفية الحالية
Cursor Blinking,,,وميض المؤشر
Cursor Size,Taille du curseur,Mauszeiger-Größe,حجم المؤشر
Cursor Blinking,,,وميض المؤشر
Cursor blinking speed,,,سرعة ومضات المؤشر
Cursor blinks in text fields.,,,ومضات المؤشر في حقول النصوص.
Cursor size can be combined with zoom to make it easier to see the cursor.,,,يمكن تغيير حجم المؤشر مع مستوى التقريب لتسهيل رؤية المؤشر.
Custom,Personnalisée,Benutzerdefiniert,مخصص
Custom Shortcuts,Raccourcis personnalisés,Eigene Tastenkürzel,اختصارات مخصصة
D50 (Printing and publishing),D50 (impression et publication),D50 (Drucken und Veröffentlichen),‏D50 (الطباعة و النشر)
D55,D55,D55,D55
D65 (Photography and graphics),D65 (photos et graphismes),D65 (Fotografie und Grafik),‏D65 (التصوير و الرسوميات)
D75,D75,D75,D75
DHCP client error,Erreur du client DHCP,DHCP-Client-Fehler,خطأ من عميل DHCP
DHCP client failed,Le client DHCP a échoué,DHCP-Client fehlgeschlagen,فشل عميل DHCP
DHCP client failed to start,Le client DHCP n’a pas réussi à démarrer,DHCP-Client konnte nicht gestartet werden,فشل بدء عميل DHCP
DNS,DNS,DNS,DNS
Delay:,,,التأخير:
Data,Données,Daten,البيانات
Data and services that this app has asked for access to and permissions that it requires.,,,البيانات والخدمات التي طلب هذا التطبيق الوصول إليها والصلاحيات التي يحتاجها.
Date & Time,Date et heure,Datum und Zeit,التاريخ والوقت
Date & Time,,,التاريخ و الوقت
Dates,Dates,Daten,التّواريخ
Dates & Times,,,التاريخ و الوقت
Day,,,اليوم
December,décembre,Dezember,ديسمبر
Decrease text size,Réduire la taille du texte,Schrift verkleinern,صغّر النص
Default,Par défaut,Vorgabe,المبدئي
Default Applications,,,التطبيقات المبدئية
Default CMYK,CMJN par défaut,Standard-CMYK,زق‌ص‌س المبدئي
Default Gray,Gris par défaut,Standard-Grau,الرمادي المبدئي
Default Handlers,,,المناولات المبدئية
Default RGB,RVB par défaut,Standard-RGB,ح‌خ‌ز المبدئي
Default Route,Route par défaut,Vorgaberoute,السبيل المبدئي
Default:,Par défaut :,Vorgabe:,المبدئي:
Delay,Délai,Verzögerung,التأخير
Delete Address,Supprimer l’adresse,Adresse entfernen,احذف العنوان
Delete Route,Supprimer la route,Route entfernen,احذق السبيل
Delete all the temporary files?,Supprimer tous les fichiers temporaires ?,Alle temporären Dateien löschen?,أأحذف كل الملفات المؤقتة؟
Delete registered fingerprints?,,,أأحذف البصمات المسجّلة؟
Delete the selected user account,,,احذف حساب المستخدِم المختار
Deleting a user while they are logged in can leave the system in an inconsistent state.,,,حذف مستخدم أثناء ولوجه قد يترك النظام في حالة غير مستقرة.
Details,Détails,Details,تفاصيل
Device name,,,اسم الجهاز
Devices,Périphériques,Geräte,الأجهزة
Dialing attempt failed,La tentative de numérotation a échoué,Der Einwahlversuch ist fehlgeschlagen,فشل الاتصال الهاتفي
Dialing request timed out,Délai de numérotation dépassé,Der Einwahlvorgang benötigte zu viel Zeit,انتهت مهلة الاتصال الهاتفي
Direct Access,Accès direct,Direktzugriff,وصول مباشرة
Disable,Désactiver,Deaktivieren,عطّل
Disabled,Désactivé,Deaktiviert,معطّل
"Disables Wi-Fi, Bluetooth and mobile broadband","Désactive le Wi-Fi, le Bluetooth et les connexions mobiles haut débit","Deaktiviert Funknetzwerke, Bluetooth und mobiles Breitband",يعطل واي فاي و بلوتوث و إنترنت المحمول
Discharging,En décharge,Wird entladen,تُفرّغ
Disconnected,Déconnecté,Getrennt,غير متّصل
Disconnecting,Déconnexion en cours,Verbindung wird getrennt,يقطع الاتصال
Disk,,,القرص
Display Arrangement,,,ترتيب الشاشات
Display Brightness,Luminosité de l’écran,Bildschirmhelligkeit,سطوع جهاز العرض
Display Calibration,Étalonnage de l’écran,Bildschirm-Kalibrierung,معايرة جهاز العرض
Display Configuration,,,إعدادات الشاشة
Display Mapping,,,اعرض المخطط
Display Mode,,,نمط العرض
Display Type,Type d’écran,Anzeigentyp,نوع جهاز العرض
Display version number,Afficher le numéro de version,Versionsnummer anzeigen,اعرض الإصدارة
Displays,Éc­rans,Bildschirme,الشاشات
Do not disturb the calibration device while in progress,Ne pas toucher à la sonde d’étalonnage pendant le processus,Lassen Sie das Kalibrierungsgerät während des Vorgangs in Ruhe,لا تُقاطع جهاز المعايرة أثناء عمله
Do nothing,Ne rien faire,Nichts tun,لا تفعل شيئا
Do you want to delete your registered fingerprints so fingerprint login is disabled?,,Wollen Sie Ihre registrierten Fingerabdrücke löschen und so eine Anmeldung per Fingerabdruck verhindern?,أتريد حذف بصماتك المسجلة بحيث يُعطل الولوج بالبصمة؟
Do you want to keep ’s files?,,,أتريد إبقاء ملفات ؟
Do you want to replace  with the VPN connection you are saving?,,,هل تريد استبدال  باتصال VPN الذي تحفظه؟
Does not accept jobs,N’accepte plus de tâche supplémentaire,Es werden keine Aufträge angenommen,لا تقبل المهام
Domain,Domaine,Domäne,النطاق
Domain Administrator Login,Identifiant de l’administrateur du domaine,Anmeldung Domänenverwalter,ولوج مدير النطاق
Done!,,,تم!
"Double click, middle button",,,نقرة مزدوجة، الزر الأوسط
"Double click, primary button",,,نقرة مزدوجة، الزر الأساسي
"Double click, secondary button",,,نقرة مزدوجة، الزر الثانوي
Double-Click Delay,,,مهلة النقر المزدوج
Double-click timeout,,,مهلة النقر المزدوج
Drag displays to match your physical display setup. Select a display to change its settings.,,,اسحب الشاشات لتطابق ترتيبها في الطبيعة. اختر الشاشة لتغيير إعداداتها.
Drip,,,قطرات
Driver,Pilote,Treiber,المُشغّل
Each device needs an up to date color profile to be color managed.,,,كل جهاز يحتاج إلى ملفات إعدادات ألوان مُحدّثة ليكون مُدار الألوان.
Edge Scrolling,,,التمرير عند الحافة
Eject,Éjecter,Auswerfen,أخرِج
Embed GhostScript fonts only,Incorporer seulement les polices GhostScript,Nur GhostScript-Schriften einbinden,ادمج خطوط غوست‌سكربت فقط
Empty,Déchargée,Leer,فارغة
Empty all items from Trash?,Vider complètement la corbeille ?,Alle Objekte aus dem Papierkorb löschen?,أأحذف كل العناصر من المهملات؟
Enable Fingerprint Login,,,فعّل الولوج بالبصمة
Enable color management for ,Activer la gestion des couleurs de ,Aktivieren Sie die Farbverwaltung für ,فعّل إدارة ألوان 
Enable or disable remote login,Activer ou désactiver une connexion distante,Fernanmeldung ein- oder ausschalten,فعّل أو عطّل الولوج عن بعد
Enable verbose mode,,,فعّل الطور المسهِب
Enabled,Activé,Aktiviert,مفعّل
Enrolled at:,,,سجّل في:
Enrolling fingerprints,,,يسجّل البصمات
Enter a network address or search for a printer,Saisissez l’adresse d’un réseau ou recherchez une imprimante,Geben Sie entweder eine Netzwerk-Adresse oder den Suchbegriff eines Druckers ein,أدخل عنوان شبكة للبحث عن الطابعة
Enter credentials to print from .,,,أدخل اسم المستخدم و كلمة السر للطباعة من .
Enter new shortcut to change .,,,أدخل اختصارًا جديدًا لتغيير .
Enter the new shortcut,Saisir le nouveau raccourci,Neues Tastenkürzel eingeben,أدخِل اختصارًا جديدًا
Enter username and password to view printers on .,Saisissez votre nom d’utilisateur et votre mot de passe pour afficher les imprimantes sur .,"Geben Sie Ihren Benutzernamen und Ihr Passwort ein, um die verfügbaren Drucker auf  anzuzeigen.",أدخل اسم المستخدم و كلمة السر لعرض الطابعات المتوفرة على .
