Chinese Simplified (ISO-2022-CN),Chinois simplifié (ISO-2022-CN),"Chinesisch, vereinfacht (ISO-2022-CN)",صيني مبسط (ISO-2022-CN)
Chinese Traditional (Big5-HKSCS),Chinois traditionnel (Big5-HKSCS),"Chinesisch, traditionell (Big5-HKSCS)",صيني تقليدي (Big5-HKSCS)
Chinese Traditional (Big5),Chinois traditionnel (Big5),"Chinesisch, traditionell (Big5)",صيني تقليدي (Big5)
Chinese Traditional (EUC-TW),Chinois traditionnel (EUC-TW),"Chinesisch, traditionell (EUC-TW)",صيني تقليدي (EUC-TW)
Choose a language:,,,اختر لغة:
Clear,Effacer,Leeren,امسح
Clear Personal Data…,,,امْحُ البيانات الشخصية…
Clear Personal Data,,,امْحُ المعلومات الشخصية
Clear browsing history?,,,أأمسح تأريخ التصفح؟
Clearing the browsing history will cause all history links to be permanently deleted.,,,مسح تأريخ التصفح سيحذف بشكل دائم جميع وصلات التأريخ.
Close Document,,,أغلق المستند
Close tab,,,أغلق اللسان
Close the bookmarks window,,,أغلق نافذة العلامات
Contact us at:,,,اتصل بنا على:
Contributors:,,,المساهمون:
Cookies,,,الكعكات
Cookie accept,,,تقبل الكعكة
Cookies,Cookies,Cookies,الكعكات
Copy Image Address,Copier l’adresse de l’image,Bildadresse kopieren,انسخ عنوان الصورة
Copy the selection,,,انسخ التحديد
Could not create a temporary directory in “%s”.,Impossible de créer le répertoire temporaire dans « %s ».,Temporärer Ordner konnte nicht in »%s« angelegt werden.,فشل إنشاء دليل مؤقت في ”%s“.
Could not display help: %s,,,تعذّر عرض المساعدة: %s
Could not start Web,,,تعذّر بدأ متصفح الوب
Create Web Application,,,أنشئ تطبيق وِب
Create a new topic,,,أنشئ موضوعا جديدا
Create topic “%s”,,,أنشئ الموضوع ”%s“
Croatian (MacCroatian),Croate (MacCroatian),Kroatisch (MacCroatian),كرواتي (MacCroatian)
Cut,Couper,Ausschneiden,قص
Custom monospace font,Police à largeur fixe personnalisée,Benutzerdefinierte nichtproportionale Schrift,خط ثابت العرض مخصص
Custom sans-serif font,Police sans serif personnalisée,Benutzerdefinierte serifenlose Schriftart,خط غير مذيّل مخصص
Custom serif font,Police avec serif personnalisée,Benutzerdefinierte Serifen-Schriftart,خط مذيّل مخصص
Cut the selection,,,قص التحديد
Cyrillic (ISO-IR-111),Cyrillique (ISO-IR-111),Kyrillisch (ISO-IR-111),سريلي (ISO-IR-111)
Cyrillic (ISO-8859-5),Cyrillique (ISO-8859-5),Kyrillisch (ISO-8859-5),سريلي (ISO-8859-5)
Cyrillic (IBM-855),Cyrillique (IBM-855),Kyrillisch (IBM-855),سريلي (IBM-855)
Cyrillic (KOI8-R),Cyrillique (KOI8-R),Kyrillisch (KOI8-R),سريلي (KOI8-R)
Cyrillic (MacCyrillic),Cyrillique (MacCyrillic),Kyrillisch (MacCyrillic),سريلي (MacCyrillic)
Cyrillic (Windows-1251),Cyrillique (Windows-1251),Kyrillisch (Windows-1251),سريلي (Windows-1251)
Cyrillic/Ukrainian (MacUkrainian),Cyrillique / Ukrainien (MacUkrainian),Kyrillisch/Ukrainisch (MacUkrainian),سريلي/أكراني (MacUkrainian)
Cyrillic/Ukrainian (KOI8-U),Cyrillique / Ukrainien (KOI8-U),Kyrillisch/Ukrainisch (KOI8-U),سريلي/أكراني (KOI8-U)
Cyrillic/Russian (IBM-866),Cyrillique / Russe (IBM-866),Kyrillisch/Russisch (IBM-866),سريلي/روسي (CP-866)
DIR,REP,ORDNER,دليل
Date,,,التاريخ
Default encoding,Codage par défaut,Standardzeichenkodierung,الترميز المبدئي
Delete,Supprimer,Löschen,احذف
Delete the selected bookmark or topic,,,احذف العلامة أو الموضوع المختار
Delete the selected cookies,,,احذف الكعكة المختارة
Delete this topic?,,,أأحذف هذا الموضوع؟
Delete topic “%s”?,,,أأحذف الموضوع ”%s“؟
"Deleting this topic will cause all its bookmarks to become uncategorized, unless they also belong to other topics. The bookmarks will not be deleted.",,,حذف هذا الموضوع يؤدي إلى جعل علاماته غير مصنفة، إلا إذا كانت تنتمي إلى مواضيع أخرى. لن تُحذف العلامات.
Deny,Interdire,Ablehnen,ارفض
Description,,,الوَصف
Desktop,Bureau,Schreibtisch,سطح المكتب
Directory not Writable,,,لا يمكن الكتابة في الدليل
Directory “%s” is not writable,,,لا يمكن الكتابة في الدليل ”%s“
Display bookmarks help,,,اعرض مساعدة العلامات
Display credits for the web browser creators,,,اعرض الشكر لمنشئي متصفح الوِب
Display the latest content of the current page,,,اعرض أحدث محتوى للصفحة الحالية
Do Not Track,,,لا تتعقبني
Do you want to save your password for “%s”?,,,هل تريد حفظ كلمة سر ”%s“؟
Downloads,Téléchargements,Downloads,التنزيلات
Drag and drop this icon to create a link to this page,,,انقر و انقل هذه الأيقونة لإنشاء وصلة إلى هذه الصفحة
Duplicate,,,كرّر
ESC,Échap,ESC,ESC
Edit Bookmarks,,,حرّر العلامات
Enable Adblock,,,فعّل Adblock
Enable JavaScript,,,فعّل جافاسكربت
Enable Plugins,,,فعّل الملحقات
Enable WebAudio,,,فعّل WebAudio
Enable WebGL,,,فعّل WebGL
Enable plugins,,,فعّل الملحقات
Enable caret browsing mode?,,,أأفعّل وضع التصفح بالمؤشر؟
Enable smooth scrolling,,,فعّل التدوير المرن
Enable spell checking,Activer la vérification orthographique,Rechtschreibprüfung aktivieren,فعّل التدقيق الإملائي
Enabled,Activé,Aktiviert,مُفعّل
Encodings…,,,الترميزات…
English (US-ASCII),Anglais (US-ASCII),Englisch (US-ASCII),إنجليزي (US-ASCII)
Entertainment,,,ترفيه
Epiphany Web Browser,,,متصفّح الوِب إبِفَني
Error downloading: %s,Erreur de téléchargement : %s,Fehler beim Herunterladen: %s,عطل أثناء التنزيل: %s
Export Bookmarks,Exporter des signets,Lesezeichen exportieren,صدّر العلامات
Export bookmarks to a file,,,صدّر العلامات إلى ملف
FILE,FICHIER,DATEI,ملف
Failed to copy cookies file from Mozilla.,,,فشل نسخ ملف الكعكات من موزيلا.
Failed to create directory “%s”.,Impossible de créer le répertoire « %s ».,Ordner »%s« konnte nicht angelegt werden.,فشل إنشاء الدليل ”%s“.
File,,,ملف
File format:,,,هيئة الملف:
Filter cookies,,,رشح الكعكات
Filter passwords,,,رشح كلمات السر
Find,Rechercher,Suchen,ابحث
Find Next,,,ابحث عن التالي
Find Previous,,,ابحث عن السابق
Find next occurrence of the search string,Recherche la prochaine occurrence de la chaîne,Nächsten Treffer für diese Zeichenkette suchen,ابحث عن التواجد التالي للعبارة
Find previous occurrence of the search string,Recherche la précédente occurrence de la chaîne,Vorhergehenden Treffer für diese Zeichenkette suchen,ابحث عن التواجد السابق لعبارة البحث
Finished,Terminé,Abgeschlossen,تم
Firebird,,,فيَربِرد
Firefox,Firefox,Firefox,فيَرفُكس
Firefox/Mozilla bookmarks,,,علامات فيَرفُكس/موزيلا
Fonts,Polices,Schriften,الخطوط
Fonts & Style,,,الخطوط والطرز
Force new window requests to be opened in tabs instead of using a new window.,Imposer l’ouverture des nouvelles fenêtres dans un nouvel onglet au lieu d’utiliser une nouvelle fenêtre.,Neue Fensteranfragen als Tabs statt in einem neuen Fenster öffnen.,افرض فتح النوافذ الجديدة في ألسنة.
Force new windows to be opened in tabs,Imposer l’ouverture des nouvelles fenêtres dans un nouvel onglet,Neue Fenster als neue Tabs öffnen,افرض فتح النوافذ الجديدة في ألسنة
Forget the selected passwords,,,انس كلمات السر المحددة
Forward,Suivant,Vor,للأمام
GNOME Web,,,وِب جنوم
"GNOME Web is often referred to by its code name, Epiphany.",,,أحيانا ما يشار لمتصفح وب جنوم باسمه، إبفني (Epiphany).
Galeon,,,جاليون
Galeon/Konqueror bookmarks,,,علامات جاليون/كُنكَرر
General,Général,Allgemein,عام
Go Back,Revenir,Zurück,ارجع للخلف
Go to most visited,,,اذهب إلى الأكثر زيارة
Google,,,جوجل
Greek (ISO-8859-7),Grec (ISO-8859-7),Griechisch (ISO-8859-7),يوناني (ISO-8859-7)
Greek (MacGreek),Grec (MacGreek),Griechisch (MacGreek),يوناني (MacGreek)
Greek (Windows-1253),Grec (Windows-1253),Griechisch (Windows-1253),يوناني (Windows-1253)
Gujarati (MacGujarati),Gujarâtî (MacGujarati),Gujarati (MacGujarati),كوجراتي (MacGujarati)
Gurmukhi (MacGurmukhi),Gurmukhi (MacGurmukhi),Gurmukhi (MacGurmukhi),غورموخي (MacGurmukhi)
Hebrew (ISO-8859-8-I),Hébreu (ISO-8859-8-I),Hebräisch (ISO-8859-8-I),عبري (ISO-8859-8-I)
Hebrew (IBM-862),Hébreu (IBM-862),Hebräisch (IBM-862),عبري (IBM-862)
Hebrew (MacHebrew),Hébreu (MacHebrew),Hebräisch (MacHebrew),عبري (MacHebrew)
Hebrew (Windows-1255),Hébreu (Windows-1255),Hebräisch (Windows-1255),عبري (Windows-1255)
"Hide or show the downloads window. When hidden, a notification will be shown when new downloads are started.",,,أخفِ أو أظهر نافذة التنزيلات. عند إخفائها، سيُعرض تنبيه عند بدأ تنزيلات جديدة.
Hindi (MacDevanagari),Hindi (MacDevanagari),Hindi (MacDevanagari),هندي (MacDevanagari)
History,Historique,Chronik,التأريخ
"How to present animated images. Possible values are ""normal"", ""once"" and ""disabled"".",,,"كيفية تقديم الصور المتحركة. القيم الممكنة هي ""normal"", ""once"" أو ""disabled""."
Import,Importer,Importieren,استورد
"If you close the document anyway, you will lose that information.",,,ستخسر تلك المعلومات إذا أغلقت المستند.
"If you quit, the downloads will be cancelled",,,إذا أنهيت البرنامج فستُلغى كل التنزيلات
Image animation mode,,,نمط الصور المتحركة
Images,Images,Bilder,صور
Import Bookmarks,Importer des signets,Lesezeichen importieren,استورد العلامات
Import Bookmarks from File,,,استورد العلامات من ملف
Import Failed,,,فشل الاستيراد
Import bookmarks from another browser or a bookmarks file,,,استورد العلامات من متصفّحٍ آخر أو من ملف علامات
Import bookmarks from the given file,,,استورد العلامات من الملف المحدّد
Import bookmarks from:,,,استورد العلامات من:
Import failed,,,فشل الاستيراد
Incognito mode hides your activity only from people using this computer.,Le mode privé masque votre activité seulement aux autres utilisateurs de cet ordinateur.,"Der Inkognito-Modus verbirgt Ihre Aktivitäten nur vor Personen, die diesen Rechner benützen.",وضع التخفي يخفي نشاطك فقط عن من يستخدمون هذا الحاسوب.
Installed on:,Installé le :,Installiert am:,ثُبّت في:
Installed plugins,,,الملحقات المثبّتة
"It will not hide your activity from your employer if you are at work. Your internet service provider, your government, other governments, the websites that you visit, and advertisers on these websites may still be tracking you.","Il ne masque pas votre activité à votre employeur si vous êtes au travail. Votre fournisseur d’accès à Internet, votre gouvernement, d’autres gouvernements, les sites web que vous visitez et les publicitaires sur ces sites web pourront toujours vous pister.","Ihre Aktivitäten werden nicht vor Ihrem Arbeitgeber verborgen, wenn Sie an Ihrem Arbeitsplatz sind. Ihr Internetanbieter, Ihre Regierung, die besuchte Webseite oder Werbeanzeigenanbieter auf dieser Seite können Sie verfolgen.",لن يخفي نشاطك عن رب عملك إذا كنت في العمل. مقدم خدمة الإنترنت، و حكومتك، و حكومات الأخرى، و المواقع التي تزورها و المعلنين على هذه المواقع يستطيعون تعقبك.
Japanese (EUC-JP),Japonais (EUC-JP),Japanisch (EUC-JP),ياباني (EUC-JP)
Japanese (ISO-2022-JP),Japonais (ISO-2022-JP),Japanisch (ISO-2022-JP),ياباني (ISO-2022-JP)
Japanese (Shift-JIS),Japonais (Shift-JIS),Japanisch (Shift-JIS),ياباني (Shift-JIS)
Konqueror,,,كُنكَرر
Korean (EUC-KR),Coréen (EUC-KR),Koreanisch (EUC-KR),كوري (EUC-KR)
Korean (ISO-2022-KR),Coréen (ISO-2022-KR),Koreanisch (ISO-2022-KR),كوري (ISO-2022-KR)
Korean (JOHAB),Coréen (JOHAB),Koreanisch (JOHAB),كوري (JOHAB)
Korean (UHC),Coréen (UHC),Koreanisch (UHC),كوري (UHC)
Language,,,اللغة
Languages,Langues,Sprachen,اللغات
Larger,,,أكبر
Launch,Démarrer,Starten,أطلِق
List of installed web applications,,,قائمة تطبيقات الوِب المثبّتة
Load the given session file,,,حمّل ملف الجلسة المعطى
Loading “%s”…,Chargement de « %s »…,»%s« wird geladen …,يُحمل ”%s“…
Loading…,Chargement…,Laden …,يُحمل…
Local files,,,الملفات المحلية
Location,,,المكان
MIME type,,,نوع MIME
Manage Cookies…,,,أدر الكعكات…
Manage Passwords…,,,أدِر كلمات السر…
Master password needed,,,كلمة السر الرئيسية مطلوبة
Memory usage,Utilisation de la mémoire,Speicherverbrauch,استخدام الذاكرة
Minimum font size,Taille minimale de la police,Kleinste Schriftgröße,الحد الأدنى لحجم خط
Monospace font:,,,الخط ثابت العرض:
Most Visited,,,الأكثر زيارة
Move Tab Left,,,انقل اللسان يسارًا
Move Tab Right,,,انقل اللسان يمينًا
Mozilla (HTML),,,موزيلا (HTML)
Mozilla “%s” profile,,,لاحة موزيلا ”%s“
Name,Nom,Name,الاسم
Nearby Sites,,,مواقع قريبة
New Incognito Window,Nouvelle fenêtre privée,Neues Inkognito-Fenster,نافذة تصفح خاص جديدة
New Incognito Window,Nouvelle fenêtre privée,Neues Inkognito-Fenster,نافذة تصفح خاص جديدة
New Tab,,,لسان جديد
News,,,أخبار
No,,,لا
No problems have been detected with your connection.,Aucun problème n’a été détecté avec votre connexion.,Keine Probleme mit Ihrer Verbindung festgestellt.,لم تُكتشف أي مشاكل في اتصالك.
None specified,Aucune indication,Nichts angegeben,غير محدّد
Not Categorized,,,غير مبوبة
Only from sites you visit,,,فقط من المواقع التي تزورها
Oops!,Oups !,Hoppla!,عُطل!
Oops! There may be a problem,Oups ! Il y a peut-être un problème,"Hoppla, möglicherweise gibt es ein Problem",نأسف، ربما حدثت مشكلة.
Oops! Unable to display this website,,,تعذّر إظهار هذا الموقع.
Open,,,افتح
Open Audio in New Tab,Ouvrir l’audio dans un nouvel onglet,Audio in neuem Tab öffnen,افتح في الصوت لسان جديد
Open Audio in New Window,Ouvrir l’audio dans une nouvelle fenêtre,Audio in neuem Fenster öffnen,افتح في الصوت في نافذة جديدة
Open Link in Incognito Window,Ouvrir le lien dans une fenêtre de navigation privée,Link in Inkognito-Fenster öffnen,افتح الوصلة في نافذة تصفح خاص جديدة
Open Link in New Tab,Ouvrir le lien dans un nouvel onglet,Link in neuem Tab öffnen,افتح الوصلة في لسان جديد
Open Link in New Window,Ouvrir le lien dans une nouvelle fenêtre,Link in neuem Fenster öffnen,افتح الوصلة في نافذة جديدة
Open Video in New Tab,Ouvrir la vidéo dans un nouvel onglet,Video in neuem Tab öffnen,افتح الڤديو في لسان جديد
Open Video in New Window,Ouvrir la vidéo dans une nouvelle fenêtre,Video in neuem Fenster öffnen,افتح في الڤديو في نافذة جديدة
Open a new browser window,,,افتح نافذة متصفّح جديدة
Open a new tab in an existing browser window,,,افتح لسان جديد في نافذة متصفح موجودة
Open in New Tabs,,,افتح في ألسنة جديدة
Open the bookmarks in this topic in new tabs,,,افتح العلامات المختارة في ألسنة جديدة
Open the selected bookmark in a new tab,,,افتح العلامة المختارة في لسان جديد
Open the selected bookmark in a new window,,,افتح العلامة المختارة في نافذة جديدة
Open the selected pages in new tabs,,,افتح الصفحات المحددة في ألسنة
Others,,,أخرى
Password,Mot de passe,Passwort,كلمة السّر
Password for %s in a form in %s,Le mot de passe de %s dans un formulaire de %s,Passwort für %s auf %s,كلمة سر %s في استمارة على %s
Password in a form in %s,Le mot de passe dans un formulaire de %s,Passwort in einem Eingabefeld auf %s,كلمة سر في استمارة على %s
Passwords,Mots de passe,Passwörter,كلمات السر
Past developers:,,,المطورون السابقون:
Paste and Go,Coller et aller,Einfügen und weiter,ألصق و اذهب
Paste the clipboard,,,ألصق محتوى الحافظة
Plugins,,,الملحقات
Plugins are disabled in the preferences,,,الملحقات معطّلة في الإعدادات
Popup Windows,,,نوافذ منبثقة
Preferences,Préférences,Einstellungen,التفضيلات
Preferences,Préférences,Einstellungen,التفضيلات
"Preferred languages, two letter codes.",,,اللغات المحبذة، برمز من حرفين.
Press %s to exit fullscreen,Appuyez sur %s pour quitter le mode plein écran,"%s drücken, um den Vollbildmodus zu verlassen",اضغط %s لمغادرة ملء الشاشة
"Pressing F7 turns caret browsing on or off. This feature places a moveable cursor in web pages, allowing you to move around with your keyboard. Do you want to enable caret browsing?","Un appui sur la touche F7 active ou désactive la navigation au curseur. Cette fonctionnalité place un curseur déplaçable dans les pages web, vous permettant de vous déplacer avec votre clavier. Voulez-vous activer le mode de navigation au curseur ?","Durch Drücken von F7 schalten Sie den Caret-Modus an oder aus. Diese Funktion platziert eine bewegliche Eingabemarke in Webseiten, die Sie mit der Tastatur steuern können. Wollen Sie die Eingabemarke-Navigation einschalten?",ضغط F7 يفعل أو يعطل وضع التصفح بالمؤشر. تضع هذه الخاصية مؤشرا متحركا في صفحات الوب يتيح لك التحرك بلوحة المفاتيح. أتريد تفعيل التصفح بالمؤشر؟
Print,,,اطبع
Privacy,Confidentialité,Datenschutz,الخصوصية
Private Browsing,Navigation privée,Privater Modus,التصفح الخاص
Problem Displaying Page,Problème d’affichage de la page,Problem beim Anzeigen der Seite,مشكلة في عرض الصفحة
Problem Loading Page,Problème de chargement de la page,Probleme beim Laden der Seite,مشكلة في تحميل الصفحة
Profile directory to use in the private instance,,,الدليل المستعمل للاحة السيرورة الخاص
Quit and cancel downloads,,,أنهِ و ألغِ التنزيلات
Romanian (ISO-8859-16),Roumain (ISO-8859-16),Rumänisch (ISO-8859-16),روماني (ISO-8859-16)
Redo,Rétablir,Wiederholen,أعد
Reload,Recharger,Neu laden,أعد التحميل
Remember passwords,Mémoriser les mots de passe,Passwörter merken,تذكر كلمات السر
Remove from overview,Supprimer de la vue d’ensemble,Aus der Übersicht entfernen,احذف من المنظور العام
Remove from this topic,,,احذف من هذا الموضوع
Remove the selected pages from history,Retirer les pages sélectionnées de l’historique,Die gewählten Seiten aus der Chronik löschen,احذف الصفحات المحددة من التأريخ
Rename the selected bookmark or topic,,,غيّر اسم العلامة أو الموضوع المختار
Reopen Closed Tab,Rouvrir l’onglet fermé,Geschlossenen Reiter erneut öffnen,أعد فتح اللسان المُغلق
Replace,,,استبدل
Reveal all the passwords,,,أظهر كل كلمات السر
Send Link by Email…,Envoyer le lien par courriel…,Link über E-Mail verschicken an …,أرسل الوصلة بالبريد الإلكتروني…
Sans serif font:,,,الخط غير المذيّل:
Save,Enregistrer,Speichern,احفظ
Save As,,,احفظ ك‍
Save As Application,,,احفظ كتطبيق
Save As Web Application…,,,احفظ كتطبيق وِب…
Save Image As,Enregistrer l’image sous,Bild speichern unter,احفظ الصورة ك‍
Save Link As,Enregistrer le lien sous,Link speichern unter,احفظ الوصلة ك‍
Save Media As,Enregistrer le média sous,Medien speichern unter,احفظ الوسائط ك‍
Save As…,,,احفظ ك‍…
Saved passwords,,,كلمات السر المحفوظة
Search,Recherche,Suchen,ابحث
Search cookies,,,ابحث في الكعكات
Search history,Rechercher dans l’historique,Suchchronik,تأريخ التصفح
Search passwords,Rechercher les mots de passe,Passwörter durchsuchen,ابحث في كلمات السر
Search string for keywords entered in the URL bar.,,,نص البحث للكلمات المفتاحية المدخلة في شريط المسارات.
Search the Web for %s,,,ابحث في الوِب عن %s
Search the Web for '%s',,,ابحث في الوِب عن '%s'
Search wrapped back to the top,La recherche est revenue au début,Suche am Anfang fortsetzen,أُعيد البحث من البداية
Security Violation,Violation de la sécurité,Sicherheitsverstoß,مخالفة أمنية
Select All,Tout sélectionner,Alles markieren,اختر الكل
Select a Directory,Sélectionner un répertoire,Wählen Sie einen Ordner,اختر دليلا
Select all bookmarks or text,,,اختر كل العلامات أو النّصوص
Select the personal data you wish to clear,,,اختر البيانات الشخصية التي تريد محوها
Selection Caret,,,مؤشّر التحديد
Send an email message to “%s”,Envoyer un courriel à l’adresse « %s »,E-Mail an »%s« senden,أرسل بريدًا للعنوان ”%s“
Serif font:,,,الخط المُذيّل:
Session,Session,Sitzung,الجلسة
Set as Wallpaper,Définir comme papier peint,Als Hintergrund festlegen,اجعلها الخلفية
Show all topics,,,اعرض كل المواضيع
Shopping,,,تسوق
Show all…,,,اعرض الكل…
Show the address column,,,أظهر عمود العنوان
Show the title column,,,أظهر عمود تسمية الصفحة
Site,,,الموقع
Smaller,,,أصغر
South European (ISO-8859-3),Europe méridionale (ISO-8859-3),Südeuropäisch (ISO-8859-3),جنوب أوروبي (ISO-8859-3)
Spell checking,,,التدقيق الإملائي
Sports,,,رياضة
Start a private instance,,,ابدأ سيرورة خاصة
Start an instance in incognito mode,,,ابدأ المتصفّح في طور التصفح الخاص
Start an instance in netbank mode,,,ابدأ المتصفّح في طور التصفح البنكيّ
Start browsing and your most-visited sites will appear here.,Commencez à naviguer et les sites que vous avez le plus visités apparaîtront ici.,"Beginnen Sie mit dem Surfen, und die Webseiten, die Sie am meisten besuchen, werden hier angezeigt.",ابدأ التصفح و ستظهر المواقع التي تُكثر زيارتها هنا.
Start the browser in application mode,,,ابدأ المتصفّح في طور التطبيق
Starting…,Démarrage…,Wird gestartet …,يبدأ…
"Startup failed because of the following error:
%s",,,"فشل بدأ التشغيل للخطأ التالي:
%s"
Stop,Arrêter,Stopp,أوقف
Stop current data transfer,,,أوقف نقل البيانات الحالي
Stored Data,,,البيانات المخزنة
